_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad
83.7902083,-5.43975,1690,05 35 09.65,-05 26 23.1,13.12,0.04,11.57,0.04,10.51,0.02,9.22,0.01,8.74,0.01,7.68,0.03,,,,,0.54,,D,2M,Simbad
83.769125,-5.4397222,1691,05 35 04.59,-05 26 23.0,12.26,0.02,11.17,0.03,10.72,0.02,10.32,0.01,10.01,0.01,9.69,0.01,8.92,0.01,,,0.4,-1.24,D,2M,Simbad
83.8958333,-5.4394167,1692,05 35 35.00,-05 26 21.9,16.0,0.08,14.92,0.07,14.29,0.06,13.54,0.03,13.1,0.04,,,,,,,0.25,,D,2M,Simbad
83.7858333,-5.4387222,1693,05 35 08.60,-05 26 19.4,13.24,0.03,12.32,0.03,11.76,0.02,11.07,0.01,10.71,0.01,,,,,,,0.11,,D,2M,Simbad
83.836375,-5.4377222,1694,05 35 20.73,-05 26 15.8,13.71,0.02,12.79,0.03,12.34,0.02,11.39,0.01,10.97,0.01,,,,,,,0.17,,D,2M,Simbad
83.7803333,-5.4363889,1695,05 35 07.28,-05 26 11.0,15.64,0.09,14.11,0.06,13.06,0.03,12.01,0.01,11.51,0.01,11.28,0.06,,,,,0.52,,D,2M,Simbad
83.7642083,-5.4360556,1696,05 35 03.41,-05 26 09.8,14.04,0.03,13.28,0.03,12.94,0.03,12.57,0.01,12.35,0.01,,,,,,,0.05,,D,2M,Simbad
83.7986667,-5.4356667,1697,05 35 11.68,-05 26 08.4,13.28,0.1,11.57,0.07,10.47,0.04,9.18,0.01,8.53,0.01,8.02,0.05,,,,,0.7,,D,2M,Simbad
83.959125,-5.4347222,1698,05 35 50.19,-05 26 05.0,16.03,0.07,14.64,0.06,14.0,0.04,13.41,0.04,13.1,0.04,,,,,,,0.64,,D,2M,Simbad
83.6948333,-5.4346111,1699,05 34 46.76,-05 26 04.6,13.73,0.03,12.38,0.03,11.54,0.02,10.44,0.01,10.01,0.01,9.58,0.01,8.92,0.01,5.34,0.03,0.43,-1.08,D,2M,Simbad
83.7686667,-5.4345833,1700,05 35 04.48,-05 26 04.5,12.14,0.02,11.22,0.03,10.86,0.02,10.36,0.01,10.1,0.01,9.79,0.01,9.36,0.02,,,0.25,-1.69,D,2M,Simbad
84.3182083,-5.4345,1701,05 37 16.37,-05 26 04.2,14.91,0.04,14.25,0.07,13.76,0.05,13.12,0.01,12.89,0.01,12.58,0.04,12.07,0.06,,,0.0,-1.62,D,2M,Simbad
83.7715833,-5.4343056,1702,05 35 05.18,-05 26 03.5,13.68,0.02,12.87,0.03,12.46,0.02,11.89,0.01,11.54,0.01,11.1,0.04,10.2,0.03,,,0.07,-0.89,D,2M,Simbad
83.77875,-5.4334167,1703,05 35 06.90,-05 26 00.3,13.48,0.03,12.71,0.04,12.25,0.02,11.56,0.01,11.11,0.01,10.68,0.03,9.43,0.07,,,0.0,-0.43,D,2M,Simbad
83.851375,-5.4333889,1704,05 35 24.33,-05 26 00.2,13.13,0.03,12.43,0.04,12.03,0.03,11.71,0.03,11.47,0.03,,,,,,,0.0,,D,2M,Simbad
83.7936667,-5.4333611,1705,05 35 10.48,-05 26 00.1,13.06,0.04,12.24,0.07,11.74,0.04,11.03,0.02,10.76,0.02,,,,,,,0.0,,D,2M,Simbad
83.670625,-5.4333056,1706,05 34 40.95,-05 25 59.9,13.79,0.03,12.62,0.03,11.93,0.02,10.57,0.01,10.2,0.01,9.87,0.01,9.14,0.02,5.74,0.03,0.32,-1.21,D,2M,Simbad
83.4812917,-5.4326111,1707,05 33 55.51,-05 25 57.4,12.99,0.02,11.7,0.03,11.06,0.02,10.32,0.01,10.03,0.01,9.81,0.01,9.29,0.05,5.32,0.02,0.51,-1.67,D,2M,Simbad
83.7950833,-5.4324444,1708,05 35 10.82,-05 25 56.8,13.51,0.02,12.39,0.03,11.67,0.04,10.9,0.02,10.4,0.01,,,,,,,0.22,,D,2M,Simbad
83.838125,-5.4324167,1709,05 35 21.15,-05 25 56.7,12.02,0.02,10.75,0.03,9.92,0.02,9.04,0.01,8.68,0.01,8.02,0.02,,,,,0.35,,D,2M,Simbad
83.798,-5.4313889,1710,05 35 11.52,-05 25 53.0,,,14.4,0.09,12.89,0.04,10.8,0.02,10.36,0.01,,,,,,,1.91,,D,2M,Simbad
83.7907083,-5.4305833,1711,05 35 09.77,-05 25 50.1,15.57,0.07,13.48,0.03,12.61,0.02,11.68,0.03,11.27,0.02,,,,,,,1.36,,D,2M,Simbad
83.7807917,-5.4299722,1712,05 35 07.39,-05 25 47.9,13.0,0.02,12.31,0.03,11.82,0.02,11.02,0.01,10.57,0.01,10.04,0.03,,,,,0.0,,D,2M,Simbad
83.85825,-5.4298611,1713,05 35 25.98,-05 25 47.5,11.56,0.03,10.42,0.04,9.83,0.02,9.2,0.01,8.79,0.01,8.7,0.02,,,,,0.36,,D,2M,Simbad
83.872125,-5.4295278,1714,05 35 29.31,-05 25 46.3,11.78,0.02,10.97,0.03,10.5,0.02,10.19,0.01,9.92,0.01,,,,,,,0.02,,D,2M,Simbad
83.8435417,-5.4292222,1715,05 35 22.45,-05 25 45.2,12.78,0.09,11.91,0.09,11.22,0.07,10.61,0.01,10.08,0.01,,,,,,,0.0,,D,2M,Simbad
83.970375,-5.4287778,1716,05 35 52.89,-05 25 43.6,14.32,0.02,13.26,0.04,12.63,0.02,11.95,0.02,11.56,0.01,10.89,0.14,,,,,0.22,,D,2M,Simbad
83.8230833,-5.4285278,1717,05 35 17.54,-05 25 42.7,,,10.91,0.04,10.08,0.06,9.68,0.04,9.16,0.03,,,,,,,0.02,,D,2M,Simbad
83.8307083,-5.4283611,1718,05 35 19.37,-05 25 42.1,,,,,,,7.65,0.01,6.78,0.01,6.0,0.01,5.23,0.02,,,,-0.06,P,2M,Simbad
83.85975,-5.4278611,1719,05 35 26.34,-05 25 40.3,9.59,0.02,9.02,0.03,8.65,0.02,8.01,0.01,7.6,0.01,7.22,0.01,6.47,0.02,,,0.0,-1.08,D,2M,Simbad
83.7484167,-5.4278056,1720,05 34 59.62,-05 25 40.1,12.12,0.02,11.28,0.03,10.91,0.02,9.95,0.01,9.49,0.01,9.03,0.01,8.39,0.01,,,0.13,-1.04,D,2M,Simbad
83.87675,-5.4273056,1721,05 35 30.42,-05 25 38.3,11.78,0.02,10.94,0.04,10.43,0.02,9.74,0.01,9.25,0.01,8.71,0.01,7.61,0.03,,,0.04,-0.4,D,2M,Simbad
83.8334167,-5.4271389,1722,05 35 20.02,-05 25 37.7,11.65,0.02,10.64,0.03,10.12,0.03,9.22,0.01,8.89,0.01,7.91,0.03,6.51,0.04,,,0.24,0.37,D,2M,Simbad
83.87275,-5.4269722,1723,05 35 29.46,-05 25 37.1,14.01,0.02,13.36,0.04,12.97,0.02,12.59,0.02,12.14,0.03,,,,,,,0.0,,D,2M,Simbad
83.9837917,-5.4258889,1724,05 35 56.11,-05 25 33.2,16.77,0.15,14.68,0.06,13.75,0.04,12.02,0.02,11.71,0.01,,,,,,,1.32,,D,2M,Simbad
83.8153333,-5.4258889,1725,05 35 15.68,-05 25 33.2,11.55,0.06,10.55,0.05,9.73,0.04,8.71,0.01,8.16,0.01,,,,,,,0.0,,D,2M,Simbad
83.8555,-5.4248611,1726,05 35 25.32,-05 25 29.5,13.19,0.02,12.42,0.03,11.87,0.02,11.11,0.02,10.67,0.02,,,,,,,0.0,,D,2M,Simbad
83.8482917,-5.4239167,1727,05 35 23.59,-05 25 26.1,11.89,0.02,10.79,0.03,10.23,0.02,9.36,0.01,8.82,0.01,8.21,0.01,,,,,0.32,,D,2M,Simbad
83.5896667,-5.4235278,1728,05 34 21.52,-05 25 24.7,,,,,,,12.53,0.06,13.0,0.06,,,8.31,0.09,3.87,0.04,,,D,2M,Simbad
83.8787917,-5.4231944,1729,05 35 30.91,-05 25 23.5,12.8,0.05,12.22,0.05,11.96,0.04,11.73,0.02,11.41,0.02,,,,,,,0.0,,D,2M,Simbad
83.8085417,-5.4223889,1730,05 35 14.05,-05 25 20.6,12.99,0.02,11.85,0.03,11.21,0.02,10.03,0.01,9.5,0.02,9.13,0.05,,,,,0.32,,D,2M,Simbad
83.859125,-5.4222222,1731,05 35 26.19,-05 25 20.0,13.28,0.02,12.35,0.03,12.04,0.02,11.33,0.02,10.91,0.03,,,,,,,0.29,,D,2M,Simbad
83.7734167,-5.4221111,1732,05 35 05.62,-05 25 19.6,8.99,0.02,8.11,0.06,7.43,0.03,6.69,0.01,6.02,0.01,5.37,0.01,4.35,0.01,,,0.0,-0.16,D,2M,Simbad
83.851,-5.4218333,1733,05 35 24.24,-05 25 18.6,11.44,0.02,10.47,0.03,10.04,0.02,9.61,0.01,9.22,0.01,,,,,,,0.27,,D,2M,Simbad
83.7855,-5.4215833,1734,05 35 08.52,-05 25 17.7,12.19,0.02,11.16,0.03,10.7,0.02,10.17,0.01,9.9,0.01,9.55,0.02,8.52,0.09,,,0.31,-0.95,D,2M,Simbad
83.93,-5.4211389,1735,05 35 43.20,-05 25 16.1,16.19,0.11,14.37,0.05,13.32,0.02,11.97,0.03,11.45,0.01,,,,,,,0.88,,D,2M,Simbad
83.880875,-5.4211389,1736,05 35 31.41,-05 25 16.1,7.79,0.02,7.64,0.03,7.54,0.02,7.21,0.01,6.9,0.01,6.12,0.01,3.81,0.01,,,0.0,1.08,D,2M,Simbad
83.7517917,-5.4205833,1737,05 35 00.43,-05 25 14.1,12.19,0.03,11.19,0.04,10.4,0.02,9.42,0.01,9.08,0.01,8.83,0.01,8.15,0.01,,,0.03,-1.41,D,2M,Simbad
83.7148333,-5.4201944,1738,05 34 51.56,-05 25 12.7,11.23,0.02,10.21,0.03,9.53,0.02,8.56,0.01,8.09,0.01,7.76,0.01,6.78,0.01,3.74,0.02,0.14,-0.84,D,2M,Simbad
83.7570833,-5.4201389,1739,05 35 01.70,-05 25 12.5,,,,,15.26,0.13,12.99,0.01,12.17,0.01,11.42,0.04,,,,,,,P,2M,Simbad
83.7284167,-5.4201111,1740,05 34 54.82,-05 25 12.4,13.06,0.03,12.25,0.03,11.78,0.02,11.11,0.01,10.62,0.01,10.24,0.01,9.34,0.01,,,0.01,-0.84,D,2M,Simbad
83.8778333,-5.4197778,1741,05 35 30.68,-05 25 11.2,13.53,0.09,12.54,0.08,12.02,0.05,10.94,0.01,10.5,0.01,,,,,,,0.22,,D,2M,Simbad
83.8536667,-5.4194722,1742,05 35 24.88,-05 25 10.1,12.93,0.02,12.01,0.03,11.61,0.02,10.82,0.01,10.35,0.01,,,,,,,0.22,,D,2M,Simbad
83.8499167,-5.4194167,1743,05 35 23.98,-05 25 09.9,,,12.66,0.08,11.8,0.05,10.7,0.02,9.82,0.02,,,,,,,0.0,,P,2M,Simbad
84.251375,-5.419,1744,05 37 00.33,-05 25 08.4,13.15,0.03,12.46,0.03,12.04,0.02,11.36,0.01,10.99,0.01,10.71,0.01,9.97,0.01,6.98,0.03,0.0,-1.27,D,2M,Simbad
83.8682917,-5.4176944,1745,05 35 28.39,-05 25 03.7,11.4,0.03,10.57,0.04,10.25,0.03,9.72,0.01,9.44,0.01,8.82,0.02,,,,,0.15,,D,2M,Simbad
83.7772917,-5.4170556,1746,05 35 06.55,-05 25 01.4,13.66,0.03,12.56,0.03,11.99,0.02,11.25,0.01,10.89,0.01,10.71,0.05,,,,,0.32,,D,2M,Simbad
83.7712083,-5.4170556,1747,05 35 05.09,-05 25 01.4,,,14.09,0.08,12.97,0.05,11.8,0.01,11.4,0.01,10.56,0.03,,,,,1.11,,D,2M,Simbad
83.86,-5.4168889,1748,05 35 26.40,-05 25 00.8,6.29,0.02,6.28,0.04,6.24,0.02,6.16,0.01,6.0,0.01,5.69,0.01,4.55,0.04,,,0.0,-0.98,D,2M,Simbad
83.8675,-5.4161389,1749,05 35 28.20,-05 24 58.1,,,,,,,8.14,0.01,7.65,0.01,7.17,0.01,6.35,0.02,,,,-0.79,D,2M,Simbad
83.6187917,-5.4160278,1750,05 34 28.51,-05 24 57.7,11.14,0.02,10.34,0.03,9.95,0.02,9.31,0.01,9.01,0.01,8.59,0.01,7.98,0.02,5.21,0.02,0.07,-1.29,D,2M,Simbad
83.7026667,-5.4157222,1751,05 34 48.64,-05 24 56.6,15.31,0.05,14.58,0.05,14.29,0.06,13.59,0.02,13.18,0.02,,,,,,,0.06,,D,2M,Simbad
83.8007917,-5.4156944,1752,05 35 12.19,-05 24 56.5,,,,,,,8.9,0.01,8.16,0.01,7.47,0.01,6.6,0.03,,,,-0.2,D,2M,Simbad
83.8174167,-5.4156389,1753,05 35 16.18,-05 24 56.3,,,11.23,0.03,10.43,0.02,9.03,0.01,8.48,0.01,7.6,0.02,,,,,0.0,,D,2M,Simbad
83.8049167,-5.4153889,1754,05 35 13.18,-05 24 55.4,10.4,0.03,9.04,0.04,8.12,0.02,7.11,0.01,6.31,0.01,5.74,0.01,4.86,0.01,,,0.39,-0.29,D,2M,Simbad
83.7657917,-5.4150556,1755,05 35 03.79,-05 24 54.2,14.5,0.05,13.27,0.04,12.27,0.03,10.82,0.01,10.16,0.01,9.7,0.02,,,,,0.17,,D,2M,Simbad
83.99775,-5.4148056,1756,05 35 59.46,-05 24 53.3,15.73,0.06,15.05,0.09,14.66,0.09,13.96,0.04,13.61,0.04,,,,,,,0.0,,D,2M,Simbad
83.9157917,-5.4140833,1757,05 35 39.79,-05 24 50.7,16.91,0.2,15.16,0.09,14.0,0.05,12.64,0.02,12.39,0.02,,,,,,,0.7,,D,2M,Simbad
83.795625,-5.4134167,1758,05 35 10.95,-05 24 48.3,11.44,0.03,10.24,0.03,9.49,0.02,8.25,0.01,7.67,0.01,7.05,0.01,6.01,0.03,,,0.31,-0.27,D,2M,Simbad
83.8358333,-5.4128056,1759,05 35 20.60,-05 24 46.1,11.53,0.07,10.3,0.06,9.42,0.05,8.31,0.01,7.86,0.01,7.18,0.02,5.94,0.03,,,0.26,-0.08,D,2M,Simbad
83.5202083,-5.4126389,1760,05 34 04.85,-05 24 45.5,,,,,,,,,,,,,8.38,0.07,5.14,0.04,,,P,2M,Simbad
83.9311667,-5.4119444,1761,05 35 43.48,-05 24 43.0,,,15.25,0.08,14.08,0.03,12.7,0.06,12.3,0.03,,,,,,,1.25,,D,2M,Simbad
83.7168333,-5.4119167,1762,05 34 52.04,-05 24 42.9,12.13,0.02,11.2,0.03,10.63,0.02,9.77,0.01,9.29,0.01,8.92,0.01,8.16,0.01,5.48,0.05,0.1,-1.02,D,2M,Simbad
83.7855833,-5.4112778,1763,05 35 08.54,-05 24 40.6,12.69,0.05,11.75,0.05,10.93,0.04,9.87,0.01,9.57,0.01,,,,,,,0.0,,D,2M,Simbad
83.85175,-5.4110278,1764,05 35 24.42,-05 24 39.7,10.75,0.03,9.69,0.04,8.91,0.03,7.78,0.01,7.37,0.01,6.3,0.01,4.83,0.02,,,0.11,0.65,D,2M,Simbad
83.6852917,-5.4106389,1765,05 34 44.47,-05 24 38.3,13.53,0.03,12.76,0.03,12.35,0.03,11.75,0.01,11.35,0.01,11.09,0.03,10.41,0.15,,,0.01,-1.33,D,2M,Simbad
83.7970833,-5.4106389,1766,05 35 11.30,-05 24 38.3,,,,,12.71,0.09,9.66,0.01,8.17,0.01,7.41,0.01,,,,,,,P,2M,Simbad
83.7695,-5.41,1767,05 35 04.68,-05 24 36.0,15.04,0.05,13.23,0.04,11.99,0.03,10.7,0.01,9.98,0.01,9.31,0.01,8.24,0.02,,,0.73,-0.03,D,2M,Simbad
83.8527917,-5.4099444,1768,05 35 24.67,-05 24 35.8,11.7,0.03,10.55,0.04,9.8,0.02,8.78,0.01,8.37,0.01,,,,,,,0.25,,D,2M,Simbad
83.7845,-5.4096667,1769,05 35 08.28,-05 24 34.8,12.84,0.04,12.09,0.06,11.68,0.04,10.85,0.01,10.56,0.02,,,,,,,0.0,,D,2M,Simbad
83.9367917,-5.4095278,1770,05 35 44.83,-05 24 34.3,11.97,0.02,11.16,0.03,10.72,0.03,10.02,0.01,9.64,0.01,,,,,,,0.05,,D,2M,Simbad
83.8005,-5.4093889,1771,05 35 12.12,-05 24 33.8,15.4,0.16,14.18,0.06,13.2,0.07,10.84,0.03,10.29,0.04,,,,,,,0.17,,P,2M,Simbad
83.8200833,-5.4089167,1772,05 35 16.82,-05 24 32.1,,,12.65,0.08,11.25,0.06,9.94,0.02,9.33,0.02,,,,,,,1.08,,D,2M,Simbad
83.8265,-5.4073333,1773,05 35 18.36,-05 24 26.4,,,11.66,0.07,11.17,0.05,10.38,0.03,10.19,0.03,,,,,,,0.25,,D,2M,Simbad
83.8319167,-5.4073056,1774,05 35 19.66,-05 24 26.3,10.9,0.16,9.97,0.04,9.27,0.03,8.5,0.01,7.97,0.01,7.63,0.02,,,,,0.0,,D,2M,Simbad
83.8076667,-5.40725,1775,05 35 13.84,-05 24 26.1,,,,,,,9.39,0.01,8.37,0.01,7.5,0.01,,,,,,,P,2M,Simbad
83.2468333,-5.4071667,1776,05 32 59.24,-05 24 25.8,12.2,0.02,11.45,0.02,11.21,0.02,10.93,0.01,10.82,0.01,10.6,0.01,10.18,0.01,6.8,0.03,0.12,-1.96,D,2M,Simbad
83.8424583,-5.4069167,1777,05 35 22.19,-05 24 24.9,10.52,0.06,9.71,0.06,9.22,0.05,8.8,0.01,8.49,0.01,8.41,0.03,,,,,0.0,,D,2M,Simbad
83.8095,-5.4068889,1778,05 35 14.28,-05 24 24.8,10.46,0.04,9.49,0.03,9.09,0.02,8.29,0.01,7.82,0.01,7.55,0.02,,,,,0.28,,D,2M,Simbad
83.6592083,-5.4065833,1779,05 34 38.21,-05 24 23.7,12.73,0.03,11.95,0.03,11.7,0.02,11.54,0.01,11.42,0.01,11.49,0.02,,,5.56,0.03,0.16,,D,2M,Simbad
83.7984583,-5.4059167,1780,05 35 11.63,-05 24 21.3,,,11.87,0.03,11.34,0.02,10.72,0.03,9.97,0.03,,,,,,,0.0,,D,2M,Simbad
83.8355,-5.4058333,1781,05 35 20.52,-05 24 21.0,,,11.76,0.06,11.11,0.03,9.7,0.02,9.34,0.01,8.06,0.05,,,,,0.11,,D,2M,Simbad
83.7738333,-5.4051111,1782,05 35 05.72,-05 24 18.4,11.38,0.02,10.2,0.03,9.32,0.02,8.12,0.01,7.56,0.01,7.15,0.01,6.51,0.01,,,0.19,-1.01,D,2M,Simbad
83.7939167,-5.4045833,1783,05 35 10.54,-05 24 16.5,13.55,0.13,12.76,0.08,11.59,0.08,10.04,0.02,9.48,0.02,,,,,,,0.0,,P,2M,Simbad
83.185625,-5.4042222,1784,05 32 44.55,-05 24 15.2,14.31,0.03,13.65,0.04,13.27,0.04,12.71,0.01,12.41,0.01,12.1,0.02,11.57,0.03,,,0.0,-1.53,D,2M,Simbad
83.8429167,-5.4039167,1785,05 35 22.30,-05 24 14.1,11.35,0.07,10.45,0.06,9.61,0.05,8.62,0.01,8.18,0.01,,,,,,,0.0,,D,2M,Simbad
84.263125,-5.4038611,1786,05 37 03.15,-05 24 13.9,11.2,0.03,10.44,0.03,10.1,0.02,9.68,0.01,9.61,0.01,9.31,0.01,9.25,0.01,6.29,0.02,0.06,-2.29,D,2M,Simbad
83.8556667,-5.4031944,1787,05 35 25.36,-05 24 11.5,12.6,0.09,11.28,0.07,10.39,0.06,9.03,0.02,8.77,0.01,,,,,,,0.37,,D,2M,Simbad
83.7723333,-5.4029444,1788,05 35 05.36,-05 24 10.6,11.74,0.04,10.44,0.05,9.62,0.04,8.81,0.01,8.32,0.01,7.98,0.01,7.33,0.02,,,0.38,-1.16,D,2M,Simbad
83.7509167,-5.4025278,1789,05 35 00.22,-05 24 09.1,15.62,0.06,14.26,0.05,13.25,0.03,12.31,0.01,11.33,0.01,10.58,0.02,9.74,0.03,,,0.33,0.08,P,2M,Simbad
83.7549167,-5.4018611,1790,05 35 01.18,-05 24 06.7,11.38,0.06,10.6,0.08,10.3,0.07,9.65,0.01,9.3,0.01,8.71,0.01,7.74,0.01,,,0.1,-0.61,D,2M,Simbad
83.8197917,-5.4012222,1791,05 35 16.75,-05 24 04.4,9.9,0.03,9.25,0.05,8.93,0.03,8.58,0.02,8.3,0.03,,,,,,,0.0,,D,2M,Simbad
83.4236667,-5.4011944,1792,05 33 41.68,-05 24 04.3,12.6,0.02,11.81,0.03,11.51,0.02,11.13,0.01,10.83,0.01,10.39,0.01,9.51,0.02,6.37,0.02,0.12,-0.96,D,2M,Simbad
83.8150417,-5.4008611,1793,05 35 15.61,-05 24 03.1,,,10.19,0.03,9.87,0.02,9.48,0.04,9.17,0.05,,,,,,,0.0,,D,2M,Simbad
83.825125,-5.4008333,1794,05 35 18.03,-05 24 03.0,,,9.86,0.06,8.67,0.03,7.33,0.01,6.87,0.01,6.22,0.02,4.96,0.04,,,1.09,-0.1,D,2M,Simbad
83.7917083,-5.4005,1795,05 35 10.01,-05 24 01.8,,,13.31,0.05,12.19,0.05,11.24,0.02,10.66,0.03,,,,,,,0.5,,D,2M,Simbad
83.7817917,-5.4001667,1796,05 35 07.63,-05 24 00.6,12.87,0.02,12.07,0.03,11.75,0.02,11.37,0.01,11.11,0.01,,,,,,,0.13,,D,2M,Simbad
83.7215833,-5.4001667,1797,05 34 53.18,-05 24 00.6,14.91,0.04,14.21,0.05,13.73,0.04,13.25,0.01,13.07,0.02,,,,,,,0.0,,D,2M,Simbad
83.7481667,-5.4001111,1798,05 34 59.56,-05 24 00.4,12.48,0.02,11.7,0.03,11.36,0.02,10.93,0.01,10.65,0.01,10.33,0.02,,,,,0.09,,D,2M,Simbad
83.8224167,-5.3999722,1799,05 35 17.38,-05 23 59.9,,,11.28,0.03,10.1,0.02,8.68,0.01,8.27,0.02,,,,,,,1.22,,D,2M,Simbad
83.75875,-5.3991111,1800,05 35 02.10,-05 23 56.8,15.15,0.04,12.71,0.03,11.2,0.02,9.75,0.01,8.98,0.01,8.22,0.01,7.25,0.02,,,1.34,0.03,P,2M,Simbad
83.7902917,-5.3988333,1801,05 35 09.67,-05 23 55.8,13.67,0.08,11.68,0.05,10.6,0.04,9.79,0.01,9.52,0.01,,,,,,,1.09,,D,2M,Simbad
83.8743333,-5.3987778,1802,05 35 29.84,-05 23 55.6,11.91,0.03,10.82,0.03,10.25,0.02,9.59,0.01,9.23,0.01,8.31,0.08,,,,,0.31,,D,2M,Simbad
83.8065833,-5.3985833,1803,05 35 13.58,-05 23 54.9,,,12.72,0.04,10.42,0.03,8.01,0.01,6.79,0.01,6.09,0.02,5.3,0.05,,,1.29,0.19,D,2M,Simbad
83.8408333,-5.3982778,1804,05 35 21.80,-05 23 53.8,10.36,0.04,9.71,0.04,9.38,0.03,8.74,0.01,8.37,0.01,8.08,0.05,,,,,0.0,,D,2M,Simbad
83.8544167,-5.3982778,1805,05 35 25.06,-05 23 53.8,11.64,0.09,10.84,0.1,10.13,0.07,9.06,0.03,8.67,0.02,,,,,,,0.0,,D,2M,Simbad
83.740625,-5.3978333,1806,05 34 57.75,-05 23 52.2,10.24,0.02,9.46,0.04,9.14,0.02,8.62,0.01,8.35,0.01,7.98,0.01,7.38,0.01,,,0.09,-1.4,D,2M,Simbad
83.8099167,-5.3974722,1807,05 35 14.38,-05 23 50.9,,,,,,,7.38,0.01,5.88,0.01,4.39,0.01,4.0,0.06,,,,1.11,P,2M,Simbad
83.8293333,-5.3971389,1808,05 35 19.04,-05 23 49.7,,,11.2,0.03,10.31,0.02,7.8,0.01,6.88,0.01,6.08,0.01,5.04,0.02,,,0.0,0.32,P,2M,Simbad
83.8744167,-5.3968056,1809,05 35 29.86,-05 23 48.5,12.39,0.03,11.4,0.04,10.82,0.02,9.91,0.01,9.59,0.01,8.41,0.11,,,,,0.17,,D,2M,Simbad
83.801125,-5.3967222,1810,05 35 12.27,-05 23 48.2,,,9.89,0.04,9.57,0.03,9.09,0.01,8.56,0.01,,,,,,,0.0,,D,2M,Simbad
83.620625,-5.3966389,1811,05 34 28.95,-05 23 47.9,13.97,0.05,13.37,0.07,13.03,0.06,12.62,0.01,12.4,0.01,,,,,,,0.0,,D,2M,Simbad
83.854375,-5.39625,1812,05 35 25.05,-05 23 46.5,10.86,0.06,10.18,0.07,9.86,0.06,9.41,0.01,9.26,0.01,,,,,,,0.0,,D,2M,Simbad
83.8485833,-5.3961389,1813,05 35 23.66,-05 23 46.1,12.12,0.09,11.35,0.06,10.82,0.05,10.23,0.01,9.92,0.02,,,,,,,0.0,,D,2M,Simbad
83.8388333,-5.3959167,1814,05 35 21.32,-05 23 45.3,,,10.72,0.05,10.14,0.03,9.11,0.01,8.74,0.01,,,,,,,0.0,,D,2M,Simbad
83.814375,-5.3958611,1815,05 35 15.45,-05 23 45.1,,,10.49,0.09,9.87,0.07,8.59,0.03,8.01,0.05,,,,,,,0.0,,D,2M,Simbad
83.773625,-5.3958611,1816,05 35 05.67,-05 23 45.1,14.74,0.06,13.12,0.04,11.94,0.02,10.23,0.01,9.54,0.01,8.94,0.01,8.09,0.09,,,0.52,-0.39,D,2M,Simbad
83.8024583,-5.3955,1817,05 35 12.59,-05 23 43.8,9.84,0.03,9.09,0.04,8.65,0.02,8.2,0.01,7.69,0.01,6.06,0.02,4.46,0.08,,,0.0,1.67,D,2M,Simbad
84.2490833,-5.3946667,1818,05 36 59.78,-05 23 40.8,11.45,0.03,10.75,0.02,10.41,0.02,9.56,0.01,9.08,0.01,8.83,0.01,8.11,0.01,6.08,0.02,0.0,-1.23,D,2M,Simbad
83.6997083,-5.3944722,1819,05 34 47.93,-05 23 40.1,13.59,0.02,12.84,0.03,12.56,0.02,12.04,0.01,11.72,0.01,11.25,0.03,10.28,0.05,,,0.07,-0.8,D,2M,Simbad
83.8074167,-5.3944444,1820,05 35 13.78,-05 23 40.0,,,,,,,7.05,0.01,5.17,0.01,3.86,0.01,2.96,0.04,,,,1.8,P,2M,Simbad
83.8058333,-5.3944444,1821,05 35 13.40,-05 23 40.0,,,10.34,0.03,9.45,0.02,8.41,0.01,7.88,0.01,,,,,,,0.13,,D,2M,Simbad
83.8801667,-5.3944444,1822,05 35 31.24,-05 23 40.0,11.69,0.03,10.78,0.03,10.38,0.02,9.79,0.01,9.45,0.01,8.61,0.03,7.35,0.03,,,0.2,0.03,D,2M,Simbad
83.84075,-5.3941389,1823,05 35 21.78,-05 23 38.9,,,11.48,0.04,10.79,0.04,10.12,0.02,9.71,0.02,,,,,,,0.0,,D,2M,Simbad
83.8636667,-5.3934444,1824,05 35 27.28,-05 23 36.4,11.12,0.02,9.99,0.03,9.35,0.02,8.15,0.01,7.7,0.01,7.24,0.01,6.3,0.02,,,0.31,-0.73,D,2M,Simbad
83.8258333,-5.3933333,1825,05 35 18.20,-05 23 36.0,10.18,0.04,8.74,0.04,7.92,0.03,6.91,0.01,6.22,0.01,5.73,0.01,5.21,0.05,,,0.57,-0.91,D,2M,Simbad
83.7104167,-5.3931111,1826,05 34 50.50,-05 23 35.2,12.52,0.03,11.67,0.03,11.21,0.02,10.87,0.01,10.48,0.01,10.17,0.01,9.32,0.03,,,0.08,-1.08,D,2M,Simbad
83.8492083,-5.3927778,1827,05 35 23.81,-05 23 34.0,11.46,0.06,,,,,8.12,0.01,7.65,0.01,6.96,0.02,5.72,0.03,,,,-0.06,D,2M,Simbad
83.8210833,-5.3927778,1828,05 35 17.06,-05 23 34.0,,,8.44,0.06,7.81,0.02,6.95,0.01,6.31,0.01,5.7,0.02,,,,,0.0,,D,2M,Simbad
