angDist,_RAJ2000,_DEJ2000,recno,SST,M,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,Rank,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,Mmclass,Note2,_RA,_DE,Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
0.693446,67.519583,28.551667,68,043004.7+283306,w,,,9.47,0.05,,9.51,0.05,,9.48,0.05,,9.37,0.05,,8.63,0.12,>,0.95,,>,-2.55,,,no,yes,no,no,,1,,B+,yso,star,III,K2,1.6,1.3,-0.4,,3.6E-4,needs add'l followup,b,67.5196,28.5517,152698907851726208,67.51966450702,28.55184582432,1286.98914000,1258.90991000,1314.65649000,1287.98523000,1261.99036000,1320.80981000,10033
0.728328,67.600417,28.321111,69,043024.1+281916,w,,,6.92,0.05,,6.92,0.05,,6.75,0.05,,6.55,0.05,,5.84,0.04,>,1.06,,>,-0.49,,,yes,yes,no,no,h,1,,B,yso,star,III,M5,0.0,5.1,0.5,<,9.6E-5,needs add'l followup,"b,e,k",67.6004,28.3211,152679868260888320,67.60060649118,28.32122547819,4266.04932000,3681.32153000,4910.54297000,4254.94434000,3538.57788000,5158.00537000,10022
1.462207,67.6425,25.4075,70,043034.2+252427,w,,,13.64,0.06,,13.56,0.06,,13.42,0.09,,13.38,0.13,,9.46,0.27,>,0.75,,>,-0.93,,,yes-faint,no,no,no,,1,,B+,not yso,star,II,G5-G6 w/ Av,2.7,2.3,-1.9,,0.0085,needs add'l followup,"b,n",67.6425,25.4075,150931958305673216,67.64284360356,25.40776199926,971.46130400,900.23284900,1031.10876000,940.69226100,888.46527100,1012.30475000,10033
1.144000,67.678333,27.724722,71,043042.8+274329,w,,,7.07,0.05,,7.06,0.05,,6.79,0.05,,6.74,0.05,,6.17,0.05,>,0.95,,>,-1.02,,,yes,yes,no,no,i,1,,B+,yso,star,III,M6,0.0,3.6,0.1,<,3.2E-4,needs add'l followup,"b,e,k",67.6783,27.7247,152576587183322880,67.67852779859,27.72498892549,4341.95166000,3541.93066000,5378.64209000,5369.22656000,5218.94775000,5560.53320000,10012
1.303588,67.68625,26.552222,72,043044.7+263308,w,,,7.33,0.05,,7.35,0.05,,7.29,0.05,,7.21,0.05,,6.91,0.05,,2.29,0.22,>,-1.1,,yes,no,no,no,no,,1,,B+,yso,star,III,K3,1.1,2.2,0.5,,8.9E-4,needs add'l followup,"b,l",67.6862,26.5522,151347264463259008,67.68662848671,26.55235043208,159.87731900,159.32017500,160.67234800,159.97956800,159.26236000,160.61788900,10033
1.198505,67.880833,23.006944,73,043131.4+230025,w,,,10.31,0.05,,10.34,0.05,,10.31,0.06,,9.92,0.06,>,9.41,,>,0.99,,>,-0.57,,,,,yes,no,,1,,B-,,star,III,K2,1.5,1.7,-0.7,,0.0027,needs add'l followup,b,67.8808,23.0069,145968346205221760,67.88095694682,23.00725675941,202.16537500,200.91450500,203.49072300,202.00042700,200.79914900,203.31086700,10033
0.622314,67.887917,29.482222,74,043133.1+292856,w,,,9.56,0.05,,9.48,0.05,,9.49,0.05,,9.47,0.05,,8.82,0.14,>,0.99,,>,1.65,,,no,yes,no,no,,1,,B-,yso,star,III,B9 w/ Av,10.7,2.6,0.5,,3.3E-5,needs add'l followup,"b,n",67.8879,29.4822,153046830265937280,67.88806607393,29.48233620197,397.47079500,395.16583300,400.01385500,397.20919800,394.61526500,399.53732300,10033
0.592665,67.921667,29.656111,75,043141.2+293922,w,,,12.76,0.06,,12.31,0.06,,12.65,0.07,,11.7,0.06,>,10.63,,>,1.05,,>,0.57,,,,,no,yes,,1,,C-,,star,III,K2,1.2,1.4,-1.7,,0.011,needs add'l followup,"b,j,n",67.9217,29.6561,159056627681240448,67.92184600718,29.65616489011,757.02478000,723.31274400,790.96307400,759.20050000,733.76483200,795.03009000,10033
0.664390,67.9375,28.985556,76,043145.0+285908,w,,,10.96,0.05,,10.96,0.05,,10.93,0.06,,10.81,0.06,,8.76,0.12,>,1.14,,>,-0.7,,,yes,no,no,no,,1,,B,not yso,star,III,F0,1.1,1.3,-0.6,,0.001,needs add'l followup,"b,n",67.9375,28.9856,152829371778091392,67.93769940679,28.98561628366,464.72518900,461.05337500,469.42257700,463.10437000,459.72366300,466.93508900,10033
0.742710,68.056667,25.296111,77,043213.6+251746,w,GSC 01833-00754,,9.65,0.05,,9.63,0.05,,9.59,0.05,,9.57,0.05,,8.95,0.15,>,1.02,,>,-0.49,,,no,yes-faint,no,no,,1,GSC 01833-00754,C+,yso,star,III,A9,6.4,1.3,0.0,,8.2E-5,needs add'l followup,"b,n",68.0567,25.2961,150918244474029568,68.05688351342,25.29604585265,544.03698700,539.87835700,549.12640400,543.99536100,538.23992900,549.65362500,10033
0.352328,68.060833,22.628333,78,043214.6+223742,w,,,13.86,0.06,,12.7,0.06,,11.64,0.06,,10.52,0.06,,7.32,0.05,>,1.02,,>,0.24,,,,no,yes-faint,no,,1,,C,not yso,embedded,flat,,,,,,,pending followup,,68.0608,22.6283,145849839467989632,68.06078242846,22.62841902012,2029.86755000,1451.54407000,2840.54932000,2279.41577000,1943.49988000,2882.70923000,10033
0.959688,68.100417,22.852222,79,043224.1+225108,M,,,10.04,0.05,,9.69,0.05,,9.28,0.05,,8.49,0.05,,6.11,0.04,>,1.43,,>,0.63,,,yes,yes,yes,yes,,1,,A+,yso,class II,II,M5e,-14.4,1.5,-1.0,,0.064,new member,"b,c,f,k",68.1004,22.8522,145950895754320384,68.10070606855,22.85223234248,158.10672000,156.91500900,159.19776900,158.41340600,157.14611800,159.64181500,10033
0.573266,68.104583,26.792222,80,043225.1+264732,w,,,11.08,0.05,,11.06,0.05,,11.01,0.06,,10.48,0.06,,10.18,0.27,>,1.0,,>,-1.43,,,yes,no,yes-faint,no,,1,,B-,not yso,star,III,K1 w/ Av,1.3,3.1,-0.9,,0.0017,needs add'l followup,b,68.1046,26.7922,151721132776489216,68.10474971018,26.79227867564,3428.17261000,3073.02783000,3846.47827000,3188.34766000,2959.54248000,3459.98145000,10033
1.012591,68.117083,27.189444,81,043228.1+271122,w,,,6.81,0.05,,6.79,0.05,,6.57,0.05,,6.42,0.05,,5.91,0.04,>,0.72,,>,-0.59,,,yes,yes,no,no,h,1,,B,yso,star,III,M6,0.0,7.0,0.5,<,4.0E-5,needs add'l followup,"b,e,k",68.1171,27.1894,151747967732134912,68.11726382666,27.18967474802,5553.93555000,4368.41943000,7039.40479000,,,,10000
1.255381,68.205417,22.885556,83,043249.3+225308,M,,,8.49,0.05,,8.18,0.05,,7.77,0.05,,7.05,0.06,,,,,,,>,-0.86,,,,,yes,yes,,1,,A+,,class II,II,early K,-25.9,7.1,0.0,,0.03,new member,"a,b,f,j,o",68.2054,22.8856,145951789107603072,68.20579457252,22.88553144460,162.81384300,159.09945700,166.24128700,161.06201200,158.26574700,164.28698700,10022
0.738980,68.235,22.395,84,043256.4+222342,w,HD 284481,,9.06,0.05,,9.05,0.05,,9.01,0.05,,9.03,0.05,,8.45,0.11,>,1.03,,>,-1.74,,,no,yes,no,no,,1,HD 284481,B-,yso,star,III,A8,6.5,1.0,0.3,,6.4E-5,needs add'l followup,"b,n",68.235,22.395,145091730497092352,68.23519147930,22.39510389579,242.79365500,241.89369200,243.80252100,243.26498400,242.10997000,244.41052200,10033
0.867331,68.2675,29.363611,85,043304.2+292149,w,HD 282276,,7.99,0.05,,7.92,0.05,,7.83,0.06,,7.17,0.06,,3.02,0.04,>,-0.35,,,-4.73,0.34,,yes,yes,yes,no,,1,HD 282276,A,yso,star,II,B8V,5.7,,,,,needs add'l followup,"c,m",68.2675,29.3636,158846277362322816,68.26762879947,29.36382417707,435.44177200,425.78048700,444.21167000,435.96011400,425.13098100,444.58819600,10033
1.037428,68.3025,29.213889,86,043312.6+291250,w,HD 282277,,8.73,0.05,,8.68,0.05,,8.7,0.05,,8.64,0.05,,7.98,0.08,>,0.95,,>,0.29,,,no,yes,no,no,,1,HD 282277,B,yso,star,III,A7V,6.9,,,,,needs add'l followup,,68.3025,29.2139,152836415524492672,68.30282233116,29.21395142508,202.28356900,201.74153100,202.82472200,202.24014300,201.72670000,202.85975600,10033
0.406322,68.359167,22.758056,88,043326.2+224529,P,2MASS J04332621+2245293,,9.56,0.05,,9.46,0.05,,9.38,0.05,,9.33,0.05,,8.46,0.08,,1.94,0.22,>,-1.45,,yes-faint,yes,yes,no,no,,1,2MASS J04332621+2245293,A,yso,star,II,M4,-6.8,5.9,-0.6,,0.015,"probable,new member","b,c,f,g,k",68.3592,22.7581,145196252820109440,68.35928937175,22.75805374816,157.24282800,154.56097400,159.97561600,156.80072000,153.93119800,160.45742800,10020
0.657056,68.424167,22.643333,90,043341.8+223836,w,,,11.1,0.05,,11.01,0.05,,11.01,0.06,,10.51,0.06,>,9.86,,>,1.08,,>,-0.71,,,,,yes-faint,no,,1,,B-,,star,III,K2 w/ Av,0.7,4.9,-0.9,<,0.0021,needs add'l followup,b,68.4242,22.6433,145191614255430400,68.42428513159,22.64347937372,174.45430000,172.96394300,175.98144500,173.94660900,172.51654100,175.31755100,10033
0.929730,68.435833,26.25,91,043344.6+261500,M,,,8.79,0.05,,8.24,0.05,,7.8,0.05,,7.15,0.05,,4.56,0.04,,1.85,0.22,>,-1.48,,yes,yes,yes,yes,yes,h,1,,A+,yso,class II,II,M6e,-82.2,5.4,-0.6,,0.13,new member,"b,c,e,f,k,l",68.4358,26.25,151129011404806912,68.43611706542,26.25004230145,160.13273600,156.17634600,163.33749400,,,,10000
1.573184,68.496667,29.61,94,043359.2+293636,w,,,7.16,0.05,,7.24,0.05,,7.05,0.05,,6.94,0.05,,6.38,0.05,>,0.84,,>,-1.17,,,yes,yes,no,no,,1,,B+,yso,star,III,M3 w/Av,0.0,5.5,0.4,<,8.0E-5,needs add'l followup,"b,k",68.4967,29.61,159044533053417728,68.49707609394,29.61025389862,4086.01514000,3417.00684000,4836.90283000,5114.19287000,4571.61914000,5761.05420000,10022
1.181067,68.58125,26.869444,95,043419.5+265210,w,,,11.84,0.05,,11.76,0.05,,11.68,0.06,,11.46,0.06,,8.88,0.14,>,0.95,,>,-0.6,,,yes,no,no,no,,1,,A,not yso,star,III,,,,,,,pending followup,c,68.5812,26.8694,151537819277065600,68.58161226393,26.86950060822,742.91259800,700.15533400,787.90637200,744.79058800,704.52191200,780.45471200,10033
1.386730,68.5825,23.446944,96,043419.8+232649,w,HD 284530,,8.22,0.05,,8.22,0.05,,8.18,0.05,,8.18,0.05,,7.46,0.06,>,0.67,,>,-0.97,,,no,yes,no,no,,1,HD 284530,B-,yso,star,III,B8,7.7,1.9,1.2,,3.8E-5,needs add'l followup,"b,m,n",68.5825,23.4469,146008242157540480,68.58289254666,23.44708069314,306.18649300,302.28060900,311.46240200,305.48706100,300.77691700,310.30026200,10033
1.147761,68.6475,26.735,97,043435.4+264406,w,,<,6.62,,,6.64,0.05,,6.45,0.05,,6.22,0.05,,4.84,0.04,>,1.07,,>,-0.91,,,yes,yes,yes,,h,1,,B-,,,III,M3,1.4,5.8,0.6,,0.001,needs add'l followup,"b,e,k",68.6475,26.735,151532703971044352,68.64785343144,26.73504487562,3983.21436000,3061.00293000,4995.03125000,3492.12915000,2931.65430000,4238.00098000,10021
0.669317,68.71875,24.045556,98,043452.5+240244,w,,,11.49,0.05,,11.46,0.05,,11.4,0.06,,11.05,0.06,,8.81,0.18,>,1.42,,>,-1.43,,,yes,no,yes-faint,no,,1,,B+,not yso,star,III,K2 w/ Av,1.6,4.4,-1.1,,0.0038,needs add'l followup,b,68.7187,24.0456,147579925309896448,68.71874573365,24.04574188070,1023.99622000,972.98010300,1083.47876000,1029.74500000,976.03460700,1098.04297000,10033
0.775703,68.737083,22.976389,99,043456.9+225835,M,2MASS J04345693+2258358,,9.05,0.05,,9.06,0.05,,8.95,0.05,,8.93,0.05,,8.31,0.08,>,1.26,,>,-0.89,,,no,yes,no,no,,1,2MASS J04345693+2258358,A+,yso,star,III,M0,-4.5,1.8,-0.5,,2.3E-4,new member,"b,f,g,i",68.7371,22.9764,145225596036660224,68.73727083265,22.97651754360,161.40843200,160.93844600,161.90011600,161.35754400,160.84019500,161.77925100,10033
0.740614,68.925,22.872778,101,043542.0+225222,M,2MASS J04354203+2252226,,9.69,0.05,,9.56,0.05,,9.5,0.05,,9.5,0.05,,8.98,0.12,>,1.07,,>,-0.55,,,yes,yes-faint,no,no,,1,2MASS J04354203+2252226,A+,yso,star,III,M5e,-18.6,2.1,-0.8,<,1.4E-4,new member,"b,f,g,i,k",68.925,22.8728,145212711134828672,68.92519786534,22.87287332775,162.68896500,160.97375500,164.38565100,162.19250500,160.59668000,163.75473000,10022
1.596145,68.9975,22.641389,103,043559.4+223829,M,,,12.41,0.06,,11.72,0.06,,10.87,0.06,,9.57,0.06,,5.22,0.04,,2.22,0.22,>,2.35,,yes,yes,yes-faint,yes-faint,yes,,1,,A+,yso,class II,flat,K7-M0,-1.7,2.0,-2.0,,0.53,new member,b,68.9975,22.6414,145157937416226176,68.99797802843,22.64134503013,147.67288200,144.59721400,151.36561600,149.24763500,145.14227300,154.47399900,10033
1.229661,69.089167,27.32,104,043621.4+271912,p,,,12.62,0.05,,12.62,0.06,,12.56,0.06,,12.38,0.07,,8.11,0.08,>,0.79,,>,-0.87,,,yes,no,no,no,,1,,A-,yso,star,II,K2e,0.8,2.6,-1.5,,0.012,"possible,new member","b,n o",69.0892,27.32,151669043414022528,69.08950189359,27.32016775807,392.31543000,383.89862100,399.84201000,390.22924800,382.17700200,397.00445600,10033
0.362064,69.089583,23.854444,105,043621.5+235116,M,J04362151+2351165,,11.78,0.05,,11.53,0.05,,11.12,0.06,,10.55,0.06,,7.74,0.07,>,1.06,,>,-1.09,,,yes,no,yes-faint,yes,i,1,2MASS J04362151+2351165,A+,yso,class II,II,M5.25,,0.1,-1.8,,0.065,new member,"c,f",69.0896,23.8544,147546080967742720,69.08963499979,23.85453261847,113.87743400,112.91629000,114.87856300,113.64606500,112.75951400,114.60527000,10033
1.251187,69.150417,26.986111,106,043636.1+265910,w,,,11.59,0.05,,11.64,0.05,,11.61,0.06,,10.87,0.06,>,10.6,,>,1.05,,>,-1.2,,,,,yes-faint,no,,1,,B,,star,III,K2,1.0,1.1,-1.4,,0.0078,needs add'l followup,b,69.1504,26.9861,151552044208328192,69.15079975072,26.98617778226,294.35739100,288.78949000,298.44464100,294.17355300,290.12014800,298.57934600,10033
0.416816,69.336667,25.005278,108,043720.8+250019,w,,,9.73,0.05,,9.72,0.06,,9.66,0.05,,9.63,0.05,,8.84,0.15,>,1.01,,>,-0.23,,,no,yes-faint,no,no,,1,,B+,yso,star,III,G0,3.5,0.8,-0.3,,3.5E-4,needs add'l followup,b,69.3367,25.0053,147763234513728384,69.33676275767,25.00535464438,760.55975300,562.74371300,1228.88794000,563.79913300,441.93115200,804.79675300,10033
1.046666,69.353333,27.155278,109,043724.8+270919,M,SV* SVS 1085,,9.45,0.05,,9.3,0.05,,9.07,0.05,,8.73,0.05,,7.32,0.05,>,1.01,,>,-1.38,,,yes,yes,yes,no,,1,SV* SVS 1085,B,yso,class II,III,B8e,-20.4,2.3,0.7,,5.6E-4,background Be,"b,c",69.3533,27.1553,151648702448907008,69.35361698645,27.15542180968,1070.17859000,1046.77075000,1098.45312000,1058.27869000,1036.75781000,1080.62036000,10033
0.898217,69.48625,25.772778,110,043756.7+254622,M,ITG 1,,12.03,0.05,,11.42,0.05,,10.73,0.06,,9.83,0.05,,7.16,0.05,>,0.67,,>,-1.17,,,yes,yes-faint,yes-faint,yes,"g,i",1,ITG 1,A+,yso,class II,II,,,,,,,new member,"c,d,f",69.4862,25.7728,148369409017865984,69.48630112053,25.77302322112,982.56189000,904.19122300,1052.34009000,962.13232400,872.58776900,1053.32935000,10033
0.461860,69.507917,25.323889,111,043801.9+251926,M,,,11.87,0.05,,11.76,0.05,,11.58,0.06,,10.98,0.06,,8.82,0.12,>,0.88,,>,-2.12,,,yes,no,yes-faint,no,,1,,A+,not yso,star,II,K8,-1.9,3.3,-1.6,,0.015,new member,"b,c",69.5079,25.3239,147963242551254144,69.50802984735,25.32396681265,351.10089100,334.44647200,367.91992200,351.16015600,336.61297600,366.04568500,10033
1.289751,69.507917,25.323889,111,043801.9+251926,M,,,11.87,0.05,,11.76,0.05,,11.58,0.06,,10.98,0.06,,8.82,0.12,>,0.88,,>,-2.12,,,yes,no,yes-faint,no,,1,,A+,not yso,star,II,K8,-1.9,3.3,-1.6,,0.015,new member,"b,c",69.5079,25.3239,147963238259391232,69.50802562319,25.32423354734,441.93087800,395.35623200,522.25622600,,,,10099
0.711127,69.515,22.206389,112,043803.6+221223,w,,,11.46,0.05,,11.47,0.05,,11.46,0.06,,10.81,0.06,,10.85,0.33,>,1.09,,>,0.43,,,no,no,yes-faint,no,,1,,C-,not yso,star,III,G0,3.2,0.3,-1.0,,0.002,needs add'l followup,"b,n",69.515,22.2064,144930548963437696,69.51519906163,22.20646009751,463.89498900,460.03936800,467.64373800,464.10470600,460.40325900,467.67453000,10033
1.505898,69.56875,26.247222,113,043816.5+261450,w,,,9.45,0.05,,9.36,0.05,,9.17,0.05,,9.14,0.05,,9.0,0.14,>,0.67,,>,-0.3,,,yes,no,no,no,,1,,C-,yso,star,III,,,,,,,pending followup,c,69.5687,26.2472,148463211103036544,69.56921538200,26.24724952793,1324.89709000,864.56414800,1948.47229000,637.13421600,570.51910400,751.35180700,10031
1.662693,69.61125,26.916944,114,043826.7+265501,w,,,9.8,0.05,,9.81,0.05,,9.77,0.05,,9.78,0.05,,9.05,0.15,>,1.01,,>,1.08,,,no,yes-faint,no,no,,1,,B+,yso,star,III,G6-K2,1.8,1.0,-0.4,,1.9E-4,needs add'l followup,b,69.6112,26.9169,151582937909912576,69.61174920599,26.91682079954,151.27171300,150.91207900,151.67459100,151.24327100,150.81932100,151.72949200,10033
0.689748,69.89,23.989167,116,043933.6+235921,M,J04393364+2359212,,9.63,0.05,,9.22,0.05,,8.85,0.05,,7.88,0.05,,5.22,0.04,>,0.92,,>,-1.92,,,yes,yes,yes,yes,i,1,2MASS J04393364+2359212,A+,yso,class II,II,M5,,1.3,-1.0,,0.15,new member,f,69.89,23.9892,146881048231272192,69.89020663566,23.98913430861,125.91616100,124.97981300,126.77544400,126.27371200,125.55577900,127.18616500,10033
0.825044,69.91625,25.342778,117,043939.9+252034,w,JH 225,,8.6,0.05,,8.6,0.05,,8.5,0.05,,8.53,0.05,,7.66,0.06,>,0.74,,>,-1.5,,,yes,yes,no,no,h,1,JH 225,B-,yso,star,III,B9 w/ Av,10.5,4.1,0.9,,5.0E-5,needs add'l followup,"b,e,n",69.9162,25.3428,148153698580075648,69.91649897748,25.34282147946,269.16900600,267.97403000,270.17587300,268.98999000,267.64416500,270.35644500,10033
1.085442,69.9325,27.332222,118,043943.8+271956,w,,,11.19,0.05,,11.25,0.05,,11.14,0.06,,10.81,0.06,>,9.99,,,,,>,0.47,,,,,yes-faint,no,,1,,C,,star,III,K0-K2,1.2,2.5,-0.9,<,0.0014,needs add'l followup,b,69.9325,27.3322,151636229863976576,69.93280280448,27.33235819395,6328.10352000,5587.33838000,7230.87695000,7143.39990000,6215.61133000,8279.82422000,10033
1.254782,69.936667,26.031111,119,043944.8+260152,M,ITG 15,,8.47,0.05,,8.13,0.05,,7.69,0.05,,7.04,0.05,,3.96,0.04,,1.32,0.22,>,-2.26,,yes,yes,yes,yes,yes,"g,i",1,ITG 15,A+,yso,class II,II,M5,,4.4,-0.3,,0.072,new member,"d,f,l",69.9367,26.0311,148400229703257856,69.93703900744,26.03120974927,138.32296800,137.27037000,139.40425100,137.97168000,136.96618700,139.29284700,10022
2.956578,69.936667,26.031111,119,043944.8+260152,M,ITG 15,,8.47,0.05,,8.13,0.05,,7.69,0.05,,7.04,0.05,,3.96,0.04,,1.32,0.22,>,-2.26,,yes,yes,yes,yes,yes,"g,i",1,ITG 15,A+,yso,class II,II,M5,,4.4,-0.3,,0.072,new member,"d,f,l",69.9367,26.0311,148400225409163776,69.93648416504,26.03191567205,145.96646100,119.72133600,185.46279900,135.71867400,118.20153800,165.72639500,10033
1.134859,70.0025,23.9725,120,044000.6+235821,M,J04400067+2358211,,10.89,0.05,,10.64,0.05,,10.35,0.06,,9.7,0.06,,6.4,0.05,>,0.78,,>,1.15,,,yes,yes-faint,yes,yes,i,1,2MASS J04400067+2358211,A+,yso,class II,II,M6,,0.0,-1.5,,0.096,new member,f,70.0025,23.9725,146874275068113664,70.00283671431,23.97243133530,125.65881300,124.29082500,126.80376400,125.52736700,124.36554000,126.70495600,10022
1.114557,70.095,24.551944,121,044022.8+243307,M,,,13.06,0.06,,12.25,0.06,,11.43,0.06,,10.46,0.06,,6.52,0.05,>,0.83,,>,-0.91,,,no,no,yes-faint,yes,,1,,,yso,embedded,I,,,,,,,Xgal,c,70.095,24.5519,147679117579464064,70.09514390133,24.55222456983,1324.24792000,872.97766100,2090.49878000,3327.99805000,2785.70386000,3976.48779000,10033
0.507620,70.095833,25.950556,122,044023.0+255702,w,,,10.68,0.05,,10.63,0.05,,10.57,0.06,,10.43,0.06,,9.36,0.22,>,0.92,,>,-1.37,,,yes,no,no,no,,1,,B-,yso,star,III,G0,1.0,7.4,-0.5,,2.2E-4,needs add'l followup,l,70.0958,25.9506,148386657606601984,70.09589881674,25.95068398540,3235.71362000,2763.79907000,4007.71777000,2618.09448000,2413.14551000,2898.62573000,10033
1.430373,70.201667,23.661389,123,044048.4+233941,p,,,13.52,0.06,,,,,13.55,0.08,,,,,9.35,0.2,>,1.12,,>,-0.74,,,yes-faint,,,,,1,,A-,,,II,K0,0.8,2.1,-1.9,,0.012,"possible,new member","b,n",70.2017,23.6614,146810335889850112,70.20207007271,23.66153586181,708.91503900,662.68139600,755.75518800,686.85516400,641.48181200,727.79254200,10033
1.358068,70.67125,24.688056,127,044241.1+244117,w,CCDM J04427+2441AB,,7.61,0.05,,7.55,0.05,,7.54,0.05,,7.52,0.05,,6.9,0.05,>,1.06,,>,-1.45,,,no,yes,no,no,,1,CCDM J04427+2441AB,B+,yso,star,III,A0,9.8,,,,,needs add'l followup,l,70.6712,24.6881,147308616520354688,70.67163874194,24.68818849251,245.26973000,242.45977800,247.33618200,244.25117500,242.43739300,246.28720100,10033
0.907967,70.724583,25.619167,128,044253.9+253709,w,,,12.84,0.06,,12.79,0.06,,12.61,0.07,,12.48,0.08,,9.64,0.24,>,1.01,,>,0.95,,,yes,no,no,no,,1,,B,not yso,star,III,F5,3.3,2.2,-1.5,,0.0043,needs add'l followup,n,70.7246,25.6192,148219905500843648,70.72477522790,25.61935021666,1955.85522000,1745.16553000,2205.28809000,1919.08472000,1716.51587000,2128.07495000,10033
2.556039,70.854583,25.951667,130,044325.1+255706,w,,,9.35,0.05,,9.33,0.05,,9.2,0.05,,9.17,0.05,,8.59,0.12,>,0.87,,>,-0.81,,,no,yes,no,no,,1,,B+,yso,star,III,K7-M0,0.5,0.2,-0.5,,2.0E-4,needs add'l followup,"b,l",70.8546,25.9517,148279416567586688,70.85536136644,25.95154748210,69.36842350,69.29400630,69.43060300,69.35143280,69.28976440,69.40962980,10033
1.061889,70.93875,24.652222,131,044345.3+243908,w,TYC 1834-591-1,,9.49,0.05,,9.46,0.05,,9.42,0.05,,9.43,0.05,,8.31,0.09,>,1.04,,>,0.07,,,yes,yes,no,no,,1,TYC 1834-591-1,B,yso,star,III,,,,,,,pending followup,"c,m",70.9387,24.6522,147294464602944256,70.93896305855,24.65244450985,1533.00439000,1406.44348000,1695.57373000,1440.71887000,1349.68433000,1542.36792000,10033
0.367103,70.992917,23.850833,132,044358.3+235103,w,,,6.85,0.05,,6.73,0.05,,6.23,0.05,,6.19,0.05,,6.1,0.04,>,0.81,,>,0.05,,,no,no,yes,no,,1,,C-,yso,star,III,M3,1.4,3.7,0.8,<,9.5E-6,needs add'l followup,"b,k",70.9929,23.8508,146646646096360448,70.99297306706,23.85092114180,2487.23218000,2340.89136000,2666.40820000,2506.99292000,2360.62866000,2685.22070000,10033
0.422222,71.325833,24.41,133,044518.2+242436,w,HD 30067,,7.99,0.05,,8.02,0.05,,7.96,0.06,,7.95,0.05,,7.39,0.06,>,0.6,,>,-0.65,,,no,yes,no,no,,1,HD 30067,B+,yso,star,III,A4V,10.6,,,,,needs add'l followup,"l,m",71.3258,24.41,147248216395196672,71.32582460229,24.41011703426,160.59297200,160.16578700,161.05523700,160.53759800,159.98548900,160.99748200,10021
1.001825,71.415833,25.284444,134,044539.8+251704,w,,,8.28,0.05,,8.33,0.05,,8.08,0.05,,8.0,0.05,,7.31,0.05,>,1.02,,>,-0.35,,,yes,yes,no,no,h,1,,B,yso,star,III,M5,0.0,4.9,-0.1,<,7.3E-5,needs add'l followup,"b,c,e,k,l",71.4158,25.2844,147437023157369344,71.41610069258,25.28458131590,4576.81201000,3896.65674000,5965.87744000,4932.49121000,4026.18164000,5918.46582000,10022
0.963091,71.46125,25.746667,135,044550.7+254448,M,,,12.91,0.06,,11.94,0.05,,11.05,0.06,,10.09,0.06,,6.82,0.05,>,1.06,,>,-1.01,,,no,no,yes-faint,yes,,1,,,yso,embedded,flat,,,,,,,Xgal,c,71.4612,25.7467,148234370950815104,71.46151923141,25.74677996924,2932.85425000,1895.83582000,4269.88135000,3175.56958000,2674.19336000,3879.64404000,10033
1.064589,71.482083,26.316111,136,044555.7+261858,p,,,10.99,0.05,,11.04,0.05,,10.91,0.06,,10.79,0.06,,9.0,0.16,,2.4,0.22,>,-0.43,,yes-faint,yes,no,no,no,,1,,A,not yso,star,II,K4,1.3,2.4,-1.0,,0.021,"possible,new member","b,c",71.4821,26.3161,154272102832530560,71.48231005399,26.31632554246,4704.34619000,4292.33984000,5313.38770000,4703.84619000,4183.99365000,5691.57910000,10033
0.617440,71.4875,24.678333,137,044557.0+244042,w,,,13.12,0.06,,12.94,0.06,,12.62,0.07,,12.12,0.07,>,10.06,,>,0.82,,>,-0.13,,,,,no,yes,,1,,B-,,class II,III,K2,1.5,1.8,-1.9,,0.015,needs add'l followup,"b,e,n",71.4875,24.6783,147263158586255104,71.48767488142,24.67839752972,727.95019500,680.95892300,767.50775100,706.26825000,663.14367700,746.50805700,10033
1.098394,71.54,24.876944,138,044609.6+245237,p,,,12.78,0.06,,12.69,0.06,,12.53,0.07,,12.43,0.07,,9.19,0.21,>,0.87,,>,-1.49,,,yes,no,no,no,,1,,A-,not yso,star,II,early G,2.4,5.4,-1.4,,0.0043,"possible,new member","b,c,n",71.54,24.8769,147371396057182592,71.54027404354,24.87712086703,1612.34204000,1353.41077000,2154.88232000,1609.33545000,1346.03687000,1921.42786000,10033
1.046336,71.665833,24.423889,139,044639.8+242526,w,,<,6.62,,<,6.1,,,5.44,0.05,,5.27,0.05,,4.41,0.04,>,1.1,,>,0.12,,,yes,yes,,,h,1,,C-,,,III,M5,0.0,4.5,1.0,<,1.8E-4,needs add'l followup,"b,e,k,l",71.6658,24.4239,147066449083506944,71.66614689537,24.42394184035,4519.95850000,3722.51025000,5782.57666000,4465.35156000,3554.78638000,5758.94336000,10022
