angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
0.176144,83.92925,-4.7833889,2644,05 35 43.02,-04 47 00.2,13.19,0.03,12.44,0.04,12.18,0.02,11.84,0.01,11.65,0.01,11.32,0.01,10.71,0.02,8.37,0.09,0.1,-1.51,D,2M,Simbad,3209574673133667712,83.92927349547,-4.78343186313,390.41183500,381.81246900,399.31390400,388.54126000,378.84210200,394.95657300,10033
0.093028,83.6862917,-4.7825833,2645,05 34 44.71,-04 46 57.3,16.62,0.12,14.66,0.05,13.36,0.02,11.96,0.01,11.51,0.01,11.14,0.06,,,,,0.87,,D,2M,Simbad,3209577039659060736,83.68630528286,-4.78260531265,314.09906000,255.96214300,412.74325600,2026.25171000,1634.32092000,2434.15649000,10033
0.285687,83.88425,-4.7825278,2646,05 35 32.22,-04 46 57.1,11.78,0.02,10.74,0.03,10.17,0.02,9.37,0.01,8.97,0.01,8.53,0.01,7.63,0.01,4.71,0.02,0.24,-0.85,D,2M,Simbad,3209574810572628352,83.88426717593,-4.78260528964,391.00213600,387.64181500,394.69537400,390.05645800,386.79516600,393.38488800,10033
0.409910,83.8937917,-4.7818056,2647,05 35 34.51,-04 46 54.5,12.5,0.02,11.54,0.03,11.01,0.02,10.68,0.01,10.25,0.01,9.67,0.01,8.65,0.01,5.96,0.05,0.16,-0.49,D,2M,Simbad,3209574707493411712,83.89377482627,-4.78191821556,372.62600700,367.61022900,378.40570100,373.69784500,368.04504400,379.56936600,10033
0.399369,83.7862083,-4.7811389,2648,05 35 08.69,-04 46 52.1,12.69,0.02,11.07,0.03,9.91,0.02,8.62,0.01,8.29,0.01,7.7,0.01,7.05,0.01,4.34,0.02,0.54,-0.98,D,2M,Simbad,3209576459840251776,83.78625414916,-4.78123999005,391.15750100,381.97637900,401.30804400,398.20858800,390.00408900,407.26678500,10033
0.281309,83.8845,-4.7801389,2649,05 35 32.28,-04 46 48.5,16.09,0.12,14.58,0.08,13.57,0.06,11.67,0.01,10.86,0.01,10.15,0.01,9.32,0.02,5.44,0.04,0.52,-0.16,P,2M,Simbad,3209574806276162816,83.88457815945,-4.78013260726,380.80041500,340.27609300,449.24792500,384.03839100,349.42483500,426.02267500,10033
0.252045,83.752,-4.7791389,2650,05 35 00.48,-04 46 44.9,14.2,0.03,13.53,0.04,13.14,0.03,12.64,0.01,12.43,0.01,12.27,0.04,,,,,0.0,,D,2M,Simbad,3209576872157880192,83.75193349678,-4.77911632230,458.00531000,345.95480300,812.86181600,378.60217300,322.12564100,434.77783200,10033
0.508638,83.845125,-4.7780833,2651,05 35 22.83,-04 46 41.1,12.99,0.02,12.17,0.03,11.8,0.02,11.23,0.01,10.95,0.01,10.62,0.01,10.0,0.02,6.74,0.04,0.12,-1.42,D,2M,Simbad,3209576322401123200,83.84520021417,-4.77820306838,382.64807100,377.15304600,388.53283700,381.39428700,375.28649900,387.91818200,10033
0.252551,83.95775,-4.7756111,2652,05 35 49.86,-04 46 32.2,12.49,0.02,11.83,0.03,11.46,0.02,11.05,0.01,10.78,0.01,10.38,0.01,9.65,0.02,6.71,0.03,0.0,-1.21,D,2M,Simbad,3209574329536277504,83.95776027286,-4.77568050198,378.27648900,369.12857100,388.63882400,379.23040800,371.12454200,386.90301500,10033
0.382530,83.8902917,-4.7732778,2653,05 35 33.67,-04 46 23.8,12.08,0.02,11.19,0.03,10.84,0.02,10.45,0.01,10.32,0.01,10.18,0.01,9.62,0.01,5.19,0.03,0.21,-1.9,D,2M,Simbad,3209574913651840640,83.89039751610,-4.77329088805,384.52175900,381.41290300,388.42923000,383.93414300,380.15387000,388.08709700,10033
0.176312,83.7695833,-4.77275,2654,05 35 04.70,-04 46 21.9,15.35,0.05,14.27,0.04,13.38,0.03,12.9,0.01,12.45,0.01,11.95,0.03,11.37,0.05,7.71,0.08,0.05,-1.06,D,2M,Simbad,3209576494199830784,83.76953526352,-4.77276034814,438.31826800,401.61877400,476.75418100,441.05938700,398.22537200,497.44479400,10033
0.323020,83.7263333,-4.7700278,2655,05 34 54.32,-04 46 12.1,15.49,0.05,14.65,0.06,14.14,0.05,13.54,0.01,13.33,0.01,,,,,,,0.04,,D,2M,Simbad,3209577147031948032,83.72642297211,-4.77003589893,305.75244100,261.52533000,354.00482200,297.51876800,256.58859300,377.28314200,10033
0.315343,83.7366667,-4.7679722,2656,05 34 56.80,-04 46 04.7,12.38,0.03,11.46,0.03,10.96,0.02,10.04,0.01,9.72,0.01,9.43,0.01,9.05,0.02,6.52,0.03,0.14,-1.7,D,2M,Simbad,3209576940876434048,83.73674895035,-4.76800309558,375.12060500,369.56848100,381.11367800,377.86117600,370.62396200,383.65649400,10033
0.313296,83.7814167,-4.7652778,2657,05 35 07.54,-04 45 55.0,13.63,0.05,13.16,0.07,12.68,0.05,12.04,0.01,11.73,0.01,11.47,0.02,10.87,0.04,,,0.0,-1.51,D,2M,Simbad,3209576528559565184,83.78148948086,-4.76532589538,356.86700400,340.09576400,377.11654700,354.25100700,337.80703700,373.97717300,10033
2.958570,83.7814167,-4.7652778,2657,05 35 07.54,-04 45 55.0,13.63,0.05,13.16,0.07,12.68,0.05,12.04,0.01,11.73,0.01,11.47,0.02,10.87,0.04,,,0.0,-1.51,D,2M,Simbad,3209576528559728000,83.78059202954,-4.76528068744,379.49807700,362.93716400,407.35299700,373.31887800,357.96603400,393.21661400,10033
0.550799,83.9167083,-4.76525,2658,05 35 40.01,-04 45 54.9,11.47,0.02,10.77,0.03,10.42,0.02,10.03,0.01,9.78,0.01,9.44,0.01,8.58,0.01,5.99,0.02,0.0,-1.18,D,2M,Simbad,3209574741853143552,83.91676191712,-4.76539336656,386.39422600,383.62069700,388.56851200,384.63644400,381.70123300,387.67022700,10033
0.512705,83.8197083,-4.76225,2659,05 35 16.73,-04 45 44.1,11.35,0.02,10.38,0.03,9.72,0.02,8.3,0.01,7.96,0.01,7.53,0.01,6.79,0.01,4.52,0.01,0.09,-1.1,D,2M,Simbad,3209576597279031680,83.81973338094,-4.76239020770,385.04687500,380.06726100,390.61923200,383.64022800,379.19415300,388.91656500,10033
0.517939,83.8699167,-4.7581389,2661,05 35 28.78,-04 45 29.3,15.78,0.06,13.94,0.04,12.75,0.03,11.16,0.01,10.87,0.01,10.05,0.01,9.45,0.01,6.39,0.04,0.8,-0.76,D,2M,Simbad,3209577933013419904,83.86999255975,-4.75826130918,499.68914800,431.06393400,588.58227500,686.13262900,463.99877900,830.76702900,10133
0.122195,83.8455,-4.7550833,2662,05 35 22.92,-04 45 18.3,14.01,0.03,13.31,0.04,12.77,0.03,12.35,0.01,12.32,0.01,11.99,0.02,10.95,0.03,7.12,0.05,0.0,-1.19,D,2M,Simbad,3209577902949083264,83.84550763670,-4.75511637894,408.07116700,380.49868800,435.22732500,399.98468000,375.85348500,420.26443500,10033
0.272446,83.6232083,-4.75075,2664,05 34 29.57,-04 45 02.7,12.75,0.02,11.82,0.03,11.22,0.02,10.37,0.01,9.85,0.01,9.57,0.01,8.55,0.01,5.67,0.03,0.07,-0.82,D,2M,Simbad,3209600855254363520,83.62313241081,-4.75075277772,380.79068000,371.85467500,387.56552100,378.90924100,372.70517000,385.49740600,10033
0.222320,83.8279167,-4.749,2666,05 35 18.70,-04 44 56.4,14.2,0.03,13.52,0.04,13.14,0.03,12.46,0.01,11.97,0.01,11.45,0.02,10.58,0.02,,,0.0,-0.67,D,2M,Simbad,3209578074747777408,83.82795450090,-4.74895106513,403.05996700,383.68902600,431.43710300,400.04705800,375.26275600,435.58822600,10033
0.795262,84.0823333,-4.7484722,2667,05 36 19.76,-04 44 54.5,11.66,0.02,10.94,0.03,10.68,0.02,10.03,0.01,9.73,0.01,9.44,0.01,9.01,0.01,6.77,0.03,0.06,-1.66,D,2M,Simbad,3209568797618582144,84.08235351135,-4.74869218585,382.79916400,379.61175500,386.07666000,382.21478300,379.04956100,385.34237700,10033
0.208786,83.5084167,-4.7481944,2668,05 34 02.02,-04 44 53.5,13.06,0.03,12.41,0.04,12.08,0.03,11.68,0.01,11.42,0.01,11.14,0.01,10.47,0.01,8.38,0.11,0.0,-1.46,D,2M,Simbad,3209604394307433600,83.50846867822,-4.74822048275,379.38446000,372.08801300,386.77465800,380.61145000,374.67889400,387.49557500,10033
0.178417,83.8244583,-4.7479167,2669,05 35 17.87,-04 44 52.5,11.61,0.02,10.73,0.03,10.16,0.02,9.55,0.01,9.12,0.01,8.97,0.01,8.14,0.01,5.08,0.02,0.05,-1.29,D,2M,Simbad,3209578074747777792,83.82441014307,-4.74792906981,391.61303700,389.36499000,394.51675400,391.33667000,388.65930200,394.14968900,10033
0.266037,83.7902083,-4.7470556,2670,05 35 09.65,-04 44 49.4,14.98,0.05,14.09,0.05,13.75,0.05,13.27,0.02,12.92,0.01,,,,,,,0.22,,D,2M,Simbad,3209577421909729920,83.79013547139,-4.74704169293,401.33755500,363.28482100,443.46615600,416.24142500,369.71469100,461.44766200,10033
0.206457,84.2680833,-4.7461667,2671,05 37 04.34,-04 44 46.2,16.31,0.13,15.39,0.11,14.94,0.14,14.28,0.01,13.99,0.02,13.47,0.09,12.93,0.13,,,0.17,-1.23,D,2M,Simbad,3209566525579220864,84.26813501334,-4.74614154129,966.03656000,475.01074200,1964.86658000,894.19043000,704.03253200,1187.39587000,11033
0.432684,83.82875,-4.741,2672,05 35 18.90,-04 44 27.6,13.04,0.02,12.3,0.03,11.99,0.02,11.67,0.01,11.55,0.01,11.33,0.03,10.73,0.06,7.42,0.06,0.05,-1.76,D,2M,Simbad,3209578109107513856,83.82864972524,-4.74106677817,401.32550000,386.82714800,417.75006100,402.53506500,385.79269400,418.53134200,10033
0.226430,83.897125,-4.7389167,2673,05 35 35.31,-04 44 20.1,14.05,0.02,13.47,0.03,13.11,0.02,12.65,0.01,12.37,0.01,12.18,0.03,11.62,0.07,,,0.0,-1.67,D,2M,Simbad,3209575394688171008,83.89716865975,-4.73896211924,417.77075200,399.92794800,441.69259600,407.25433300,389.52905300,424.67947400,10033
0.039717,83.3929167,-4.7383333,2674,05 33 34.30,-04 44 18.0,11.43,0.02,10.76,0.02,10.52,0.02,10.15,0.01,9.98,0.01,9.71,0.01,9.21,0.01,7.21,0.04,0.02,-1.74,D,2M,Simbad,3209603947631745152,83.39290564784,-4.73833266682,256.54180900,232.54997300,280.61160300,249.79852300,220.81431600,280.22500600,10033
0.049221,83.7628333,-4.7379722,2675,05 35 03.08,-04 44 16.7,14.16,0.03,13.47,0.04,13.1,0.02,12.38,0.01,12.03,0.01,11.65,0.03,10.97,0.06,,,0.0,-1.21,D,2M,Simbad,3209577658135510400,83.76283818490,-4.73798497632,386.11160300,364.74911500,404.24044800,387.40902700,364.57009900,407.97262600,10033
0.311017,83.9355417,-4.73775,2676,05 35 44.53,-04 44 15.9,12.36,0.02,11.63,0.03,11.45,0.02,11.29,0.01,11.25,0.01,11.14,0.02,10.52,0.04,6.45,0.04,0.12,-1.96,D,2M,Simbad,3209575463407640960,83.93545565671,-4.73776053074,387.14328000,382.60672000,392.05987500,386.69921900,383.07742300,390.50106800,10033
0.199001,83.750625,-4.7362778,2677,05 35 00.15,-04 44 10.6,14.03,0.02,13.05,0.03,12.58,0.02,11.91,0.01,11.53,0.01,11.16,0.02,10.43,0.04,,,0.25,-1.14,D,2M,Simbad,3209577555056294528,83.75066672465,-4.73631422228,377.09903000,358.92990100,399.42883300,393.57894900,376.54528800,414.64947500,10033
0.198729,83.7950417,-4.7362778,2678,05 35 10.81,-04 44 10.6,13.36,0.02,12.46,0.03,12.13,0.02,11.66,0.01,11.32,0.01,10.95,0.02,9.95,0.04,,,0.24,-0.89,D,2M,Simbad,3209577421912751616,83.79504966108,-4.73633242947,384.96310400,374.05871600,398.79394500,385.49810800,375.26751700,396.39779700,10033
0.081217,83.8285833,-4.7361667,2679,05 35 18.86,-04 44 10.2,13.02,0.02,12.28,0.03,11.91,0.02,11.42,0.01,11.23,0.01,10.92,0.02,10.22,0.05,7.64,0.08,0.01,-1.45,D,2M,Simbad,3209578177827165568,83.82856515509,-4.73615321026,405.75363200,395.04858400,421.81231700,409.85687300,398.76040600,421.42352300,10033
0.263750,84.1220833,-4.7332778,2680,05 36 29.30,-04 43 59.8,13.6,0.03,13.01,0.04,12.66,0.02,12.18,0.01,11.91,0.01,11.73,0.02,11.47,0.04,7.72,0.06,0.0,-2.04,D,2M,Simbad,3209568866338114944,84.12212951162,-4.73333477901,362.88766500,355.65576200,371.65365600,361.41513100,350.28506500,368.41897600,10033
0.168949,83.8875,-4.7330278,2681,05 35 33.00,-04 43 58.9,11.41,0.02,10.62,0.03,10.41,0.02,10.01,0.01,9.82,0.01,9.53,0.01,8.53,0.02,4.02,0.02,0.18,-1.15,D,2M,Simbad,3209578345330280448,83.88753824161,-4.73305518608,391.92266800,389.49966400,394.63034100,391.15942400,389.36142000,394.12359600,10033
0.036294,83.8675417,-4.7311111,2682,05 35 28.21,-04 43 52.0,14.75,0.04,13.81,0.04,13.32,0.03,12.52,0.01,12.06,0.01,11.71,0.05,,,,,0.16,,D,2M,Simbad,3209578040384913536,83.86754852536,-4.73110365866,496.02703900,428.23675500,619.32519500,480.19085700,421.47946200,558.85583500,10033
0.436005,83.39275,-4.7294722,2683,05 33 34.26,-04 43 46.1,11.42,0.03,10.59,0.03,10.12,0.02,9.43,0.01,9.12,0.01,8.79,0.01,7.89,0.01,5.09,0.02,0.06,-1.08,D,2M,Simbad,3209604119426841344,83.39286566087,-4.72943502825,407.60022000,392.33090200,422.63491800,406.16989100,394.44229100,422.41095000,10033
0.586358,83.39275,-4.7294722,2683,05 33 34.26,-04 43 46.1,11.42,0.03,10.59,0.03,10.12,0.02,9.43,0.01,9.12,0.01,8.79,0.01,7.89,0.01,5.09,0.02,0.06,-1.08,D,2M,Simbad,3209604119429544064,83.39264017567,-4.72935157825,392.56512500,380.86682100,402.88580300,389.23715200,379.35086100,398.95776400,10033
0.400056,83.8352917,-4.7258056,2684,05 35 20.47,-04 43 32.9,15.91,0.08,15.17,0.08,14.82,0.09,14.3,0.02,14.14,0.02,,,,,,,0.02,,D,2M,Simbad,3209578276609745280,83.83520755617,-4.72587851798,591.02105700,369.49792500,955.72784400,1504.33521000,1133.94690000,1871.63989000,10033
0.326805,83.844875,-4.7238056,2685,05 35 22.77,-04 43 25.7,13.22,0.04,12.43,0.04,12.11,0.05,11.37,0.01,10.88,0.01,10.7,0.01,9.54,0.01,5.73,0.03,0.12,-0.82,D,2M,Simbad,3209578280906199168,83.84483802376,-4.72388856324,401.06823700,388.58255000,411.54135100,399.75824000,389.27868700,413.00814800,10033
0.279887,83.962,-4.7230278,2686,05 35 50.88,-04 43 22.9,13.68,0.02,12.65,0.03,12.17,0.02,11.68,0.01,11.39,0.01,11.09,0.01,10.55,0.03,8.65,0.14,0.28,-1.54,D,2M,Simbad,3209581167124200960,83.96202439940,-4.72310164577,388.08926400,372.09387200,411.39129600,389.01385500,373.32223500,420.30160500,10033
0.398516,83.96775,-4.7179167,2687,05 35 52.26,-04 43 04.5,11.86,0.02,11.06,0.03,10.85,0.02,10.61,0.01,10.58,0.01,10.51,0.01,10.43,0.03,6.02,0.03,0.18,-2.62,D,2M,Simbad,3209581167124196736,83.96773045290,-4.71802567134,390.90814200,387.84762600,393.52502400,391.27630600,388.46594200,394.36309800,10033
0.092120,83.807125,-4.7163056,2688,05 35 13.71,-04 42 58.7,11.9,0.02,11.01,0.03,10.64,0.02,10.21,0.01,10.01,0.01,9.82,0.01,9.19,0.01,6.74,0.04,0.19,-1.68,D,2M,Simbad,3209579002460710144,83.80711462658,-4.71632900748,389.52356000,386.17672700,392.67025800,388.29693600,385.78833000,390.61898800,10033
0.415703,84.0036667,-4.71625,2689,05 36 00.88,-04 42 58.5,13.33,0.03,12.67,0.03,12.32,0.02,11.87,0.01,11.52,0.01,11.14,0.02,10.31,0.04,7.99,0.07,0.0,-1.05,D,2M,Simbad,3209581235843659392,84.00361663732,-4.71635413794,377.58554100,360.93893400,395.21225000,376.21344000,362.41470300,393.02423100,10033
0.195945,83.92675,-4.7158333,2690,05 35 42.42,-04 42 57.0,15.9,0.07,15.01,0.07,14.21,0.04,13.18,0.01,12.49,0.01,11.39,0.02,9.95,0.02,6.49,0.03,0.0,0.93,P,2M,Simbad,3209575562189789184,83.92671263618,-4.71587299799,331.60754400,280.21313500,383.45785500,330.00195300,281.81127900,385.94018600,10033
0.444131,83.823125,-4.7103611,2691,05 35 17.55,-04 42 37.3,,,,,,,12.9,0.01,12.28,0.01,11.67,0.02,10.89,0.02,8.4,0.11,,-0.53,D,2M,Simbad,3209579036817344768,83.82309213041,-4.71048004090,1262.12939000,586.53784200,1740.98120000,2159.23462000,1778.26831000,2611.53149000,20033
0.195748,83.7943333,-4.7021111,2692,05 35 10.64,-04 42 07.6,15.4,0.06,14.24,0.05,13.55,0.03,12.64,0.01,12.12,0.01,11.78,0.03,11.42,0.07,8.75,0.15,0.3,-1.46,D,2M,Simbad,3209579204322684416,83.79438742991,-4.70211789935,1081.50293000,684.28759800,1724.89441000,2618.00439000,2201.31519000,3181.59741000,10033
0.271320,83.8430417,-4.7020556,2693,05 35 22.33,-04 42 07.4,11.26,0.02,10.45,0.04,10.14,0.02,9.36,0.01,9.02,0.01,8.89,0.01,8.08,0.01,4.51,0.02,0.14,-1.43,D,2M,Simbad,3209579071180411648,83.84306533489,-4.70212719109,397.62487800,394.67672700,401.27413900,398.15872200,395.16845700,400.86486800,10033
0.321752,83.8049167,-4.6984444,2694,05 35 13.18,-04 41 54.4,12.96,0.02,12.12,0.03,11.8,0.02,11.27,0.01,10.92,0.01,10.51,0.01,9.72,0.02,6.84,0.05,0.18,-1.06,D,2M,Simbad,3209579311698352128,83.80499778251,-4.69848258040,397.05127000,390.21987900,403.74551400,397.62722800,389.43292200,407.89340200,10033
0.337836,84.0267083,-4.69825,2695,05 36 06.41,-04 41 53.7,11.65,0.02,11.0,0.03,10.71,0.02,10.34,0.01,10.12,0.01,9.82,0.01,8.87,0.03,5.48,0.03,0.0,-1.16,D,2M,Simbad,3209581648157181312,84.02679241692,-4.69829217079,452.22006200,385.77597000,556.51739500,430.51782200,354.34051500,594.16937300,10133
0.176611,83.59575,-4.6942778,2696,05 34 22.98,-04 41 39.4,11.83,0.02,11.03,0.03,10.72,0.02,9.73,0.01,9.47,0.01,8.93,0.01,8.29,0.01,6.04,0.02,0.14,-1.13,D,2M,Simbad,3209628411764704384,83.59579364015,-4.69425510550,391.42132600,387.35311900,394.49624600,391.76699800,388.06335400,395.14126600,10033
0.136035,83.841125,-4.6929444,2697,05 35 21.87,-04 41 34.6,13.8,0.03,12.75,0.04,12.32,0.02,11.73,0.01,11.39,0.01,11.03,0.03,10.43,0.09,7.58,0.05,0.36,-1.35,D,2M,Simbad,3209579449137299072,83.84112571604,-4.69298218081,377.15097000,360.12472500,398.59729000,372.90972900,357.26886000,389.17169200,10033
0.292223,83.8340833,-4.6929167,2698,05 35 20.18,-04 41 34.5,12.92,0.02,12.11,0.03,11.67,0.02,10.85,0.01,10.35,0.01,10.07,0.01,9.42,0.02,6.59,0.03,0.05,-1.24,D,2M,Simbad,3209579517856776832,83.83416219541,-4.69289654465,376.34237700,368.46893300,385.67630000,373.53195200,363.61962900,384.87341300,10033
0.140805,83.843,-4.6925833,2699,05 35 22.32,-04 41 33.3,13.81,0.04,12.71,0.03,12.1,0.04,11.39,0.01,11.09,0.01,11.04,0.02,10.74,0.05,7.46,0.04,0.29,-2.14,D,2M,Simbad,3209579444841918976,83.84297962360,-4.69261672691,412.17712400,386.05963100,441.70690900,431.48190300,402.47662400,458.73428300,10033
0.370401,84.0337917,-4.6890556,2700,05 36 08.11,-04 41 20.6,12.04,0.02,11.18,0.03,10.71,0.02,10.23,0.01,9.88,0.01,9.43,0.01,8.52,0.02,5.1,0.02,0.1,-0.87,D,2M,Simbad,3209581682520242560,84.03369096997,-4.68907812610,382.66159100,378.95346100,386.85488900,382.73226900,379.28051800,386.53738400,10033
0.100892,83.8565417,-4.6858333,2701,05 35 25.57,-04 41 09.0,13.35,0.02,12.54,0.03,12.12,0.02,11.58,0.01,11.28,0.01,10.91,0.02,10.3,0.04,7.54,0.05,0.06,-1.35,D,2M,Simbad,3209579483497032960,83.85651413599,-4.68583884382,382.09320100,367.94851700,394.09817500,383.36538700,369.46560700,398.28677400,10032
0.183988,83.8820833,-4.6855,2702,05 35 31.70,-04 41 07.8,13.33,0.03,12.47,0.03,12.18,0.02,11.82,0.01,11.71,0.01,11.61,0.02,11.23,0.04,6.1,0.04,0.21,-2.17,D,2M,Simbad,3209578830662000384,83.88213193619,-4.68548380429,406.82702600,394.48733500,420.46875000,406.02652000,394.27844200,418.68377700,10033
0.256128,83.9610417,-4.6769167,2703,05 35 50.65,-04 40 36.9,13.8,0.02,12.63,0.03,11.99,0.02,11.0,0.01,10.61,0.01,10.35,0.01,9.8,0.03,7.22,0.05,0.36,-1.48,D,2M,Simbad,3209584534378541952,83.96110037548,-4.67695722085,405.26556400,385.72897300,430.11047400,403.99023400,385.87362700,426.22467000,10033
0.138298,83.9157083,-4.6733889,2704,05 35 39.77,-04 40 24.2,11.56,0.03,10.68,0.03,10.33,0.02,10.03,0.01,9.81,0.01,9.55,0.01,9.02,0.02,6.29,0.03,0.19,-1.67,D,2M,Simbad,3209584671817511040,83.91569700951,-4.67342563094,406.52200300,399.63229400,412.92340100,407.25262500,401.91604600,413.74337800,10033
0.274984,83.893625,-4.6723611,2705,05 35 34.47,-04 40 20.5,12.16,0.02,11.09,0.03,10.6,0.02,10.12,0.01,10.15,0.01,9.89,0.02,9.47,0.05,4.37,0.01,0.34,-2.04,D,2M,Simbad,3209578865021733760,83.89364402685,-4.67243509308,378.03271500,372.21926900,383.61459400,377.34838900,372.20245400,382.12780800,10033
0.400917,83.7175833,-4.6698333,2706,05 34 52.22,-04 40 11.4,11.48,0.02,10.44,0.03,9.8,0.02,9.07,0.01,8.72,0.01,8.55,0.01,7.91,0.01,4.75,0.02,0.2,-1.55,D,2M,Simbad,3209625044510130304,83.71754524394,-4.66993800755,402.25381500,398.84317000,405.69207800,401.57635500,398.77737400,405.67587300,10033
0.234474,83.84725,-4.6695833,2707,05 35 23.34,-04 40 10.5,13.41,0.04,11.24,0.03,9.53,0.02,7.57,0.01,6.75,0.01,6.07,0.01,5.16,0.01,1.53,0.02,0.85,-0.09,P,2M,Simbad,3209579552216508544,83.84729371144,-4.66953488390,632.63555900,583.34149200,685.77264400,634.03533900,571.10656700,704.59899900,10033
0.380404,83.5208333,-4.6676111,2708,05 34 05.00,-04 40 03.4,13.82,0.03,13.16,0.04,12.87,0.02,12.58,0.01,12.38,0.01,12.11,0.02,11.33,0.03,8.56,0.12,0.0,-1.42,D,2M,Simbad,3209606009215121024,83.52093865269,-4.66759926834,392.75540200,383.06698600,404.28949000,391.62939500,383.53393600,398.70163000,10033
0.212891,83.82675,-4.6667778,2709,05 35 18.42,-04 40 00.4,13.59,0.02,12.94,0.03,12.59,0.03,12.0,0.01,11.64,0.01,11.4,0.04,,,8.23,0.08,0.0,,D,2M,Simbad,3209579827094418944,83.82680264566,-4.66675052540,390.70333900,366.21154800,420.37435900,389.69473300,360.80120800,417.83685300,10033
0.266427,83.7955833,-4.6659444,2710,05 35 10.94,-04 39 57.4,13.55,0.03,12.56,0.03,12.03,0.02,11.28,0.01,11.15,0.01,10.84,0.02,10.22,0.06,6.6,0.05,0.21,-1.6,D,2M,Simbad,3209626345883192320,83.79559490337,-4.66601749843,387.63729900,375.92376700,402.02911400,378.68182400,362.80612200,393.76223800,10033
0.335015,83.82175,-4.6633889,2711,05 35 17.22,-04 39 48.2,12.29,0.02,11.47,0.03,11.07,0.02,10.5,0.01,10.24,0.01,9.99,0.01,9.6,0.04,6.94,0.04,0.09,-1.8,D,2M,Simbad,3209579827095337216,83.82183983631,-4.66341425534,1182.31433000,693.32647700,2091.69849000,535.22552500,460.48303200,944.40673800,10133
0.325766,83.6831667,-4.6607222,2712,05 34 43.96,-04 39 38.6,13.85,0.03,13.18,0.04,12.85,0.03,12.47,0.01,12.18,0.01,11.9,0.04,11.34,0.1,8.81,0.15,0.0,-1.54,D,2M,Simbad,3209625834784119168,83.68325137298,-4.66068954465,383.96551500,372.24688700,398.65451000,374.20901500,364.99185200,384.89743000,10033
0.469141,83.6725417,-4.65375,2713,05 34 41.41,-04 39 13.5,13.26,0.03,12.51,0.03,12.14,0.02,11.67,0.01,11.43,0.01,11.15,0.02,10.7,0.03,8.19,0.1,0.03,-1.71,D,2M,Simbad,3209626040942550272,83.67263278571,-4.65384349069,381.06649800,374.06564300,387.59936500,380.92306500,372.91833500,386.94714400,10033
0.362873,83.9432917,-4.6510556,2714,05 35 46.39,-04 39 03.8,15.57,0.05,14.49,0.04,13.85,0.04,13.21,0.01,12.84,0.01,12.78,0.09,,,,,0.24,,D,2M,Simbad,3209584839320845568,83.94327004613,-4.65115406043,4379.32178000,2203.20679000,6738.28906000,1388.35327000,1062.29944000,1787.68250000,20033
0.441773,83.27175,-4.6496944,2715,05 33 05.22,-04 38 58.9,15.78,0.06,14.83,0.06,14.37,0.08,13.9,0.01,13.66,0.01,13.25,0.06,12.71,0.1,,,0.21,-1.43,D,2M,Simbad,3209620199786901504,83.27186932676,-4.64966417462,1385.38940000,958.82293700,2104.38647000,1086.03442000,797.55877700,1382.05237000,10033
0.358165,83.883375,-4.6429444,2716,05 35 32.01,-04 38 34.6,14.46,0.03,13.74,0.04,13.34,0.04,12.76,0.01,12.62,0.01,11.97,0.04,11.47,0.06,8.6,0.1,0.0,-1.24,D,2M,Simbad,3209585560872622720,83.88341603478,-4.64285370535,348.34497100,335.01300000,363.24810800,345.80777000,332.23800700,361.33148200,10033
0.400521,83.459625,-4.6428056,2717,05 33 50.31,-04 38 34.1,11.21,0.03,10.53,0.04,10.29,0.03,10.07,0.01,10.04,0.01,9.83,0.01,9.5,0.01,5.26,0.02,0.04,-2.15,D,2M,Simbad,3209617966404080000,83.45972530233,-4.64275678164,394.35928300,386.23297100,401.77032500,393.89306600,386.88174400,401.69210800,10033
1.067220,83.459625,-4.6428056,2717,05 33 50.31,-04 38 34.1,11.21,0.03,10.53,0.04,10.29,0.03,10.07,0.01,10.04,0.01,9.83,0.01,9.5,0.01,5.26,0.02,0.04,-2.15,D,2M,Simbad,3209618030828919808,83.45932834933,-4.64282698982,379.67288200,363.77880900,394.97589100,375.02215600,363.72674600,392.45193500,10033
0.191182,83.9104167,-4.64225,2718,05 35 38.50,-04 38 32.1,13.55,0.03,12.79,0.03,12.34,0.02,11.75,0.01,11.36,0.01,11.37,0.02,11.01,0.07,7.56,0.08,0.0,-2.07,D,2M,Simbad,3209585633890383872,83.91038658090,-4.64229380671,386.48629800,377.26510600,396.62719700,385.73236100,376.87674000,395.98132300,10033
0.038770,83.4789583,-4.6389167,2719,05 33 54.95,-04 38 20.1,13.77,0.02,13.12,0.04,12.7,0.02,12.14,0.01,11.83,0.01,11.51,0.01,11.05,0.03,8.61,0.12,0.0,-1.59,D,2M,Simbad,3209618069483291008,83.47894847991,-4.63891220791,381.08807400,371.99914600,390.82287600,378.42239400,369.55200200,388.08511400,10033
