angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
0.243418,85.0909583,-8.1488056,334,05 40 21.83,-08 08 55.7,13.07,0.02,11.9,0.03,11.39,0.03,10.71,0.01,10.36,0.01,9.99,0.01,9.27,0.01,6.87,0.02,0.45,-1.2,D,2M,Simbad,3015413770208134016,85.09099054387,-8.14886520838,349.98452800,330.86465500,368.71994000,352.02218600,337.02703900,368.66989100,10033
0.191437,85.7179583,-8.1486389,335,05 42 52.31,-08 08 55.1,14.33,0.02,13.57,0.03,13.17,0.03,12.67,0.01,12.38,0.01,12.04,0.02,11.32,0.02,8.46,0.08,0.02,-1.29,D,2M,Simbad,3015730979313509504,85.71794429819,-8.14858756107,375.83923300,359.64474500,395.26434300,381.21206700,362.51266500,399.26977500,10033
0.489145,85.6072917,-8.14725,336,05 42 25.75,-08 08 50.1,12.78,0.03,11.66,0.02,11.06,0.02,10.21,0.01,9.82,0.01,9.53,0.01,8.84,0.01,5.85,0.02,0.32,-1.28,D,2M,Simbad,3015742146228485120,85.60742864903,-8.14724087393,445.23568700,432.68426500,458.76043700,446.17291300,433.95327800,461.86257900,10033
0.132992,85.589875,-8.1416111,339,05 42 21.57,-08 08 29.8,12.05,0.03,11.28,0.02,10.94,0.02,10.76,0.01,10.72,0.01,10.61,0.01,9.98,0.01,4.94,0.01,0.07,-1.95,D,2M,Simbad,3015742214947962752,85.58984902125,-8.14158457904,423.53729200,419.10208100,427.79708900,422.82028200,417.85183700,427.81442300,10033
0.099642,85.631375,-8.1397222,340,05 42 31.53,-08 08 23.0,13.11,0.03,12.04,0.03,11.48,0.03,10.84,0.01,10.39,0.01,9.87,0.01,8.67,0.01,5.13,0.01,0.3,-0.35,D,2M,Simbad,3015741527753260928,85.63139101067,-8.13974489110,399.52542100,353.19986000,462.05731200,403.10427900,365.43631000,450.54843100,10021
0.882348,85.631375,-8.1397222,340,05 42 31.53,-08 08 23.0,13.11,0.03,12.04,0.03,11.48,0.03,10.84,0.01,10.39,0.01,9.87,0.01,8.67,0.01,5.13,0.01,0.3,-0.35,D,2M,Simbad,3015741527752295296,85.63150373401,-8.13951283869,827.69055200,643.50091600,1796.73059000,923.65039100,752.91497800,1124.22253000,10022
0.283347,85.308375,-8.1326111,342,05 41 14.01,-08 07 57.4,11.68,0.02,10.69,0.02,10.31,0.03,9.92,0.01,9.67,0.01,9.29,0.01,8.55,0.01,5.51,0.02,0.32,-1.25,D,2M,Simbad,3015416037950917248,85.30845387713,-8.13262098791,418.31204200,412.30487100,423.64968900,417.29415900,411.88028000,423.36538700,10033
0.115323,85.5426667,-8.1302778,343,05 42 10.24,-08 07 49.0,14.73,0.03,13.91,0.04,13.51,0.04,12.95,0.01,12.66,0.01,12.39,0.07,,,,,0.08,,D,2M,Simbad,3015745032445201280,85.54267051397,-8.13030961096,429.50131200,391.18536400,484.26596100,429.30563400,374.88687100,485.05651900,10033
0.231436,85.6009583,-8.1299167,344,05 42 24.23,-08 07 47.7,15.47,0.05,14.53,0.05,14.03,0.06,13.33,0.01,12.97,0.01,12.61,0.03,11.86,0.06,8.99,0.11,0.17,-1.16,D,2M,Simbad,3015742249306378624,85.60099073229,-8.12986100345,429.84036300,343.56317100,554.27551300,578.93524200,466.50524900,773.93103000,10033
0.318076,85.5986667,-8.1298333,345,05 42 23.68,-08 07 47.4,14.84,0.05,13.99,0.04,13.51,0.04,12.97,0.01,12.71,0.01,12.29,0.03,11.53,0.04,,,0.06,-1.16,D,2M,Simbad,3015742249306379648,85.59875398979,-8.12985172240,475.34170500,409.56732200,565.13250700,463.06176800,407.54309100,534.18017600,10033
0.099435,85.7152083,-8.1280833,347,05 42 51.65,-08 07 41.1,14.26,0.03,13.41,0.02,12.87,0.03,12.14,0.01,11.64,0.01,11.43,0.01,10.54,0.01,7.06,0.03,0.01,-1.07,D,2M,Simbad,3015742829127072256,85.71523035987,-8.12810021133,416.94882200,401.91091900,434.61758400,417.20626800,399.20651200,433.22094700,10033
0.150114,85.113125,-8.1268333,348,05 40 27.15,-08 07 36.6,12.94,0.02,12.02,0.02,11.33,0.03,10.52,0.01,9.98,0.01,9.52,0.01,8.7,0.01,6.02,0.02,0.01,-0.77,D,2M,Simbad,3015414663561330560,85.11310191275,-8.12679842317,350.26629600,338.78976400,362.58477800,345.47753900,336.42547600,354.22277800,10033
0.262511,85.184,-8.1263333,349,05 40 44.16,-08 07 34.8,13.0,0.03,11.4,0.03,10.52,0.02,9.51,0.01,9.09,0.01,8.65,0.01,7.75,0.01,4.55,0.01,0.74,-0.83,D,2M,Simbad,3015419572707866880,85.18405962417,-8.12637611686,376.38647500,360.68924000,391.39416500,377.01556400,361.80047600,394.25418100,10033
0.223809,85.104,-8.1258333,350,05 40 24.96,-08 07 33.0,10.57,0.02,9.63,0.03,8.92,0.02,7.79,0.01,7.33,0.01,6.91,0.01,5.97,0.01,3.12,0.01,0.01,-0.77,D,2M,Simbad,3015414629201592576,85.10404831620,-8.12587301404,392.32132000,390.52261400,394.47198500,392.12042200,389.72155800,394.51892100,10033
0.413438,85.194125,-8.12025,351,05 40 46.59,-08 07 12.9,11.93,0.04,10.2,0.03,9.33,0.02,8.94,0.01,8.81,0.01,8.57,0.01,8.48,0.01,5.37,0.01,0.9,-2.28,D,2M,Simbad,3015419611363708288,85.19424016147,-8.12023616041,436.70898400,414.77734400,459.88861100,435.65219100,417.30288700,460.09381100,10033
0.256179,85.6290833,-8.1105556,356,05 42 30.98,-08 06 38.0,12.99,0.03,12.03,0.03,11.49,0.02,10.66,0.01,10.33,0.01,9.99,0.01,9.51,0.02,6.78,0.02,0.16,-1.51,D,2M,Simbad,3015742386746649472,85.62914913038,-8.11058417436,1211.02283000,650.99768100,1912.61890000,633.41772500,500.33380100,1230.93201000,10133
0.064025,85.6838333,-8.1073056,357,05 42 44.12,-08 06 26.3,12.71,0.03,11.81,0.03,11.17,0.02,10.05,0.01,9.52,0.01,9.12,0.01,8.42,0.01,5.16,0.01,0.02,-1.0,D,2M,Simbad,3015743177020629504,85.68382111557,-8.10731866853,382.75405900,369.87112400,399.70098900,379.28253200,361.40039100,393.39413500,10033
0.091986,85.7566667,-8.101,359,05 43 01.60,-08 06 03.6,14.49,0.03,13.86,0.04,13.42,0.05,12.87,0.01,12.6,0.01,12.18,0.02,11.48,0.03,8.73,0.09,0.0,-1.22,D,2M,Simbad,3015743275802851072,85.75668997842,-8.10101103439,1977.11975000,1114.20422000,2706.91309000,1404.02991000,447.69366500,2229.13379000,10133
0.397060,85.699125,-8.1009444,360,05 42 47.79,-08 06 03.4,14.21,0.02,13.52,0.03,13.25,0.03,12.79,0.01,12.54,0.01,12.19,0.02,11.5,0.02,8.25,0.05,0.01,-1.34,D,2M,Simbad,3015743138363897344,85.69915583846,-8.10105038454,461.57464600,440.90017700,482.13665800,465.33087200,445.63681000,488.07763700,10033
0.479718,85.2488333,-8.1009167,361,05 40 59.72,-08 06 03.3,13.21,0.03,12.38,0.03,11.98,0.03,11.27,0.01,10.85,0.01,10.35,0.01,9.24,0.01,6.21,0.02,0.11,-0.51,D,2M,Simbad,3015417171822283648,85.24896786829,-8.10091390169,365.22601300,348.00625600,384.67297400,357.84591700,344.82424900,372.57861300,10021
0.188612,85.2002083,-8.0996389,364,05 40 48.05,-08 05 58.7,9.91,0.03,9.14,0.03,8.75,0.02,8.25,0.01,7.98,0.01,7.7,0.01,6.95,0.01,3.8,0.01,0.04,-1.36,D,2M,Simbad,3015420058040252160,85.20025935163,-8.09962510098,397.06430100,312.78811600,509.01300000,325.75851400,260.49441500,426.58071900,10033
0.154550,85.6965833,-8.0991389,365,05 42 47.18,-08 05 56.9,13.72,0.03,12.87,0.03,12.42,0.03,12.17,0.01,11.9,0.01,11.74,0.01,11.22,0.02,8.32,0.07,0.09,-1.78,D,2M,Simbad,3015743211380365312,85.69658305807,-8.09918182977,419.69436600,409.69299300,431.71929900,419.11538700,407.95712300,431.27285800,10033
0.232332,85.3555833,-8.0985556,367,05 41 25.34,-08 05 54.8,10.6,0.03,9.82,0.02,9.29,0.02,8.0,0.01,7.16,0.01,6.44,0.01,5.24,0.01,1.58,0.04,0.0,0.3,P,2M,Simbad,3015417682922382336,85.35564473864,-8.09853403218,398.88986200,396.89535500,401.18527200,398.38824500,396.33960000,401.21051000,10033
0.103821,85.614875,-8.0906111,370,05 42 27.57,-08 05 26.2,14.62,0.03,13.61,0.03,13.14,0.04,12.74,0.01,12.49,0.01,12.22,0.03,11.63,0.04,8.41,0.07,0.27,-1.56,D,2M,Simbad,3015744139091971840,85.61487085549,-8.09063964576,526.24267600,477.99624600,589.98742700,499.58264200,453.27435300,542.60925300,10033
0.338969,85.1925,-8.0901389,371,05 40 46.20,-08 05 24.5,10.16,0.02,9.22,0.03,8.59,0.02,7.6,0.01,7.17,0.01,6.82,0.01,6.18,0.01,3.18,0.01,0.06,-1.23,D,2M,Simbad,3015420259902423552,85.19258867864,-8.09010487672,380.92703200,378.64621000,383.55355800,381.31835900,379.25988800,383.43716400,10033
0.239405,85.5302083,-8.0900833,372,05 42 07.25,-08 05 24.3,14.39,0.03,13.43,0.03,12.84,0.03,12.08,0.01,11.65,0.01,11.25,0.01,10.62,0.02,8.65,0.09,0.13,-1.17,D,2M,Simbad,3015745784065155328,85.53017793960,-8.09002397930,461.04269400,374.77185100,572.66229200,372.63787800,301.73394800,491.32440200,10022
0.091662,85.5815417,-8.0854444,375,05 42 19.57,-08 05 07.6,13.84,0.03,12.82,0.03,12.36,0.03,11.62,0.01,11.29,0.01,10.94,0.01,10.57,0.02,8.42,0.07,0.3,-1.63,D,2M,Simbad,3015745650921796224,85.58151636586,-8.08544002122,417.92190600,400.76348900,434.68182400,417.83953900,399.60583500,438.42971800,10033
0.436851,85.1950417,-8.0818333,376,05 40 46.81,-08 04 54.6,12.34,0.02,11.1,0.03,10.45,0.02,9.65,0.01,8.97,0.01,8.15,0.01,7.03,0.01,4.44,0.01,0.45,0.18,D,2M,Simbad,3015420298558420480,85.19516404962,-8.08184048587,398.16424600,391.99212600,405.31604000,397.15689100,390.80712900,402.89712500,10033
0.575560,85.7573333,-8.0805833,377,05 43 01.76,-08 04 50.1,11.97,0.02,10.96,0.03,10.43,0.02,9.96,0.01,9.89,0.01,9.69,0.01,9.23,0.01,5.26,0.01,0.24,-1.98,D,2M,Simbad,3015743486258266368,85.75741818715,-8.08071930545,404.46551500,400.15155000,408.96081500,402.34823600,397.89300500,406.77215600,10033
0.501990,85.377375,-8.0799722,378,05 41 30.57,-08 04 47.9,12.79,0.03,11.16,0.02,10.1,0.02,8.5,0.01,7.98,0.01,7.45,0.01,6.47,0.01,2.94,0.01,0.63,-0.5,D,2M,Simbad,3015418099535217024,85.37745914462,-8.08008401929,416.05789200,403.87207000,427.73135400,413.21289100,401.53375200,426.44775400,10033
0.087633,85.3764583,-8.0784444,379,05 41 30.35,-08 04 42.4,13.96,0.03,12.44,0.04,11.62,0.03,10.97,0.01,10.54,0.01,10.12,0.01,9.43,0.02,,,0.66,-1.08,D,2M,Simbad,3015418099535216896,85.37644829963,-8.07846663796,505.92935200,337.31332400,935.51483200,452.88797000,320.92935200,609.19171100,10033
0.137300,85.697625,-8.0681667,382,05 42 47.43,-08 04 05.4,13.72,0.03,12.92,0.03,12.55,0.03,12.21,0.01,11.91,0.01,11.5,0.01,10.47,0.01,7.27,0.03,0.09,-0.84,D,2M,Simbad,3015744379611467264,85.69766202789,-8.06817721303,423.16095000,411.52511600,441.97302200,415.57357800,403.73083500,433.08950800,10033
0.430675,85.1555417,-8.0675,383,05 40 37.33,-08 04 03.0,9.74,0.02,8.73,0.03,7.93,0.05,6.86,0.01,6.41,0.01,5.98,0.01,4.77,0.01,0.89,0.01,0.03,-0.47,D,2M,Simbad,3015421157551880064,85.15566217780,-8.06750909819,429.69632000,426.94101000,431.99667400,428.94009400,426.60290500,431.21554600,10033
0.553730,85.1707083,-8.0385,387,05 40 40.97,-08 02 18.6,13.5,0.02,11.79,0.03,10.85,0.02,9.85,0.01,9.5,0.01,9.24,0.01,8.46,0.01,4.88,0.01,0.83,-1.27,D,2M,Simbad,3015421501149262592,85.17086341992,-8.03849181269,467.20431500,428.50393700,515.64202900,441.71307400,411.31619300,474.96734600,10012
0.247501,85.6429167,-8.0367222,388,05 42 34.30,-08 02 12.2,14.17,0.03,13.53,0.03,13.14,0.04,12.45,0.01,12.13,0.01,11.73,0.01,10.98,0.02,8.58,0.07,0.0,-1.14,D,2M,Simbad,3015747639490617472,85.64298148487,-8.03669747066,507.80184900,476.89761400,541.07617200,495.34362800,460.35321000,538.73547400,10033
0.292180,84.7145,-8.0243056,390,05 38 51.48,-08 01 27.5,12.97,0.03,11.53,0.03,10.51,0.02,,,8.9,0.01,,,7.44,0.01,4.16,0.02,0.43,,D,2M,Simbad,3015617832694425728,84.71458086735,-8.02429237000,364.49572800,351.43615700,379.03299000,367.47692900,351.42022700,385.63189700,10031
0.142056,85.5460417,-8.0181944,394,05 42 11.05,-08 01 05.5,14.27,0.03,13.51,0.04,13.24,0.03,12.74,0.01,12.44,0.01,12.08,0.02,11.28,0.02,,,0.11,-1.16,D,2M,Simbad,3015748464124340224,85.54602552193,-8.01815833830,430.35226400,414.17297400,447.69113200,425.18319700,408.48007200,441.18322800,10033
0.335725,85.5232083,-8.0181667,395,05 42 05.57,-08 01 05.4,13.28,0.02,12.42,0.03,12.04,0.02,11.63,0.01,11.47,0.01,11.27,0.01,10.79,0.01,7.19,0.03,0.16,-1.87,D,2M,Simbad,3015747059671068288,85.52329384880,-8.01820569564,434.90603600,423.08239700,447.02621500,431.58514400,420.91067500,442.79885900,10033
0.363246,85.4571667,-8.0089167,399,05 41 49.72,-08 00 32.1,9.41,0.03,8.54,0.03,7.81,0.02,6.68,0.01,6.16,0.01,5.82,0.01,4.93,0.01,2.16,0.01,0.0,-0.88,D,2M,Simbad,3015794128216616576,85.45725565025,-8.00896592011,396.11319000,393.18219000,399.43103000,396.29971300,393.55233800,399.47079500,10033
0.202280,85.423625,-8.0051111,400,05 41 41.67,-08 00 18.4,16.15,0.09,14.79,0.06,14.11,0.07,13.65,0.01,13.16,0.01,12.68,0.02,11.89,0.03,7.09,0.02,0.57,-0.82,D,2M,Simbad,3015794544829498496,85.42359008656,-8.00515539316,410.19073500,339.92587300,520.39758300,826.29272500,535.87127700,1083.97778000,10033
0.144113,85.389125,-7.9989444,402,05 41 33.39,-07 59 56.2,13.73,0.03,12.04,0.02,11.22,0.02,9.99,0.01,9.92,0.01,9.07,0.01,8.83,0.01,4.49,0.01,0.88,-1.32,D,2M,Simbad,3015794785346358400,85.38910314779,-7.99897807862,313.88983200,284.21411100,336.77145400,318.03241000,291.32656900,353.02002000,10011
0.478011,85.4776667,-7.9867778,403,05 41 54.64,-07 59 12.4,12.36,0.03,11.06,0.02,10.35,0.02,9.62,0.01,9.31,0.01,8.99,0.01,8.44,0.01,5.47,0.01,0.46,-1.48,D,2M,Simbad,3015794269951586560,85.47780000662,-7.98676354526,413.78500400,397.59771700,428.26345800,413.41403200,400.63327000,429.91799900,10033
0.251638,85.56075,-7.98275,404,05 42 14.58,-07 58 57.9,12.76,0.03,11.85,0.02,11.4,0.02,10.85,0.01,10.52,0.01,10.11,0.01,9.26,0.01,5.95,0.01,0.17,-1.01,D,2M,Simbad,3015748708938504960,85.56082028150,-7.98274354258,441.04486100,429.28793300,455.46063200,440.84915200,430.00296000,452.47024500,10033
0.480653,85.6099583,-7.9823889,405,05 42 26.39,-07 58 56.6,12.74,0.03,11.44,0.03,10.83,0.03,10.15,0.01,9.87,0.01,9.52,0.01,8.94,0.01,,,0.54,-1.44,D,2M,Simbad,3015748846377753600,85.61008565788,-7.98243270602,316.57434100,261.41085800,409.30462600,351.00903300,282.27963300,512.23297100,10033
0.112067,85.610375,-7.9808056,407,05 42 26.49,-07 58 50.9,11.96,0.04,10.73,0.04,9.96,0.04,8.71,0.01,8.27,0.01,7.69,0.01,6.63,0.01,3.04,0.01,0.34,-0.43,D,2M,Simbad,3015748846377454336,85.61040500219,-7.98079631141,413.91146900,407.74523900,420.24054000,411.58755500,405.70752000,416.64541600,10033
0.148610,85.5595417,-7.9764444,408,05 42 14.29,-07 58 35.2,11.73,0.03,10.62,0.02,9.89,0.02,9.12,0.01,8.78,0.01,8.4,0.01,7.44,0.01,4.43,0.01,0.2,-0.91,D,2M,Simbad,3015748708938504064,85.55958122815,-7.97643129635,419.51815800,413.04577600,426.81271400,421.76760900,415.55770900,430.04666100,10033
0.473506,85.6214167,-7.9749167,410,05 42 29.14,-07 58 29.7,12.95,0.03,12.14,0.02,11.78,0.02,11.51,0.01,11.47,0.01,11.33,0.01,11.16,0.02,8.5,0.09,0.11,-2.42,D,2M,Simbad,3015748949456668032,85.62152142058,-7.97483580066,427.67355300,418.33886700,438.45556600,426.93185400,415.23480200,438.95925900,10033
0.253490,85.5367917,-7.9485278,418,05 42 08.83,-07 56 54.7,14.46,0.03,13.66,0.03,13.17,0.04,12.53,0.01,12.18,0.01,11.8,0.02,11.18,0.02,8.7,0.09,0.0,-1.29,D,2M,Simbad,3015796292880174208,85.53677101447,-7.94859516756,421.52053800,384.91058300,471.44097900,431.14880400,382.50091600,504.99926800,10021
0.244224,85.0855417,-7.9443333,421,05 40 20.53,-07 56 39.6,12.85,0.03,10.68,0.03,9.4,0.03,6.71,0.01,5.69,0.01,4.88,0.01,3.96,0.01,1.05,0.01,1.17,0.29,D,2M,Simbad,3015434794072060800,85.08560525037,-7.94435861330,434.44506800,366.60296600,516.23364300,436.48541300,378.01254300,548.84411600,10031
0.342655,85.0845417,-7.94025,422,05 40 20.29,-07 56 24.9,13.86,0.03,11.97,0.03,10.91,0.03,10.16,0.01,9.6,0.01,9.05,0.01,8.34,0.02,,,0.97,-0.75,D,2M,Simbad,3015434794072060928,85.08463029358,-7.94021311413,682.39953600,480.15936300,1039.51709000,646.87756300,490.72320600,827.35247800,10033
0.277812,85.5122083,-7.9390833,424,05 42 02.93,-07 56 20.7,11.66,0.03,10.79,0.02,10.31,0.02,9.88,0.01,9.42,0.01,9.21,0.01,8.44,0.01,4.85,0.01,0.09,-1.25,D,2M,Simbad,3015795987938499200,85.51227872628,-7.93911631495,417.95840500,414.57403600,421.30224600,417.06341600,413.47070300,420.70230100,10033
0.149616,85.4399583,-7.9319444,425,05 41 45.59,-07 55 55.0,14.01,0.03,13.07,0.02,12.4,0.02,11.63,0.01,11.13,0.01,10.72,0.01,9.76,0.01,7.08,0.02,0.05,-0.72,D,2M,Simbad,3015796911355479552,85.43999828066,-7.93195701831,416.21597300,399.75753800,433.21572900,412.44784500,393.97335800,430.37301600,10033
0.166534,85.1159167,-7.92675,428,05 40 27.82,-07 55 36.3,13.93,0.03,12.28,0.03,11.39,0.02,10.33,0.01,9.77,0.01,9.39,0.01,8.61,0.01,5.54,0.01,0.77,-0.9,D,2M,Simbad,3015436340260321408,85.11595090324,-7.92678150113,368.39984100,328.29003900,447.40045200,363.15649400,319.26565600,404.27356000,10033
0.310275,85.1039583,-7.9265,429,05 40 24.95,-07 55 35.4,12.45,0.02,11.37,0.03,10.66,0.02,9.52,0.01,8.96,0.01,8.62,0.01,7.98,0.01,5.75,0.01,0.19,-1.1,D,2M,Simbad,3015436310196498304,85.10402578329,-7.92644558584,394.69964600,387.44815100,403.02935800,394.48919700,386.23187300,403.72665400,10033
0.253119,85.3338333,-7.9232778,431,05 41 20.12,-07 55 23.8,14.49,0.03,12.68,0.03,11.73,0.03,10.69,0.01,10.21,0.01,9.84,0.01,9.24,0.01,6.0,0.02,0.95,-1.2,D,2M,Simbad,3015799320833015936,85.33385928399,-7.92334323156,1545.82568000,883.74243200,2205.85571000,5186.30420000,4435.91992000,6185.65430000,20033
0.195990,85.3884167,-7.91725,434,05 41 33.22,-07 55 02.1,12.21,0.03,11.17,0.02,10.53,0.02,9.54,0.01,9.15,0.01,8.87,0.01,8.21,0.01,5.54,0.02,0.18,-1.34,D,2M,Simbad,3015798633638359936,85.38843613780,-7.91730092380,419.49993900,414.92935200,425.28070100,419.68585200,415.01126100,424.75253300,10033
0.285093,85.0863333,-7.9165833,436,05 40 20.72,-07 54 59.7,13.15,0.03,11.47,0.02,10.42,0.03,8.84,0.01,8.01,0.01,7.43,0.01,6.49,0.01,2.91,0.01,0.71,-0.19,P,2M,Simbad,3015439265133998080,85.08637947751,-7.91664794949,597.97143600,490.90179400,761.42443800,704.07531700,523.54907200,1010.35480000,10031
0.076169,85.0588333,-7.8963333,443,05 40 14.12,-07 53 46.8,12.73,0.03,11.89,0.03,11.64,0.03,11.33,0.01,11.25,0.01,10.96,0.01,10.14,0.01,6.71,0.02,0.22,-1.45,D,2M,Simbad,3015439540011905280,85.05885321189,-7.89632564051,381.99176000,376.89624000,388.21429400,382.17730700,376.57617200,388.91333000,10033
0.316640,84.9417917,-7.8834722,450,05 39 46.03,-07 53 00.5,13.8,0.03,13.11,0.03,12.83,0.04,12.43,0.01,12.24,0.01,11.97,0.01,11.3,0.02,8.76,0.09,0.02,-1.54,D,2M,Simbad,3015626697506911616,84.94185687025,-7.88353194040,372.51461800,361.87292500,383.37927200,375.53585800,365.34640500,383.57800300,10033
0.143356,85.518125,-7.8733333,452,05 42 04.35,-07 52 24.0,13.45,0.03,12.56,0.02,12.11,0.02,11.62,0.01,11.35,0.01,11.04,0.01,10.41,0.01,7.94,0.05,0.14,-1.45,D,2M,Simbad,3015797637206232064,85.51810056435,-7.87336492010,518.11248800,394.34054600,690.78533900,947.47644000,646.42694100,1244.55872000,10022
0.329447,85.5185417,-7.8638056,453,05 42 04.45,-07 51 49.7,14.69,0.03,13.88,0.03,13.46,0.04,13.13,0.01,13.01,0.01,12.95,0.04,12.6,0.05,8.68,0.1,0.07,-2.26,D,2M,Simbad,3015797637206231936,85.51848172604,-7.86387520668,427.53427100,393.42300400,467.42532300,421.07150300,374.50445600,465.56674200,10033
0.442999,85.3195417,-7.8549722,454,05 41 16.69,-07 51 17.9,14.28,0.03,13.37,0.03,12.73,0.03,12.28,0.01,11.93,0.01,11.6,0.01,11.03,0.01,8.9,0.1,0.03,-1.41,D,2M,Simbad,3015811651683290624,85.31965839203,-7.85501438921,440.10162400,407.58670000,479.54171800,426.20694000,400.01489300,452.55255100,10011
0.310549,84.6465833,-7.8387778,458,05 38 35.18,-07 50 19.6,10.7,0.02,9.97,0.02,9.71,0.02,9.5,0.01,9.29,0.01,8.94,0.01,7.85,0.01,4.02,0.01,0.08,-0.95,D,2M,Simbad,3015637177227123072,84.64666685657,-7.83880208111,403.07449300,388.46838400,418.06478900,399.34875500,386.68231200,413.22882100,10033
0.273819,84.6185,-7.8335278,460,05 38 28.44,-07 50 00.7,15.67,0.08,14.95,0.09,14.57,0.11,13.9,0.01,13.54,0.02,13.28,0.07,12.29,0.06,,,0.0,-1.03,D,2M,Simbad,3015637413449317120,84.61842376548,-7.83353682840,382.31884800,316.30374100,502.43685900,472.99768100,410.01730300,574.65820300,10033
0.377452,85.47525,-7.8314444,461,05 41 54.06,-07 49 53.2,12.23,0.03,11.45,0.03,11.08,0.02,10.8,0.01,10.72,0.01,10.67,0.01,10.59,0.02,6.52,0.02,0.07,-2.6,D,2M,Simbad,3015800931444924928,85.47523348042,-7.83134083731,418.74441500,408.59164400,428.89550800,416.58386200,407.31741300,426.56057700,10033
0.671975,85.47525,-7.8314444,461,05 41 54.06,-07 49 53.2,12.23,0.03,11.45,0.03,11.08,0.02,10.8,0.01,10.72,0.01,10.67,0.01,10.59,0.02,6.52,0.02,0.07,-2.6,D,2M,Simbad,3015800935739447808,85.47523762615,-7.83163065673,420.39978000,405.66830400,431.75347900,421.52587900,409.32183800,435.21020500,10033
0.291319,85.3577083,-7.8307222,463,05 41 25.85,-07 49 50.6,12.62,0.03,11.2,0.02,10.55,0.02,10.11,0.01,9.95,0.01,9.73,0.01,9.02,0.01,4.03,0.01,0.67,-1.59,D,2M,Simbad,3015813202167314176,85.35778086990,-7.83075934448,434.51168800,417.02105700,454.23486300,426.78564500,410.45517000,444.31124900,10033
0.306044,84.8118333,-7.8289167,464,05 39 14.84,-07 49 44.1,12.81,0.02,12.13,0.03,11.86,0.03,11.45,0.01,11.13,0.01,10.81,0.01,10.04,0.01,7.22,0.03,0.0,-1.22,D,2M,Simbad,3015630644580548864,84.81191788917,-7.82890239914,400.20993000,375.34219400,425.78933700,395.39154100,373.41427600,418.43655400,10033
0.520155,85.3667083,-7.8228889,466,05 41 28.01,-07 49 22.4,15.75,0.06,14.5,0.06,13.58,0.05,11.96,0.01,11.3,0.01,10.66,0.01,9.99,0.01,6.7,0.02,0.26,-0.56,D,2M,Simbad,3015813236525381120,85.36685132587,-7.82291717109,283.17495700,264.25280800,305.63388100,341.69134500,292.56344600,364.96597300,10033
0.305459,85.0714583,-7.8206667,468,05 40 17.15,-07 49 14.4,12.49,0.02,10.85,0.03,9.88,0.02,8.85,0.01,8.5,0.01,7.96,0.01,7.29,0.01,4.05,0.01,0.72,-1.01,D,2M,Simbad,3015441189279345024,85.07154017271,-7.82069160893,451.97265600,428.41882300,473.07449300,471.39566000,453.70303300,487.03793300,10011
0.315906,84.9175833,-7.8166667,472,05 39 40.22,-07 49 00.0,15.17,0.05,14.46,0.06,14.09,0.08,13.51,0.01,13.1,0.01,12.79,0.03,12.03,0.03,9.0,0.12,0.0,-1.17,D,2M,Simbad,3015628003177209344,84.91766443401,-7.81663149490,396.79946900,362.25799600,449.12936400,390.36526500,361.76882900,430.85430900,10033
0.164455,85.249625,-7.8044444,476,05 40 59.91,-07 48 16.0,13.97,0.03,12.62,0.03,11.89,0.03,10.85,0.01,10.36,0.01,9.93,0.01,9.25,0.01,6.86,0.03,0.51,-1.01,D,2M,Simbad,3015812991713306112,85.24966154386,-7.80447225714,431.91827400,399.86785900,471.79095500,423.77096600,396.12197900,457.21072400,10033
0.747943,85.239375,-7.8024444,477,05 40 57.45,-07 48 08.8,12.91,0.02,11.16,0.03,10.19,0.02,9.27,0.01,8.68,0.01,8.19,0.01,7.31,0.01,3.94,0.01,0.84,-0.6,D,2M,Simbad,3015812996007228160,85.23958468181,-7.80244141305,409.24575800,349.39746100,481.85388200,552.10485800,532.28405800,576.44781500,10010
0.092974,85.245375,-7.8004167,478,05 40 58.89,-07 48 01.5,14.55,0.04,13.18,0.04,12.02,0.04,10.6,0.01,10.03,0.01,9.44,0.01,8.62,0.01,6.03,0.02,0.23,-0.56,D,2M,Simbad,3015812996007227520,85.24539585159,-7.80040120137,580.05169700,473.26886000,707.19928000,547.38269000,459.66119400,643.25665300,10033
2.109144,85.245375,-7.8004167,478,05 40 58.89,-07 48 01.5,14.55,0.04,13.18,0.04,12.02,0.04,10.6,0.01,10.03,0.01,9.44,0.01,8.62,0.01,6.03,0.02,0.23,-0.56,D,2M,Simbad,3015812991713513344,85.24538870675,-7.80100241592,364.17547600,305.44015500,434.27703900,388.59317000,334.00305200,459.73059100,10033
0.105782,85.0260833,-7.7956944,480,05 40 06.26,-07 47 44.5,12.98,0.02,12.23,0.03,11.98,0.03,11.76,0.01,11.64,0.01,11.56,0.01,10.9,0.03,5.93,0.01,0.11,-1.88,D,2M,Simbad,3015628965249638272,85.02611286109,-7.79569202733,384.01843300,379.35452300,389.64984100,383.36422700,377.87674000,388.26397700,10033
