_RAJ2000,_DEJ2000,recno,Seq,Cloud,ID,Av,alpha,Tbol,Lbol,alpha0,Tbol0,Lbol0,AGB?,Core?,F1.25,e_F1.25,F1.65,e_F1.65,F2.17,e_F2.17,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,F24,e_F24,F70,e_F70,F0.36,e_F0.36,F0.44,e_F0.44,F0.55,e_F0.55,F0.64,e_F0.64,F0.665,e_F0.665,F0.79,e_F0.79,F0.914,e_F0.914,F0.96,e_F0.96,F3.4,e_F3.4,F5.0,e_F5.0,F6.7,e_F6.7,F12,e_F12,F14,e_F14,F22,e_F22,F160,e_F160,F350,e_F350,F450,e_F450,F850,e_F850,F1100,e_F1100,F1200,e_F1200,F1300,e_F1300,SED,SimbadName,_RA,_DE
246.701667,-24.477222,2159,2159,Ophiuchus,J162648.4-242838,9.8,0.02,440.0,0.12,-0.06,570.0,0.17,N,Y,0.093,0.0046,2.7,0.17,22.0,1.2,79.0,5.6,110.0,6.7,130.0,7.6,150.0,8.2,450.0,47.0,1100,200.0,,,,,,,,,,,,,,,,,,,,,,,180.0,6.3,,,550.0,31.0,,,,,,,,,98,9.8,,,,,SED,SSTc2d J162648.4-242838,246.7017,-24.4772
246.7025,-23.942778,2160,2160,Ophiuchus,J162648.6-235634,6.3,-0.77,1300.0,0.3,-1.0,1600.0,0.57,N,-,110.0,5.7,220.0,12.0,280.0,15.0,310.0,26.0,310.0,25.0,250.0,20.0,240.0,20.0,680.0,72.0,380,64.0,,,,,,,,,,,,,,,,,,,,,,,240.0,3.7,,,590.0,12.0,,,,,,,,,,,,,,,SED,SSTc2d J162648.6-235634,246.7025,-23.9428
246.70375,-24.640278,2161,2161,Ophiuchus,J162648.9-243825,14.5,-0.93,1000.0,0.083,-1.31,1600.0,0.29,N,-,6.3,0.38,27.0,1.7,68.0,3.9,100.0,7.8,140.0,11.0,100.0,7.1,87.0,6.6,120.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,160.0,3.3,,,290.0,8.7,,,,,,,,,,,,,,,SED,SSTc2d J162648.9-243825,246.7037,-24.6403
246.71625,-24.510833,2162,2162,Ophiuchus,J162651.9-243039,9.8,-0.15,680.0,0.011,-0.15,800.0,0.018,N,-,0.13,0.0065,0.25,0.053,2.8,0.18,13.0,0.94,21.0,1.2,23.0,1.3,25.0,1.4,41.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162651.9-243039,246.7162,-24.5108
246.7225,-24.543333,2163,2163,Ophiuchus,J162653.4-243236,9.8,-0.23,650.0,0.014,-0.2,760.0,0.023,N,-,0.051,0.0025,0.33,0.016,3.8,0.22,17.0,1.2,23.0,1.4,22.0,1.4,16.0,1.1,79.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,,,120.0,5.0,,,,,,,,,,,,,,,SED,SSTc2d J162653.4-243236,246.7225,-24.5433
246.725833,-24.410278,2164,2164,Ophiuchus,J162654.2-242437,9.8,-0.29,730.0,0.0089,-0.21,840.0,0.015,N,-,0.14,0.0072,0.21,0.057,2.0,0.13,13.0,0.89,18.0,1.1,21.0,1.2,19.0,1.1,26.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.1,,,47.0,3.5,,,,,,,,,,,,,,,SED,SSTc2d J162654.2-242437,246.7258,-24.4103
246.726667,-24.438889,2165,2165,Ophiuchus,J162654.4-242620,20.6,-0.92,1100.0,0.075,-1.49,1700.0,0.46,N,-,2.1,0.12,22.0,1.2,66.0,3.5,110.0,7.7,120.0,8.3,120.0,8.0,120.0,7.8,99.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,2.6,,,100.0,7.1,,,,,,,,,,,,,,,SED,SSTc2d J162654.4-242620,246.7267,-24.4389
246.727917,-24.450556,2166,2166,Ophiuchus,J162654.7-242702,21.1,-0.41,790.0,0.0086,-1.0,1400.0,0.04,N,-,0.14,0.007,1.1,0.09,4.8,0.28,9.9,0.69,11.0,0.73,12.0,0.74,12.0,0.76,33.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.8,,,60.0,4.7,,,,,,,,,,,,,,,SED,SSTc2d J162654.7-242702,246.7279,-24.4506
246.735,-24.550278,2167,2167,Ophiuchus,J162656.4-243301,0.0,-0.44,460.0,0.004,-0.51,460.0,0.004,N,-,,,,,,,4.6,0.32,7.7,0.44,10.0,0.55,9.9,0.53,12.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.52,,,38.0,3.1,,,,,,,,,,,,,,,SED,SSTc2d J162656.4-243301,246.735,-24.5503
246.73625,-24.230833,2168,2168,Ophiuchus,J162656.7-241351,11.7,-1.01,1300.0,0.13,-1.34,1700.0,0.41,N,-,20.0,1.1,77.0,4.1,130.0,7.0,180.0,13.0,150.0,15.0,170.0,12.0,150.0,12.0,160.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.7,,,160.0,5.1,,,,,,,,,,,,,,,SED,SSTc2d J162656.7-241351,246.7362,-24.2308
246.73875,-24.593889,2169,2169,Ophiuchus,J162657.3-243538,24.3,-0.66,940.0,0.0064,-1.45,1600.0,0.045,N,-,0.084,0.0042,0.95,0.08,5.0,0.29,7.7,0.77,12.0,0.7,12.0,0.7,11.0,0.69,12.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162657.3-243538,246.7387,-24.5939
246.7425,-24.627778,2170,2170,Ophiuchus,J162658.2-243740,9.8,-0.29,710.0,0.0052,-0.33,840.0,0.0086,N,-,0.086,0.0043,0.21,0.01,1.1,0.1,7.1,0.5,9.7,0.59,11.0,0.67,10.0,0.61,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162658.2-243740,246.7425,-24.6278
246.742917,-24.358056,2171,2171,Ophiuchus,J162658.3-242129,19.8,-0.84,1000.0,0.019,-1.43,1700.0,0.11,N,-,0.63,0.053,5.8,0.32,17.0,0.92,26.0,1.8,27.0,1.8,26.0,1.8,26.0,1.8,34.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.4,,,53.0,3.8,,,,,,,,,,,,,,,SED,SSTc2d J162658.3-242129,246.7429,-24.3581
246.743333,-24.758611,2172,2172,Ophiuchus,J162658.4-244531,10.7,-0.45,840.0,1.3,-0.7,1300.0,2.7,N,Y,110.0,6.5,360.0,35.0,640.0,41.0,1400.0,97.0,1400.0,100.0,1700.0,110.0,2000.0,120.0,2200.0,430.0,6400,700.0,,,,,,,,,,,,,,,,,,,,,,,1200.0,65.0,,,2700.0,170.0,,,,,,,550.0,55.0,,,,,,,SED,SSTc2d J162658.4-244531,246.7433,-24.7586
246.744167,-24.309444,2173,2173,Ophiuchus,J162658.6-241834,16.8,-0.72,1100.0,0.019,-1.27,1600.0,0.082,N,-,1.0,0.07,6.4,0.36,17.0,0.91,23.0,1.6,25.0,1.7,25.0,1.7,26.0,1.7,40.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.69,,,56.0,3.4,,,,,,,,,,,,,,,SED,SSTc2d J162658.6-241834,246.7442,-24.3094
246.744167,-24.415278,2174,2174,Ophiuchus,J162658.6-242455,17.2,-0.48,820.0,0.0026,-0.81,1200.0,0.0079,N,-,0.052,0.0026,0.26,0.013,0.89,0.087,3.7,0.26,5.2,0.31,5.7,0.33,5.8,0.35,4.4,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162658.6-242455,246.7442,-24.4153
246.745833,-24.598889,2175,2175,Ophiuchus,J162659.0-243556,18.2,-1.01,1200.0,0.011,-1.66,1800.0,0.063,N,-,0.61,0.06,4.7,0.27,13.0,0.68,14.0,1.0,14.0,0.97,12.0,0.91,10.0,0.89,20.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162659.0-243556,246.7458,-24.5989
246.74625,-24.584167,2176,2176,Ophiuchus,J162659.1-243503,9.8,1.99,110.0,1.5,1.85,120.0,1.7,N,-,,,,,,,0.9,0.25,,,250.0,30.0,550.0,130.0,5600.0,840.0,48000,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162659.1-243503,246.7462,-24.5842
246.759583,-24.624167,2177,2177,Ophiuchus,J162702.3-243727,9.8,1.53,420.0,3.3,0.92,520.0,4.8,N,Y,3.4,0.2,66.0,3.6,400.0,21.0,1400.0,120.0,2000.0,160.0,5000.0,450.0,11000.0,1500.0,,,29000,3100.0,,,,,,,,,,,,,,,,,,,,,,,6600.0,160.0,,,7200.0,86.0,,,,,,,,,260,26.0,,,,,SED,SSTc2d J162702.3-243727,246.7596,-24.6242
246.762083,-24.437222,2178,2178,Ophiuchus,J162702.9-242614,9.8,-0.19,380.0,0.036,-0.23,550.0,0.05,N,Y,0.25,0.013,0.56,0.062,6.3,0.36,24.0,1.8,33.0,2.0,36.0,2.1,33.0,2.0,93.0,9.8,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.93,,,100.0,3.4,,,,,,,530.0,53.0,,,,,,,SED,SSTc2d J162702.9-242614,246.7621,-24.4372
246.764583,-24.334722,2179,2179,Ophiuchus,J162703.5-242005,9.8,-0.09,770.0,0.0046,-0.42,1100.0,0.0088,N,-,0.2,0.045,1.1,0.081,2.5,0.16,4.0,0.28,4.7,0.3,5.4,0.33,6.0,0.36,31.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,6.7,0.33,,,46.0,2.4,,,,,,,,,,,,,,,SED,SSTc2d J162703.5-242005,246.7646,-24.3347
246.767083,-24.474722,2180,2180,Ophiuchus,J162704.1-242829,9.8,0.04,640.0,0.079,-0.22,800.0,0.13,N,-,0.28,0.05,6.0,0.34,30.0,1.6,70.0,5.0,88.0,5.6,95.0,5.8,140.0,7.6,490.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,210.0,3.8,,,710.0,16.0,,,,,,,,,,,,,,,SED,SSTc2d J162704.1-242829,246.7671,-24.4747
246.76875,-24.454167,2181,2181,Ophiuchus,J162704.5-242715,23.6,-0.43,800.0,0.039,-1.13,1500.0,0.23,N,-,0.41,0.055,6.3,0.36,22.0,1.2,46.0,3.2,48.0,3.3,46.0,3.2,47.0,3.2,160.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1.8,,,250.0,8.9,,,,,,,,,,,,,,,SED,SSTc2d J162704.5-242715,246.7687,-24.4542
246.771667,-24.608056,2182,2182,Ophiuchus,J162705.2-243629,9.8,1.27,97.0,0.16,1.08,120.0,0.18,N,Y,0.056,0.0028,0.28,0.014,1.1,0.11,6.1,0.46,11.0,0.66,17.0,0.87,30.0,1.5,460.0,48.0,3500,430.0,,,,,,,,,,,,,,,,,,,,,,,37.0,0.65,,,600.0,14.0,,,,,,,1800.0,180.0,290,29.0,,,,,SED,SSTc2d J162705.2-243629,246.7717,-24.6081
246.773333,-24.670278,2183,2183,Ophiuchus,J162705.6-244013,20.3,-0.76,830.0,0.0036,-1.16,1300.0,0.014,N,-,0.059,0.0029,0.3,0.057,1.7,0.13,5.5,0.38,6.6,0.42,6.8,0.43,5.4,0.38,6.1,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.5,,,,,,,,,,,,,,,SED,SSTc2d J162705.6-244013,246.7733,-24.6703
246.774583,-24.438333,2184,2184,Ophiuchus,J162705.9-242618,28.6,-1.07,1000.0,0.031,-1.83,1700.0,0.35,N,-,0.2,0.045,4.7,0.26,26.0,1.4,56.0,3.9,57.0,3.9,55.0,3.8,46.0,3.6,35.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.91,,,20.0,3.3,,,,,,,,,,,,,,,SED,SSTc2d J162705.9-242618,246.7746,-24.4383
246.774583,-24.476667,2185,2185,Ophiuchus,J162705.9-242836,15.2,-0.74,1100.0,0.0044,-1.25,1700.0,0.017,N,-,0.35,0.049,1.7,0.12,4.3,0.24,5.4,0.38,5.2,0.37,5.3,0.43,5.4,0.4,11.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162705.9-242836,246.7746,-24.4767
246.777083,-24.696667,2186,2186,Ophiuchus,J162706.5-244148,4.6,-0.87,1500.0,0.031,-1.09,1700.0,0.051,N,-,17.0,0.93,28.0,1.5,33.0,1.8,29.0,2.0,24.0,1.9,22.0,1.8,22.0,1.8,58.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.71,,,57.0,3.5,,,,,,,,,,,,,,,SED,SSTc2d J162706.5-244148,246.7771,-24.6967
246.777917,-24.637222,2187,2187,Ophiuchus,J162706.7-243814,9.8,0.61,330.0,0.48,0.72,420.0,0.64,N,Y,0.19,0.0098,2.0,0.14,27.0,1.5,240.0,18.0,420.0,27.0,550.0,30.0,700.0,36.0,2800.0,300.0,6100,670.0,,,,,,,,,,,,,,,,,,,,,,,250.0,3.7,,,1500.0,29.0,,,,,,,1200.0,120.0,160,16.0,,,,,SED,SSTc2d J162706.7-243814,246.7779,-24.6372
246.7875,-24.2,2188,2188,Ophiuchus,J162709.0-241200,9.6,-1.23,1400.0,0.065,-1.57,1800.0,0.18,N,-,17.0,0.95,52.0,2.8,80.0,4.3,72.0,5.2,66.0,5.2,63.0,4.7,58.0,4.7,47.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,47.0,1.1,,,61.0,3.4,,,,,,,,,,,,,,,SED,SSTc2d J162709.0-241200,246.7875,-24.2
246.7875,-24.568889,2189,2189,Ophiuchus,J162709.0-243408,15.0,-0.91,1000.0,0.22,-1.31,1600.0,0.8,N,-,15.0,0.83,86.0,4.6,180.0,9.6,260.0,20.0,310.0,21.0,270.0,18.0,220.0,17.0,340.0,36.0,780,160.0,,,,,,,,,,,,,,,,,,,,,,,200.0,3.3,,,410.0,12.0,,,,,,,,,,,,,,,SED,SSTc2d J162709.0-243408,246.7875,-24.5689
246.78875,-24.672778,2190,2190,Ophiuchus,J162709.3-244022,9.8,-0.09,750.0,0.042,-0.33,910.0,0.074,N,-,0.19,0.0095,3.9,0.23,20.0,1.1,44.0,3.1,54.0,3.5,65.0,3.8,93.0,5.1,200.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.8,,,220.0,6.3,,,,,,,,,,,,,,,SED,SSTc2d J162709.3-244022,246.7887,-24.6728
246.789167,-24.621667,2191,2191,Ophiuchus,J162709.4-243718,9.8,1.69,370.0,13.0,1.06,420.0,18.0,N,Y,0.31,0.053,39.0,2.5,930.0,50.0,,,,,13000.0,1400.0,,,,,49000,5200.0,,,,,,,,,,,,,,,,,,,,,,,43000.0,310.0,,,63000.0,120.0,,,,,,,1200.0,120.0,57,5.7,,,,,SED,SSTc2d J162709.4-243718,246.7892,-24.6217
246.79625,-24.679444,2192,2192,Ophiuchus,J162711.1-244046,9.8,-0.05,610.0,0.21,-0.11,740.0,0.33,N,-,0.2,0.0099,7.2,0.4,56.0,3.0,200.0,15.0,310.0,23.0,360.0,20.0,370.0,21.0,910.0,95.0,910,150.0,,,,,,,,,,,,,,,,,,,,,,,290.0,4.3,,,840.0,18.0,,,,,,,,,,,,,,,SED,SSTc2d J162711.1-244046,246.7962,-24.6794
246.79875,-24.641944,2193,2193,Ophiuchus,J162711.7-243831,35.7,-0.43,760.0,0.14,-1.04,1200.0,1.2,N,-,0.058,0.0029,0.97,0.077,25.0,1.3,220.0,16.0,350.0,24.0,410.0,23.0,330.0,20.0,220.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.9,,,330.0,7.6,,,,,,,,,,,,,,,SED,SSTc2d J162711.7-243831,246.7987,-24.6419
246.800417,-24.580278,2194,2194,Ophiuchus,J162712.1-243449,17.7,-0.82,1000.0,0.023,-1.25,1600.0,0.098,N,-,0.9,0.067,5.8,0.31,17.0,0.9,34.0,2.4,36.0,2.4,34.0,2.4,31.0,2.2,43.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,29.0,1.2,,,68.0,3.4,,,,,,,,,,,,,,,SED,SSTc2d J162712.1-243449,246.8004,-24.5803
246.805,-24.6925,2195,2195,Ophiuchus,J162713.2-244133,40.9,-2.01,1100.0,0.11,-3.11,1900.0,4.0,Y,-,0.091,0.0045,11.0,0.61,97.0,5.1,230.0,17.0,190.0,15.0,200.0,15.0,110.0,13.0,12.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,41.0,0.83,,,18.0,1.6,,,,,,,,,,,,,,,SED,SSTc2d J162713.2-244133,246.805,-24.6925
246.807083,-24.304444,2196,2196,Ophiuchus,J162713.7-241816,11.5,-0.96,1300.0,0.12,-1.32,1700.0,0.39,N,-,20.0,1.1,82.0,4.5,130.0,6.8,160.0,12.0,140.0,12.0,150.0,11.0,130.0,11.0,180.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,87.0,1.6,,,180.0,4.6,,,,,,,,,,,,,,,SED,SSTc2d J162713.7-241816,246.8071,-24.3044
246.8075,-24.725278,2197,2197,Ophiuchus,J162713.8-244331,9.8,-0.22,830.0,0.094,-0.78,1300.0,0.19,N,-,7.5,0.41,33.0,1.8,68.0,3.6,56.0,4.0,61.0,4.2,71.0,4.4,120.0,6.3,310.0,33.0,580,71.0,,,,,,,,,,,,,,,,,,,,,,,160.0,2.2,,,420.0,13.0,,,,,,,,,,,,,,,SED,SSTc2d J162713.8-244331,246.8075,-24.7253
246.81,-24.445833,2198,2198,Ophiuchus,J162714.4-242645,9.8,-0.01,710.0,0.03,-0.01,790.0,0.051,N,-,0.055,0.0027,0.75,0.068,8.3,0.46,35.0,2.4,58.0,3.3,74.0,3.9,82.0,4.4,130.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,5.5,,,130.0,8.0,,,,,,,,,,,,,,,SED,SSTc2d J162714.4-242645,246.81,-24.4458
246.812917,-24.860556,2199,2199,Ophiuchus,J162715.1-245138,2.3,-1.06,1700.0,0.11,-1.21,1800.0,0.15,N,-,90.0,4.9,130.0,6.9,120.0,6.2,83.0,5.8,73.0,5.5,59.0,5.0,52.0,4.8,140.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,0.94,,,170.0,5.0,,,,,,,,,,,,,,,SED,SSTc2d J162715.1-245138,246.8129,-24.8606
246.814167,-24.444167,2200,2200,Ophiuchus,J162715.4-242639,30.9,-0.39,790.0,0.099,-1.04,1400.0,0.78,N,-,0.17,0.042,4.2,0.24,32.0,1.7,150.0,11.0,210.0,13.0,240.0,14.0,220.0,13.0,280.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,130.0,6.8,,,270.0,13.0,,,,,,,,,,,,,,,SED,SSTc2d J162715.4-242639,246.8142,-24.4442
246.814583,-24.514722,2201,2201,Ophiuchus,J162715.5-243053,9.8,0.01,590.0,0.023,-0.02,680.0,0.037,N,-,0.099,0.0049,0.34,0.059,5.1,0.29,19.0,1.3,31.0,1.8,41.0,2.2,51.0,2.6,75.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,59.0,1.4,,,180.0,5.4,,,,,,,,,,,,,,,SED,SSTc2d J162715.5-243053,246.8146,-24.5147
246.815833,-24.420278,2202,2202,Ophiuchus,J162715.8-242513,9.8,-0.09,660.0,0.011,-0.21,800.0,0.018,N,-,0.097,0.0049,0.49,0.07,3.5,0.2,11.0,0.76,15.0,0.89,17.0,0.96,20.0,1.1,49.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,20.0,2.5,,,88.0,5.0,,,,,,,,,,,,,,,SED,SSTc2d J162715.8-242513,246.8158,-24.4203
246.815833,-24.645278,2203,2203,Ophiuchus,J162715.8-243843,18.6,-0.7,220.0,0.63,-1.58,830.0,1.1,N,Y,4.4,0.32,32.0,2.6,97.0,5.9,130.0,9.4,140.0,11.0,140.0,11.0,99.0,13.0,820.0,290.0,16000,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,66.0,,,,,,,SED,SSTc2d J162715.8-243843,246.8158,-24.6453
246.817917,-24.520556,2204,2204,Ophiuchus,J162716.3-243114,9.8,0.16,620.0,0.021,0.04,670.0,0.033,N,-,0.053,0.0026,0.086,0.0043,0.62,0.089,20.0,1.4,53.0,2.8,67.0,3.3,51.0,2.6,130.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.7,,,120.0,4.2,,,,,,,,,,,,,,,SED,SSTc2d J162716.3-243114,246.8179,-24.5206
246.822917,-24.482222,2205,2205,Ophiuchus,J162717.5-242856,9.8,0.25,190.0,0.52,0.36,260.0,0.61,N,Y,0.21,0.01,1.8,0.18,16.0,0.96,130.0,9.0,210.0,13.0,290.0,16.0,270.0,15.0,780.0,84.0,12000,1400.0,,,,,,,,,,,,,,,,,,,,,,,150.0,5.3,,,1700.0,43.0,,,,,,,90.0,9.0,230,23.0,,,,,SED,SSTc2d J162717.5-242856,246.8229,-24.4822
246.822917,-24.086944,2206,2206,Ophiuchus,J162717.5-240513,6.4,-0.75,1000.0,0.073,-0.63,1200.0,0.12,N,-,13.0,0.7,26.0,1.4,34.0,1.8,110.0,9.1,130.0,9.7,130.0,9.0,130.0,8.6,95.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,94.0,1.7,,,140.0,5.1,,,,,,,,,,,,,,,SED,SSTc2d J162717.5-240513,246.8229,-24.0869
246.82625,-24.653889,2207,2207,Ophiuchus,J162718.3-243914,9.8,0.18,630.0,0.043,0.2,710.0,0.07,N,-,0.054,0.0027,0.63,0.065,8.6,0.47,44.0,3.1,72.0,4.1,91.0,4.9,110.0,5.8,250.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,94.0,1.7,,,250.0,9.5,,,,,,,,,,,,,,,SED,SSTc2d J162718.3-243914,246.8262,-24.6539
246.826667,-24.484722,2208,2208,Ophiuchus,J162718.4-242905,21.9,-0.59,930.0,0.13,-1.22,1600.0,0.75,N,-,2.3,0.13,26.0,1.4,89.0,4.7,170.0,17.0,200.0,14.0,230.0,15.0,250.0,15.0,270.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162718.4-242905,246.8267,-24.4847
246.83,-24.478611,2209,2209,Ophiuchus,J162719.2-242843,9.8,-0.03,660.0,0.088,0.07,740.0,0.14,N,-,0.14,0.0072,1.4,0.13,17.0,0.94,99.0,7.1,160.0,9.7,210.0,12.0,200.0,11.0,330.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162719.2-242843,246.83,-24.4786
246.839167,-24.695278,2210,2210,Ophiuchus,J162721.4-244143,9.8,-0.03,610.0,1.1,-0.03,720.0,1.8,N,Y,1.3,0.082,33.0,1.8,270.0,14.0,1100.0,79.0,1600.0,100.0,2100.0,120.0,3000.0,190.0,3500.0,370.0,2900,330.0,,,,,,,,,,,,,,,,,,,,,,,2100.0,32.0,,,3800.0,88.0,,,,,,,,,130,13.0,,,,,SED,SSTc2d J162721.4-244143,246.8392,-24.6953
246.840417,-24.498056,2211,2211,Ophiuchus,J162721.7-242953,9.8,0.72,430.0,0.81,1.0,480.0,1.2,N,-,0.055,0.0028,0.72,0.075,31.0,1.7,470.0,38.0,930.0,56.0,1400.0,77.0,1700.0,100.0,4400.0,460.0,5100,580.0,,,,,,,,,,,,,,,,,,,,,,,1600.0,19.0,,,4700.0,61.0,,,,,,,,,,,,,,,SED,SSTc2d J162721.7-242953,246.8404,-24.4981
246.840833,-24.4575,2212,2212,Ophiuchus,J162721.8-242727,9.8,-0.05,180.0,0.019,-0.07,290.0,0.022,N,Y,0.13,0.0064,0.082,0.0041,1.0,0.098,5.5,0.39,8.5,0.49,8.5,0.5,6.0,0.41,45.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,39.0,,,,,SED,SSTc2d J162721.8-242727,246.8408,-24.4575
246.845417,-24.801944,2213,2213,Ophiuchus,J162722.9-244807,3.9,-1.04,1500.0,0.12,-1.27,1700.0,0.18,N,-,68.0,3.7,120.0,6.3,120.0,6.4,100.0,7.2,89.0,6.8,85.0,6.5,100.0,7.2,92.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.9,,,140.0,3.6,,,,,,,,,,,,,,,SED,SSTc2d J162722.9-244807,246.8454,-24.8019
246.852083,-24.684167,2214,2214,Ophiuchus,J162724.5-244103,9.8,1.01,170.0,0.31,1.23,230.0,0.37,N,Y,0.13,0.0063,0.24,0.012,2.3,0.16,54.0,3.8,130.0,7.0,190.0,11.0,200.0,9.9,1300.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,240.0,3.5,,,1600.0,33.0,,,,,,,5300.0,530.0,390,39.0,,,,,SED,SSTc2d J162724.5-244103,246.8521,-24.6842
246.8525,-24.493056,2215,2215,Ophiuchus,J162724.6-242935,29.1,-1.45,1100.0,0.0069,-2.26,1800.0,0.093,N,-,0.052,0.0026,1.3,0.11,7.1,0.39,13.0,0.91,12.0,0.88,11.0,0.84,6.4,0.73,4.3,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162724.6-242935,246.8525,-24.4931
246.859167,-24.323056,2216,2216,Ophiuchus,J162726.2-241923,14.2,-0.93,1100.0,0.0047,-1.36,1700.0,0.017,N,-,0.44,0.048,2.0,0.14,4.5,0.25,6.2,0.43,6.3,0.43,6.5,0.44,6.8,0.45,5.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,5.9,0.3,,,8.9,2.0,,,,,,,,,,,,,,,SED,SSTc2d J162726.2-241923,246.8592,-24.3231
246.859167,-24.712778,2217,2217,Ophiuchus,J162726.2-244246,9.8,0.08,600.0,0.019,-0.13,740.0,0.031,N,-,0.12,0.0062,0.87,0.076,5.8,0.32,16.0,1.1,21.0,1.3,26.0,1.5,31.0,1.7,110.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,0.82,,,190.0,5.0,,,,,,,,,,,,,,,SED,SSTc2d J162726.2-244246,246.8592,-24.7128
246.860417,-24.431667,2218,2218,Ophiuchus,J162726.5-242554,2.0,-0.76,1500.0,0.013,-0.93,1600.0,0.016,N,-,10.0,0.55,12.0,0.63,12.0,0.67,10.0,0.72,10.0,0.71,9.8,0.71,12.0,0.82,20.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTc2d J162726.5-242554,246.8604,-24.4317
246.862083,-24.680556,2219,2219,Ophiuchus,J162726.9-244050,9.8,1.17,240.0,2.6,1.15,300.0,3.3,N,Y,0.062,0.0031,4.0,0.3,84.0,4.7,630.0,47.0,1200.0,81.0,1800.0,97.0,2200.0,130.0,,,34000,3700.0,,,,,,,,,,,,,,,,,,,,,,,2600.0,40.0,,,15000.0,260.0,,,,,,,3900.0,390.0,1200,120.0,,,,,SED,SSTc2d J162726.9-244050,246.8621,-24.6806
246.86375,-24.521111,2220,2220,Ophiuchus,J162727.3-243116,11.9,-0.94,1300.0,0.11,-1.38,1800.0,0.37,N,-,18.0,1.0,72.0,3.9,130.0,6.6,130.0,9.4,120.0,8.6,100.0,8.1,98.0,8.0,200.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.2,,,230.0,7.1,,,,,,,,,,,,,,,SED,SSTc2d J162727.3-243116,246.8637,-24.5211
