_RAJ2000,_DEJ2000,recno,Seq,Cloud,ID,Av,alpha,Tbol,Lbol,alpha0,Tbol0,Lbol0,AGB?,Core?,F1.25,e_F1.25,F1.65,e_F1.65,F2.17,e_F2.17,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,F24,e_F24,F70,e_F70,F0.36,e_F0.36,F0.44,e_F0.44,F0.55,e_F0.55,F0.64,e_F0.64,F0.665,e_F0.665,F0.79,e_F0.79,F0.914,e_F0.914,F0.96,e_F0.96,F3.4,e_F3.4,F5.0,e_F5.0,F6.7,e_F6.7,F12,e_F12,F14,e_F14,F22,e_F22,F160,e_F160,F350,e_F350,F450,e_F450,F850,e_F850,F1100,e_F1100,F1200,e_F1200,F1300,e_F1300,SED,SimbadName,_RA,_DE
270.436667,-4.828056,1,1,Aquila,J180144.8-044941,8.2,-2.16,1700.0,3.0,-2.52,2000.0,8.2,N,-,290.0,7.3,820.0,33.0,1100.0,21.0,620.0,36.0,420.0,24.0,350.0,17.0,220.0,11.0,67.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,160.0,2.3,,,87.0,2.3,,,,,,,,,,,,,,,SED,SSTgbs J1801448-044941,270.4367,-4.8281
270.440833,-4.983889,2,2,Aquila,J180145.8-045902,8.0,-2.14,1700.0,1.4,-2.56,2000.0,3.7,N,-,140.0,3.3,370.0,14.0,480.0,9.3,300.0,15.0,160.0,7.7,150.0,6.9,92.0,4.3,36.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,70.0,1.0,,,47.0,1.6,,,,,,,,,,,,,,,SED,SSTgbs J1801458-045902,270.4408,-4.9839
270.475833,-4.631389,3,3,Aquila,J180154.2-043753,12.4,-2.57,2100.0,0.52,-3.22,2600.0,4.7,Y,-,220.0,5.2,180.0,3.4,120.0,2.3,53.0,2.8,34.0,1.7,23.0,1.1,13.0,0.65,3.2,0.38,36,9.0,,,,,,,,,,,,,,,,,,,,,,,7.6,0.21,,,3.7,0.99,,,,,,,,,,,,,,,SED,SSTgbs J1801542-043753,270.4758,-4.6314
270.621667,-5.264444,4,4,Aquila,J180229.2-051552,8.3,-2.03,1700.0,3.6,-2.38,2000.0,9.8,N,-,340.0,9.9,890.0,36.0,1200.0,30.0,800.0,41.0,530.0,26.0,490.0,24.0,330.0,16.0,100.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,240.0,3.3,,,120.0,2.9,,,,,,,,,,,,,,,SED,SSTgbs J1802292-051552,270.6217,-5.2644
270.758333,-4.709167,5,5,Aquila,J180302.0-044233,12.4,-2.45,2100.0,0.11,-3.15,2500.0,0.92,N,-,37.0,1.0,40.0,1.1,30.0,0.83,13.0,0.64,8.8,0.42,5.9,0.28,3.5,0.17,1.5,0.22,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.16,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1803020-044233,270.7583,-4.7092
270.783333,-4.589722,6,6,Aquila,J180308.0-043523,8.0,-2.18,1700.0,0.24,-2.52,2000.0,0.64,Y,-,23.0,0.62,67.0,1.6,81.0,1.7,49.0,2.5,33.0,1.6,26.0,1.3,19.0,0.88,4.7,0.48,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.28,,,8.2,0.85,,,,,,,,,,,,,,,SED,SSTgbs J1803080-043523,270.7833,-4.5897
270.8075,-4.479167,7,7,Aquila,J180313.8-042845,6.9,-2.22,1800.0,0.72,-2.53,2000.0,1.7,Y,-,88.0,1.9,200.0,4.8,250.0,4.9,140.0,7.4,96.0,4.7,77.0,3.7,50.0,2.4,14.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.51,,,19.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1803138-042845,270.8075,-4.4792
271.099583,-4.38,8,8,Aquila,J180423.9-042248,9.0,-2.15,1700.0,2.2,-2.44,2000.0,6.3,Y,-,180.0,4.3,540.0,18.0,750.0,18.0,510.0,25.0,340.0,17.0,310.0,15.0,200.0,9.5,48.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.5,,,63.0,2.1,,,,,,,,,,,,,,,SED,SSTgbs J1804239-042248,271.0996,-4.38
271.14875,-4.783333,9,9,Aquila,J180435.7-044700,8.1,-2.26,1700.0,1.9,-2.65,2000.0,5.3,Y,-,200.0,4.8,520.0,16.0,700.0,16.0,410.0,21.0,230.0,11.0,200.0,9.6,120.0,5.8,40.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,81.0,1.2,,,50.0,1.7,,,,,,,,,,,,,,,SED,SSTgbs J1804357-044700,271.1487,-4.7833
271.185417,-4.618333,10,10,Aquila,J180444.5-043706,12.4,0.53,540.0,0.055,-0.1,1000.0,0.11,N,-,0.62,0.05,2.2,0.09,3.6,0.14,4.7,0.23,6.9,0.33,12.0,0.57,27.0,1.3,67.0,6.2,110,16.0,,,,,,,,,,,,,,,,,,,,,,,27.0,0.47,,,65.0,2.2,,,,,,,,,,,,,,,SED,SSTgbs J1804445-043706,271.1854,-4.6183
271.205,-4.611389,11,11,Aquila,J180449.2-043641,6.4,-0.77,1300.0,0.38,-1.35,1600.0,0.72,N,-,33.0,1.0,70.0,2.7,86.0,2.6,64.0,3.1,55.0,2.8,51.0,2.4,52.0,2.5,180.0,17.0,250,27.0,,,,,,,,,,,,,,,,,,,,,,,110.0,1.5,,,210.0,4.1,,,,,,,,,,,,,,,SED,SSTgbs J1804492-043641,271.205,-4.6114
271.205417,-4.610833,12,12,Aquila,J180449.3-043639,12.4,-1.17,580.0,0.064,-1.4,620.0,0.11,N,-,,,,,,,48.0,2.5,43.0,2.1,34.0,1.7,38.0,1.9,56.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1804493-043639,271.2054,-4.6108
271.214167,-4.601111,13,13,Aquila,J180451.4-043604,7.6,-0.67,1100.0,0.79,-0.86,1500.0,1.5,N,-,41.0,0.98,99.0,1.9,130.0,2.6,200.0,9.9,200.0,9.9,240.0,12.0,280.0,14.0,290.0,27.0,270,28.0,,,,,,,,,,,,,,,,,,,,,,,230.0,3.0,,,360.0,5.3,,,,,,,,,,,,,,,SED,SSTgbs J1804514-043604,271.2142,-4.6011
271.3025,-4.873611,14,14,Aquila,J180512.6-045225,7.1,-2.06,1800.0,1.2,-2.44,2000.0,3.0,N,-,140.0,3.1,360.0,22.0,430.0,12.0,250.0,12.0,140.0,7.4,130.0,6.1,86.0,4.1,37.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,73.0,1.1,,,47.0,1.6,,,,,,,,,,,,,,,SED,SSTgbs J1805126-045225,271.3025,-4.8736
271.3175,-4.805,15,15,Aquila,J180516.2-044818,8.2,-2.08,1500.0,1.6,-2.11,1900.0,4.2,Y,-,130.0,2.9,340.0,19.0,480.0,15.0,470.0,24.0,370.0,18.0,340.0,17.0,240.0,11.0,36.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,140.0,1.9,,,71.0,2.1,,,,,,,,,,,,,,,SED,SSTgbs J1805162-044818,271.3175,-4.805
271.330833,-4.311111,16,16,Aquila,J180519.4-041840,8.8,-2.0,1500.0,0.75,-2.07,1900.0,2.0,N,-,56.0,1.4,160.0,3.4,220.0,4.9,210.0,10.0,180.0,8.7,150.0,7.1,100.0,4.8,23.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,73.0,1.0,,,37.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1805194-041840,271.3308,-4.3111
271.379583,-4.635833,17,17,Aquila,J180531.1-043809,12.4,0.23,290.0,0.013,0.0,340.0,0.019,N,-,,,,,,,1.6,0.08,2.6,0.13,4.2,0.22,5.8,0.28,14.0,1.3,53,14.0,,,,,,,,,,,,,,,,,,,,,,,5.3,0.23,,,15.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1805311-043809,271.3796,-4.6358
271.41,-4.266944,18,18,Aquila,J180538.4-041601,7.7,-2.18,1700.0,1.0,-2.54,2000.0,2.6,N,-,110.0,2.6,280.0,15.0,350.0,7.1,210.0,10.0,130.0,6.5,110.0,5.3,73.0,3.5,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,0.73,,,25.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1805384-041601,271.41,-4.2669
271.498333,-3.991111,19,19,Aquila,J180559.6-035928,7.7,-1.75,1600.0,1.6,-1.98,1900.0,4.0,N,-,150.0,3.6,350.0,17.0,500.0,9.7,450.0,23.0,340.0,18.0,280.0,14.0,190.0,9.2,120.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.6,,,74.0,2.1,,,,,,,,,,,,,,,SED,SSTgbs J1805596-035928,271.4983,-3.9911
271.510417,-4.393056,20,20,Aquila,J180602.5-042335,7.8,-2.26,1700.0,0.43,-2.52,2000.0,1.1,Y,-,43.0,1.1,120.0,2.6,140.0,3.3,93.0,4.5,60.0,2.9,49.0,2.3,32.0,1.5,7.3,0.69,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.36,,,8.8,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1806025-042335,271.5104,-4.3931
271.56,-4.398889,21,21,Aquila,J180614.4-042356,7.2,-2.1,1700.0,0.92,-2.37,2000.0,2.2,N,-,100.0,2.4,260.0,5.5,300.0,8.7,190.0,9.6,130.0,6.6,110.0,5.7,80.0,3.8,21.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.8,,,26.0,1.2,,,,,,,,,,,,,,,SED,SSTgbs J1806144-042356,271.56,-4.3989
271.602917,-4.759167,22,22,Aquila,J180624.7-044533,7.9,-2.16,1700.0,3.0,-2.53,2000.0,8.1,N,-,310.0,13.0,820.0,40.0,1100.0,24.0,630.0,33.0,390.0,20.0,350.0,17.0,220.0,10.0,69.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,140.0,2.1,,,83.0,2.2,,,,,,,,,,,,,,,SED,SSTgbs J1806247-044533,271.6029,-4.7592
271.62375,-4.839444,23,23,Aquila,J180629.7-045022,7.1,-2.23,1800.0,6.0,-2.61,2000.0,15.0,Y,-,710.0,25.0,1700.0,84.0,2100.0,47.0,1300.0,69.0,600.0,31.0,580.0,28.0,360.0,17.0,130.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,260.0,3.4,,,160.0,3.7,,,,,,,,,,,,,,,SED,SSTgbs J1806297-045022,271.6237,-4.8394
271.64625,-4.420833,24,24,Aquila,J180635.1-042515,5.9,-2.12,1600.0,0.65,-2.04,1900.0,1.3,Y,-,74.0,1.8,160.0,3.3,180.0,3.5,190.0,9.6,130.0,6.2,110.0,5.2,70.0,3.4,16.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.68,,,19.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1806351-042515,271.6462,-4.4208
271.713333,-4.140833,25,25,Aquila,J180651.2-040827,8.5,-2.17,1700.0,4.3,-2.54,2000.0,12.0,N,-,400.0,9.9,1200.0,22.0,1500.0,29.0,960.0,47.0,540.0,29.0,510.0,24.0,320.0,15.0,100.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,220.0,3.1,,,130.0,2.8,,,,,,,,,,,,,,,SED,SSTgbs J1806512-040827,271.7133,-4.1408
271.717083,-4.730278,26,26,Aquila,J180652.1-044349,8.8,-2.02,1700.0,0.67,-2.39,2000.0,2.0,N,-,57.0,1.5,170.0,3.7,230.0,5.3,160.0,7.9,96.0,4.8,85.0,4.0,60.0,2.8,23.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.62,,,34.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1806521-044349,271.7171,-4.7303
271.756667,-4.719722,27,27,Aquila,J180701.6-044311,7.3,-2.22,1800.0,0.15,-2.61,2000.0,0.38,Y,-,17.0,0.42,44.0,0.98,52.0,1.0,29.0,1.4,18.0,0.86,15.0,0.71,9.9,0.48,2.9,0.32,,,,,,,,,,,,,,,,,,,,,,,,,6.3,0.2,,,4.6,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1807016-044311,271.7567,-4.7197
271.888333,-4.690833,28,28,Aquila,J180733.2-044127,11.5,-2.12,1600.0,1.4,-2.54,2000.0,5.3,Y,-,78.0,1.9,310.0,9.4,500.0,11.0,350.0,18.0,220.0,11.0,200.0,9.5,130.0,6.3,36.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,78.0,1.2,,,48.0,1.7,,,,,,,,,,,,,,,SED,SSTgbs J1807332-044127,271.8883,-4.6908
272.319583,-3.157778,29,29,Aquila,J180916.7-030928,6.7,-2.02,1800.0,0.91,-2.37,2000.0,2.1,N,-,110.0,2.4,260.0,5.8,300.0,7.0,170.0,9.0,120.0,6.0,100.0,4.8,76.0,3.6,25.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,53.0,0.68,,,30.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1809167-030928,272.3196,-3.1578
272.3975,-3.155,30,30,Aquila,J180935.4-030918,6.4,-2.3,1800.0,1.9,-2.52,2000.0,4.2,Y,-,240.0,4.8,540.0,20.0,620.0,13.0,380.0,19.0,240.0,12.0,200.0,9.6,130.0,6.4,28.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,77.0,1.1,,,37.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1809354-030918,272.3975,-3.155
272.620417,-2.628333,31,31,Aquila,J181028.9-023742,12.4,-0.18,690.0,8.9,-0.12,850.0,18.0,N,-,8.6,0.23,120.0,2.5,570.0,13.0,2500.0,140.0,2900.0,390.0,3700.0,190.0,4400.0,230.0,4400.0,540.0,720,77.0,,,,,,,,,,,,,,,,,,,,,,,6700.0,61.0,,,5900.0,82.0,,,,,,,,,,,,,,,SED,SSTgbs J1810289-023742,272.6204,-2.6283
272.717917,-2.728889,32,32,Aquila,J181052.3-024344,6.9,-2.16,1800.0,1.1,-2.52,2000.0,2.6,N,-,130.0,2.7,310.0,14.0,370.0,9.2,220.0,11.0,120.0,6.0,110.0,4.9,69.0,3.3,26.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,51.0,0.71,,,35.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1810523-024344,272.7179,-2.7289
272.868333,-2.529722,33,33,Aquila,J181128.4-023147,7.3,-2.37,1800.0,1.2,-2.68,2000.0,3.0,Y,-,140.0,2.9,350.0,12.0,430.0,11.0,230.0,12.0,140.0,7.0,110.0,5.4,70.0,3.3,17.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.71,,,22.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1811284-023147,272.8683,-2.5297
273.049167,-3.521667,34,34,Aquila,J181211.8-033118,7.4,-2.15,1700.0,1.3,-2.47,2000.0,3.2,Y,-,140.0,2.9,360.0,9.5,440.0,11.0,270.0,13.0,170.0,8.5,150.0,7.3,96.0,4.7,28.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,59.0,0.82,,,35.0,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1812118-033118,273.0492,-3.5217
273.1325,-3.605,35,35,Aquila,J181231.8-033618,8.4,-1.74,1400.0,4.2,-1.65,1700.0,9.9,N,-,270.0,6.6,670.0,9.3,1000.0,16.0,1500.0,80.0,1200.0,63.0,1000.0,48.0,850.0,40.0,210.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,450.0,5.8,,,290.0,5.9,,,,,,,,,,,,,,,SED,SSTgbs J1812318-033618,273.1325,-3.605
273.335,-3.406944,36,36,Aquila,J181320.4-032425,7.0,-2.14,1700.0,0.64,-2.45,2000.0,1.6,N,-,74.0,1.6,180.0,3.8,220.0,4.8,140.0,7.1,85.0,4.1,70.0,3.4,46.0,2.2,16.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.51,,,18.0,1.2,,,,,,,,,,,,,,,SED,SSTgbs J1813204-032425,273.335,-3.4069
273.365,-3.3975,37,37,Aquila,J181327.6-032351,6.5,-2.16,1800.0,1.2,-2.42,2000.0,2.6,N,-,140.0,3.1,330.0,10.0,380.0,8.4,250.0,13.0,150.0,7.5,130.0,6.1,85.0,4.0,26.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,55.0,0.81,,,32.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1813276-032351,273.365,-3.3975
273.38875,-3.313889,38,38,Aquila,J181333.3-031850,14.2,-1.79,1400.0,2.7,-2.23,1900.0,12.0,N,-,90.0,1.9,380.0,22.0,920.0,18.0,710.0,37.0,740.0,38.0,690.0,34.0,450.0,21.0,130.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,380.0,4.9,,,150.0,3.8,,,,,,,,,,,,,,,SED,SSTgbs J1813333-031850,273.3887,-3.3139
273.474583,-3.3175,39,39,Aquila,J181353.9-031903,7.9,-2.21,1700.0,3.9,-2.55,2000.0,11.0,Y,-,400.0,11.0,1100.0,26.0,1400.0,33.0,860.0,44.0,500.0,26.0,450.0,22.0,280.0,14.0,82.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,180.0,2.3,,,100.0,2.7,,,,,,,,,,,,,,,SED,SSTgbs J1813539-031903,273.4746,-3.3175
273.607917,-3.73,40,40,Aquila,J181425.9-034348,5.9,-1.95,1700.0,0.56,-2.08,1900.0,1.1,N,-,70.0,1.9,150.0,4.3,170.0,3.6,120.0,6.2,99.0,5.0,88.0,4.1,65.0,3.1,16.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,39.0,0.61,,,20.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1814259-034348,273.6079,-3.73
273.610417,-3.570278,41,41,Aquila,J181426.5-033413,7.2,-2.07,1800.0,3.0,-2.52,2000.0,7.4,N,-,350.0,13.0,880.0,22.0,1100.0,19.0,560.0,30.0,350.0,20.0,300.0,15.0,200.0,9.7,86.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,140.0,2.0,,,100.0,2.2,,,,,,,,,,,,,,,SED,SSTgbs J1814265-033413,273.6104,-3.5703
273.626667,-3.403056,42,42,Aquila,J181430.4-032411,7.6,-2.05,1700.0,1.5,-2.42,2000.0,3.9,N,-,160.0,3.5,420.0,17.0,510.0,15.0,320.0,16.0,190.0,9.3,170.0,8.1,110.0,5.5,45.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,80.0,1.1,,,57.0,1.7,,,,,,,,,,,,,,,SED,SSTgbs J1814304-032411,273.6267,-3.4031
273.67625,-3.634722,43,43,Aquila,J181442.3-033805,5.9,-1.62,1600.0,1.6,-1.9,1900.0,3.2,N,-,190.0,4.5,400.0,14.0,460.0,7.2,370.0,18.0,270.0,13.0,250.0,12.0,180.0,8.7,120.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,170.0,2.4,,,160.0,3.3,,,,,,,,,,,,,,,SED,SSTgbs J1814423-033805,273.6762,-3.6347
273.685417,-3.397778,44,44,Aquila,J181444.5-032352,7.5,-2.18,1800.0,1.4,-2.61,2000.0,3.6,N,-,150.0,3.7,390.0,11.0,490.0,9.5,270.0,14.0,160.0,7.6,140.0,6.6,89.0,4.2,31.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,54.0,0.85,,,39.0,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1814445-032352,273.6854,-3.3978
273.736667,-3.605556,45,45,Aquila,J181456.8-033620,9.9,-1.96,1700.0,9.1,-2.5,2000.0,30.0,N,-,700.0,16.0,2200.0,45.0,3400.0,56.0,1800.0,100.0,1300.0,70.0,1300.0,61.0,830.0,40.0,310.0,29.0,70,12.0,,,,,,,,,,,,,,,,,,,,,,,660.0,9.1,,,390.0,7.5,,,,,,,,,,,,,,,SED,SSTgbs J1814568-033620,273.7367,-3.6056
273.748333,-3.456667,46,46,Aquila,J181459.6-032724,7.6,-2.23,1700.0,2.2,-2.47,2000.0,5.7,Y,-,230.0,5.6,610.0,15.0,760.0,11.0,520.0,26.0,320.0,21.0,270.0,13.0,170.0,8.3,45.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.5,,,58.0,1.8,,,,,,,,,,,,,,,SED,SSTgbs J1814596-032724,273.7483,-3.4567
273.775833,-3.411389,47,47,Aquila,J181506.2-032441,6.8,-2.1,1600.0,0.56,-2.05,1900.0,1.2,Y,-,57.0,1.3,130.0,2.7,160.0,3.1,150.0,7.4,120.0,6.0,100.0,4.9,72.0,3.5,12.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.52,,,12.0,0.94,,,,,,,,,,,,,,,SED,SSTgbs J1815062-032441,273.7758,-3.4114
273.912917,-3.284722,48,48,Aquila,J181539.1-031705,8.2,-2.08,1600.0,2.4,-2.21,1900.0,6.2,Y,-,210.0,5.1,540.0,19.0,750.0,18.0,650.0,33.0,470.0,25.0,420.0,20.0,260.0,13.0,66.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,140.0,2.0,,,71.0,2.2,,,,,,,,,,,,,,,SED,SSTgbs J1815391-031705,273.9129,-3.2847
273.959583,-3.576389,49,49,Aquila,J181550.3-033435,8.4,-2.18,1700.0,0.72,-2.51,2000.0,2.0,Y,-,67.0,1.4,200.0,4.3,250.0,4.8,160.0,8.2,100.0,5.0,88.0,4.2,56.0,2.6,16.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.56,,,21.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1815503-033435,273.9596,-3.5764
273.999583,-3.532778,50,50,Aquila,J181559.9-033158,6.3,-2.41,1800.0,0.046,-2.63,2000.0,0.1,Y,-,5.7,0.14,14.0,0.29,15.0,0.32,9.2,0.47,5.9,0.3,4.3,0.22,2.4,0.12,0.9,0.18,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.15,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1815599-033158,273.9996,-3.5328
274.099167,-3.54,51,51,Aquila,J181623.8-033224,6.4,-2.31,1800.0,0.21,-2.57,2000.0,0.47,Y,-,27.0,0.54,62.0,1.6,70.0,1.5,42.0,2.1,25.0,1.2,20.0,0.96,13.0,0.62,3.2,0.34,,,,,,,,,,,,,,,,,,,,,,,,,8.9,0.36,,,4.2,0.96,,,,,,,,,,,,,,,SED,SSTgbs J1816238-033224,274.0992,-3.54
274.131667,-3.1625,52,52,Aquila,J181631.6-030945,5.4,-2.17,1800.0,0.41,-2.41,2000.0,0.81,Y,-,58.0,1.5,130.0,2.9,130.0,2.7,75.0,4.0,53.0,2.6,42.0,2.0,29.0,1.4,7.6,0.74,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.38,,,10.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1816316-030945,274.1317,-3.1625
274.148333,-3.413611,53,53,Aquila,J181635.6-032449,7.7,-2.25,1700.0,1.1,-2.54,2000.0,2.8,Y,-,110.0,2.3,300.0,6.7,360.0,8.3,230.0,12.0,140.0,6.8,120.0,5.5,73.0,3.5,20.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.67,,,24.0,1.2,,,,,,,,,,,,,,,SED,SSTgbs J1816356-032449,274.1483,-3.4136
275.079167,-2.851389,54,54,Aquila,J182019.0-025105,8.2,-2.13,1700.0,0.35,-2.48,2000.0,0.96,N,-,33.0,0.73,96.0,2.0,120.0,2.1,77.0,3.9,50.0,2.4,42.0,2.1,28.0,1.3,8.8,0.85,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.33,,,8.9,1.2,,,,,,,,,,,,,,,SED,SSTgbs J1820190-025105,275.0792,-2.8514
275.150833,-2.696389,55,55,Aquila,J182036.2-024147,6.7,-2.12,1600.0,2.4,-2.09,1900.0,5.2,Y,-,250.0,5.4,560.0,35.0,680.0,14.0,720.0,37.0,420.0,22.0,410.0,20.0,260.0,15.0,58.0,5.4,62,12.0,,,,,,,,,,,,,,,,,,,,,,,140.0,1.9,,,62.0,2.0,,,,,,,,,,,,,,,SED,SSTgbs J1820362-024147,275.1508,-2.6964
275.281667,-2.743056,56,56,Aquila,J182107.6-024435,4.7,-2.38,1900.0,0.19,-2.65,2000.0,0.36,N,-,32.0,0.7,62.0,1.3,62.0,1.4,33.0,1.7,20.0,0.97,15.0,0.75,9.1,0.43,4.2,0.76,,,,,,,,,,,,,,,,,,,,,,,,,6.9,0.24,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1821076-024435,275.2817,-2.7431
275.282917,-3.0925,57,57,Aquila,J182107.9-030533,10.2,-2.16,1700.0,0.2,-2.54,2000.0,0.69,Y,-,14.0,0.31,51.0,1.1,72.0,1.4,51.0,2.7,31.0,1.5,27.0,1.3,18.0,0.83,5.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,9.9,0.26,,,7.0,1.0,,,,,,,,,,,,,,,SED,SSTgbs J1821079-030533,275.2829,-3.0925
275.33625,-3.074722,58,58,Aquila,J182120.7-030429,9.8,-2.19,1700.0,1.0,-2.53,2000.0,3.3,Y,-,75.0,2.0,250.0,5.6,360.0,7.2,250.0,13.0,150.0,7.6,130.0,6.4,83.0,4.0,24.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,55.0,0.86,,,42.0,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1821207-030429,275.3362,-3.0747
275.392083,-3.339167,59,59,Aquila,J182134.1-032021,7.7,-2.16,1700.0,0.97,-2.48,2000.0,2.5,N,-,100.0,2.5,270.0,6.4,340.0,10.0,210.0,10.0,130.0,6.4,110.0,5.1,72.0,3.4,23.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.74,,,28.0,1.2,,,,,,,,,,,,,,,SED,SSTgbs J1821341-032021,275.3921,-3.3392
275.416667,-3.308056,60,60,Aquila,J182140.0-031829,4.4,-2.01,1800.0,0.025,-2.31,2000.0,0.044,N,-,4.3,0.19,7.8,0.46,7.9,0.58,4.5,0.23,2.9,0.15,1.9,0.32,0.95,0.18,2.8,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1821400-031829,275.4167,-3.3081
275.417917,-3.309167,61,61,Aquila,J182140.3-031833,8.2,-1.73,1500.0,1.0,-1.92,1800.0,2.5,N,-,83.0,1.8,190.0,4.3,300.0,8.6,300.0,15.0,220.0,11.0,200.0,9.3,150.0,7.0,65.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,130.0,1.8,,,100.0,2.5,,,,,,,,,,,,,,,SED,SSTgbs J1821403-031833,275.4179,-3.3092
275.4575,-2.917778,62,62,Aquila,J182149.8-025504,7.2,-2.14,1600.0,0.6,-2.2,1900.0,1.4,Y,-,59.0,1.4,140.0,3.4,180.0,4.3,160.0,8.2,120.0,5.7,99.0,4.7,62.0,3.0,14.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.63,,,17.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1821498-025504,275.4575,-2.9178
275.497083,-2.992222,63,63,Aquila,J182159.3-025932,10.3,-2.07,1600.0,0.59,-2.38,2000.0,2.0,N,-,38.0,0.85,140.0,2.9,200.0,4.2,160.0,7.6,110.0,5.3,93.0,4.4,62.0,2.9,17.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.53,,,22.0,1.2,,,,,,,,,,,,,,,SED,SSTgbs J1821593-025932,275.4971,-2.9922
