angDist,_RAJ2000,_DEJ2000,recno,SST,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,M2,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
1.736887,64.921667,27.83,56,041941.2+274948,LkCa 7 AB,,8.11,0.05,,8.11,0.05,,8.04,0.05,,7.99,0.05,,7.75,0.06,>,1.94,,,,,,no,no,no,no,,1,LkCa 7,yso,star,III,K7,,1.0,0.0,<,6.1E-5,,64.9217,27.83,64.92209257453,27.83030188775,0.0065827,0.0010847,118.32,164422965979775616,64.92212959205,0.2142,27.83017774394,0.1053,7.8805,0.1133,69.5376,28.887,7.366,0.374,-27.932,0.209,140,-0.4760,2673.92,0.512,1.018e+02,95,1.1611,0.0195,10,0.969,0,8.29356e+04,4.22795e+02,13.390513,,,,,,,,,,0,,,,,,,0.006183,,,13.390513,0.006183,8.29356e+04,,5.8178,3.2654,-0.9267
0.939592,65.10625,27.009722,59,042025.5+270035,J04202555+2700355,,10.99,0.05,,10.77,0.05,,10.44,0.06,,9.74,0.05,,6.13,0.04,,2.49,0.22,,,,yes,yes,yes-faint,yes,yes,,1,2MASS J04202555+2700355,yso,class II,II,M5.25,,2.1,-1.5,,0.14,,65.1062,27.0097,65.10648767683,27.00987457932,0.0021773,0.0013537,74.94,152349022637314176,65.10654342179,0.0923,27.00979593067,0.0511,6.0362,0.1102,54.7501,20.929,11.175,0.132,-17.696,0.090,383,-2.1907,505.04,0.336,3.653e+00,31,,,15,0.921,0,2.93639e+03,3.14449e+00,17.017834,1.53276e+02,7.72015e+00,19.874855,4.84774e+03,15.534047,1.703,4.340808,,,0,,,140410651065222338,1237660554375790807,,586042294,0.002991,0.054757,0.004548,17.017834,0.002991,2.93639e+03,0.036,2.1317,1.4244,0.2403
1.426374,65.162917,27.291944,60,042039.1+271731,2MASS J04203918+2717317,,9.42,0.05,,9.39,0.05,,9.35,0.05,,9.29,0.05,,8.83,0.1,>,1.5,,,,,,no,no,no,no,,1,2MASS J04203918+2717317,yso,star,III,,,,,,,,65.1629,27.2919,65.16329016475,27.29216082176,0.0005189,0.0003462,88.66,152362491654557696,65.16334266959,0.0218,27.29204541176,0.0124,7.5169,0.0231,325.0237,28.009,10.498,0.033,-25.967,0.022,452,10.9438,950.22,0.129,1.167e+01,31,,,16,1.387,0,6.11886e+04,1.11709e+02,13.720691,8.70376e+03,6.50580e+01,15.489275,8.30250e+04,12.449873,1.499,3.039402,,,0,,,140750651633111039,,,587042931,0.003394,0.008582,0.006390,13.720691,0.003394,6.11886e+04,0.012,0.5189,0.3463,0.0194
0.964410,65.282917,27.038889,61,042107.9+270220,CFHT-19,,7.54,0.05,,6.66,0.05,,6.01,0.05,,5.1,0.05,,1.61,0.04,,-1.18,0.22,<,-3.27,,yes,yes,yes,yes,yes,c,1,[MDM2001] CFHT-BD-Tau 19,yso,class II,I,M5.25,,10.3,-1.0,,0.83,,65.2829,27.0389,65.28321662768,27.03891228348,0.0008790,0.0004289,75.07,152302946228152448,65.28321662768,0.8565,27.03891228348,0.4722,,,,,,,,,489,78.7098,9380.11,7.236,2.805e+02,3,,,16,,0,5.84494e+02,2.18748e+01,18.770416,7.96415e+01,8.33421e+00,20.585693,1.37173e+03,16.904720,2.483,3.680973,,,0,,,140440652832457223,1237660554375790841,,586042387,0.040727,0.113653,0.105356,18.770416,0.040727,5.84494e+02,0.905,0.8565,0.4722,0.3624
1.448775,65.39375,27.027222,64,042134.5+270138,J04213459+2701388,,9.86,0.05,,9.65,0.05,,9.35,0.05,,8.98,0.05,,7.18,0.05,>,1.64,,,,,,yes,yes,yes,yes,,1,2MASS J04213459+2701388,yso,class II,II,M5.5,,2.7,-1.0,,0.029,,65.3937,27.0272,65.39414082915,27.02742386575,0.0018327,0.0011527,80.34,152305248330621184,65.39419909684,0.0790,27.02734760573,0.0424,6.0829,0.0852,71.4147,20.756,11.678,0.113,-17.159,0.074,464,0.7691,1032.61,0.477,1.443e+01,31,,,17,1.025,0,5.01934e+03,6.13804e+00,16.435751,2.33758e+02,8.91648e+00,19.416624,9.40235e+03,14.814805,1.920,4.601819,,,0,,,140430653941833501,1237660751408660907,,586042456,0.003059,0.041508,0.004713,16.435751,0.003059,5.01934e+03,0.215,1.8170,1.1773,0.1570
0.425496,65.442917,26.991389,65,042146.3+265929,CFHT-10,,11.54,0.05,,11.32,0.05,,11.05,0.06,,10.45,0.06,,7.26,0.05,>,1.45,,,,,,yes,no,yes-faint,yes,,1,[MDM2001] CFHT-BD-Tau 10,yso,class II,II,M6.25,,4.0,-1.7,,0.056,,65.4429,26.9914,65.44296259267,26.99149999166,0.0051941,0.0032598,76.16,152293149405058816,65.44301961015,0.2117,26.99141748375,0.1150,6.1337,0.2196,27.9365,21.802,11.432,0.317,-18.564,0.214,500,1.7330,704.77,0.877,4.739e+00,95,1.1375,0.0374,17,1.055,0,6.53499e+02,1.46606e+00,18.649256,4.50837e+01,6.86587e+00,21.203493,1.21495e+03,17.036503,1.928,4.166990,,,0,,,140390654430120336,1237660751408595294,,585042591,0.003678,0.165372,0.009189,18.623665,0.003640,6.69085e+02,0.285,5.1032,3.4003,0.2189
0.497585,65.477083,26.875278,66,042154.5+265231,J04215450+2652315,,13.22,0.06,,13.12,0.06,,12.9,0.07,,12.8,0.08,,10.5,0.22,>,1.66,,,,,,yes-faint,no,no,no,,1,2MASS J04215450+2652315,not yso,star,II,M8.5,,3.3,-2.4,,0.012,,65.4771,26.8753,65.47719504955,26.87537347123,0.0057044,0.0020797,107.79,152291160837987456,65.47719504955,5.4687,26.87537347123,2.6379,,,,,,,,,174,5.2924,285.22,7.556,7.679e+00,3,,,6,,0,7.51859e+01,1.24278e+00,20.997026,6.44558e+01,2.12373e+01,20.815388,1.46211e+02,19.335443,2.802,1.479944,,,0,,,140250654770860879,1237660751408531032,,,0.018157,0.357747,0.063263,20.997026,0.018157,7.51859e+01,1.534,5.4687,2.6379,-0.5689
0.495878,65.481667,27.918333,67,042155.6+275506,DE Tau,,7.07,0.05,,6.73,0.05,,6.4,0.05,,5.78,0.05,,2.58,0.04,,-0.19,0.22,,,,yes,yes,yes,yes,yes,,1,DE Tau,yso,class II,II,M2,,2.2,0.1,,0.13,,65.4817,27.9183,65.48181160451,27.91838444901,0.0005066,0.0002966,79.40,152511475478780416,65.48186504103,0.0229,27.91826356803,0.0112,7.8112,0.0253,308.4649,29.199,10.624,0.031,-27.198,0.019,480,11.2999,2107.85,0.156,4.308e+01,31,,,15,1.387,0,3.25660e+05,3.36498e+02,11.905457,8.10282e+04,4.07452e+02,13.066951,3.77508e+05,10.805579,1.408,2.261372,,,0,,,141500654818562518,1237660751408988279,,590043667,0.002975,0.006131,0.004494,11.905457,0.002975,3.25660e+05,0.036,0.5009,0.3060,0.1989
0.566786,65.489167,28.443056,68,042157.4+282635,RY Tau,<,6.62,,<,6.1,,,3.6,0.05,<,3.52,,<,0.45,,<,-2.3,,,-4.24,0.34,,,,,,,1,RY Tau,,,II,K1,-16.8,4.8,1.3,,0.1,a,65.4892,28.4431,65.48920522920,28.44320981017,0.0038346,0.0026277,86.30,164551162164119424,65.48924942901,0.1818,28.44308980286,0.1006,7.2349,0.2031,35.6145,28.382,8.744,0.240,-27.002,0.167,407,196.0196,121642.45,1.568,3.981e+03,31,,,17,13.281,0,9.83029e+05,1.27242e+04,10.705952,4.21595e+05,1.29639e+04,11.276302,9.17690e+05,9.841156,1.362,1.435146,,,0,,,,,,593042300,0.014321,0.033502,0.050837,10.705952,0.014321,9.83029e+05,0.100,3.8304,2.6338,0.0498
0.819480,65.495,28.301667,69,042158.8+281806,HD283572,,6.86,0.05,,6.86,0.05,,6.81,0.05,,6.78,0.05,,6.76,0.05,>,1.24,,,,,,no,no,no,no,,1,HD283572,star,star,III,G5,,0.4,0.8,<,3.0E-5,,65.495,28.3017,65.49520200644,28.30180906706,0.0004241,0.0002623,88.34,164536250037820160,65.49524661321,0.0178,28.30169161765,0.0088,7.8735,0.0190,414.3830,27.864,8.837,0.027,-26.426,0.017,388,-2.0676,665.93,0.069,6.706e+00,31,,,15,0.925,0,5.66967e+06,5.34026e+03,8.803473,2.74252e+06,8.55923e+03,9.243166,4.22838e+06,8.182459,1.230,1.060707,,,0,,,,1237660751409184836,,592041284,0.002939,0.004389,0.004605,8.803473,0.002939,5.66967e+06,0.007,0.4240,0.2625,0.0290
1.609886,65.5025,26.958889,70,042200.6+265732,FS Tau B,,9.66,0.05,,8.4,0.05,,7.23,0.05,,5.95,0.05,,1.58,0.04,,-0.68,0.22,<,-4.14,,yes,yes,yes,yes,yes,"b,c",1,NAME FS Tau B,yso,embedded,I,,,,,,,c,65.5025,26.9589,65.50299287713,26.95897254573,0.0034313,0.0018485,89.52,152292088551436544,65.50299287713,3.4312,26.95897254573,1.8487,,,,,,,,,458,51.4083,4427.90,24.814,3.807e+02,3,,,14,,0,1.07527e+02,1.71688e+00,20.608568,1.20322e+02,7.77801e+00,20.137676,5.95403e+02,17.810867,6.656,2.326809,,,0,,,,1237660751408594963,,585042617,0.017553,0.070241,0.033469,20.608568,0.017553,1.07527e+02,5.275,3.4312,1.8487,0.0109
1.213454,65.50875,26.958333,71,042202.1+265730,FS Tau Aab,,6.75,0.05,,6.3,0.05,,5.81,0.05,,4.99,0.05,,1.33,0.04,>,0.05,,,,,,yes,yes,yes,yes,,1,NAME FS Tau A,yso,class II,flat,M0e,-46.8,6.9,0.0,,0.36,"a,b",65.5087,26.9583,65.50908276126,26.95849313703,0.0026336,0.0018501,81.64,152292187332155008,65.50913709670,0.1244,26.95842335542,0.0735,7.4695,0.1349,55.3728,19.112,10.897,0.164,-15.701,0.119,508,14.5320,19370.58,1.020,4.389e+02,95,1.1413,0.0191,17,1.491,1,3.06739e+04,1.89305e+02,14.470445,7.10078e+03,1.13337e+02,15.710277,6.04762e+04,12.793934,2.203,2.916343,,,0,,,140350655091120670,1237660751408594960,,585042624,0.007245,0.017553,0.013121,14.454748,0.007156,3.11206e+04,0.735,2.6194,1.8701,0.1032
1.259802,65.512917,28.427222,72,042203.1+282538,LkCa 21,,8.26,0.05,,8.22,0.05,,8.14,0.05,,8.06,0.05,,8.06,0.09,>,1.23,,,,,,no,no,no,no,,1,LkCa 21,star,star,III,M3,,1.3,-0.2,<,2.9E-5,,65.5129,28.4272,65.51311272928,28.42752668546,0.0017688,0.0012097,85.97,164550882989640192,65.51316110287,0.0847,28.42741260418,0.0472,8.5188,0.0959,88.8637,27.395,9.572,0.111,-25.668,0.077,381,83.2500,24315.22,0.668,7.142e+02,31,,,16,5.257,0,2.24947e+05,1.82588e+02,12.307165,4.69799e+04,1.87478e+02,13.658763,2.74683e+05,11.150815,1.430,2.507948,20.90,4.08,6,4000.0,3.0,142110655131063546,,,593042321,0.002893,0.005153,0.004444,12.307165,0.002893,2.24947e+05,0.022,1.7665,1.2131,0.0545
0.966337,65.568333,25.819722,73,042216.4+254911,CFHT-14,,11.48,0.05,,11.34,0.05,,11.28,0.06,,11.23,0.06,>,9.51,,>,1.16,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 14,,star,III,M7.75,,0.4,-1.8,<,0.003,,65.5683,25.8197,65.56849059545,25.81994987744,0.0032355,0.0019920,75.67,150501362066641664,65.56855888188,0.1223,25.81986089656,0.0710,6.6873,0.1350,49.5471,24.333,13.831,0.198,-20.021,0.132,425,-0.5953,671.26,0.610,7.225e+00,31,,,16,0.979,0,1.74456e+03,4.83049e+00,17.583150,6.82782e+01,5.71679e+00,20.752836,3.05443e+03,16.035570,1.790,4.717266,,,0,,,138980655685464422,1237660760534811706,,580040986,0.004078,0.090949,0.008892,17.583150,0.004078,1.74456e+03,0.069,3.1734,2.0896,0.2351
0.910633,65.569583,26.915833,74,042216.7+265457,CFHT-21,,7.77,0.05,,7.26,0.05,,6.85,0.05,,6.3,0.05,,3.29,0.04,,1.18,0.22,,,,yes,yes,yes,yes,yes,,1,[MDM2001] CFHT-BD-Tau 21,yso,class II,II,M1.25,,7.7,-0.3,,0.23,,65.5696,26.9158,65.56986125394,26.91588225724,0.0017822,0.0011373,77.71,152288824375681536,65.56991886100,0.0769,26.91580283873,0.0434,6.3179,0.0860,73.4324,21.281,11.557,0.110,-17.869,0.075,483,17.3444,1452.15,0.507,2.514e+01,31,,,17,1.610,0,6.83536e+03,1.32737e+02,16.100464,1.06285e+03,5.94545e+01,17.772358,9.56044e+03,14.796701,1.554,2.975657,,,0,,,140290655698659570,1237660553838854338,,585042649,0.021263,0.060798,0.064087,16.100464,0.021263,6.83536e+03,0.077,1.7582,1.1742,0.1896
1.138543,65.6,26.773611,75,042224.0+264625,2MASS J04222404+2646258,,9.52,0.05,,9.4,0.05,,9.34,0.05,,9.33,0.05,,9.07,0.12,>,1.56,,,,,,no,no,no,no,,1,2MASS J04222404+2646258,yso,star,III,,,,,,,,65.6,26.7736,65.60019037392,26.77387770918,0.0010479,0.0006588,76.14,152099055539792000,65.60025031647,0.0456,26.77379916263,0.0241,6.2907,0.0502,125.2271,21.385,12.041,0.064,-17.673,0.044,512,5.2516,1524.93,0.292,2.271e+01,31,,,17,1.169,0,1.88143e+04,1.29035e+01,15.001148,1.51371e+03,8.39078e+00,17.388435,2.87334e+04,13.601930,1.608,3.786506,,,0,,,140120656002289114,1237660553838854181,,584043201,0.002854,0.006634,0.004268,15.001148,0.002854,1.88143e+04,0.015,1.0296,0.6871,0.2183
1.106801,65.782083,28.099167,76,042307.7+280557,IRAS04200+2759,,8.43,0.05,,7.81,0.05,,7.28,0.05,,6.44,0.05,,3.23,0.04,,0.76,0.22,,,,yes,yes,yes,yes,yes,,1,IRAS04200+2759,yso,class II,flat,M2,,8.1,-0.9,,0.53,c,65.7821,28.0992,65.78239911653,28.09929646472,0.0021517,0.0014251,83.29,152518828462749440,65.78244861748,0.1001,28.09917775424,0.0544,7.5984,0.1142,66.5106,28.460,9.825,0.134,-26.710,0.090,280,5.7318,453.22,0.444,6.132e+00,31,,,15,1.253,0,2.60045e+03,2.59223e+01,17.149744,5.72349e+02,3.78977e+01,18.444390,4.11612e+03,15.711675,1.803,2.732715,,,0,,,141710657823829620,1237660750872248587,,591043012,0.011168,0.071945,0.066544,17.149744,0.011168,2.60045e+03,0.362,2.1435,1.4375,0.0979
1.233733,65.912917,24.937222,77,042339.1+245614,FT Tau,,7.93,0.05,,7.46,0.05,,7.19,0.05,,6.29,0.05,,3.15,0.04,,0.28,0.22,,,,yes,yes,yes,yes,yes,,1,FT Tau,yso,class II,II,M3e,-254.3,3.8,-0.2,,0.13,"a,b",65.9129,24.9372,65.91328699513,24.93729189415,0.0004212,0.0002619,73.03,149623711269425408,65.91332350119,0.0189,24.93719478781,0.0097,7.6812,0.0212,362.1842,23.084,7.448,0.025,-21.849,0.018,450,9.3000,737.75,0.083,5.497e+00,31,,,17,1.327,0,6.81267e+04,3.31654e+02,13.604074,1.41877e+04,3.57273e+02,14.958764,8.77687e+04,12.389546,1.497,2.569218,,,0,,,137920659133665188,1237660750870872071,,575039977,0.005961,0.027483,0.012208,13.604074,0.005961,6.81267e+04,0.080,0.4101,0.2791,0.2655
0.858629,66.11,26.830556,78,042426.4+264950,CFHT-9,,11.16,0.05,,10.88,0.05,,10.51,0.06,,9.83,0.05,,6.78,0.05,>,0.77,,,,,,yes,yes-faint,yes,yes,,1,[MDM2001] CFHT-BD-Tau 9,yso,class II,II,M6.25,,0.5,-1.7,,0.11,,66.11,26.8306,66.11025608029,26.83062432560,0.0022188,0.0014813,73.06,152108882425024128,66.11031276011,0.0981,26.83054593331,0.0566,6.3342,0.1100,57.5778,20.991,11.380,0.135,-17.638,0.098,431,-0.6667,1027.31,0.648,1.856e+01,95,1.1002,0.0170,17,0.976,0,3.08502e+03,3.17092e+00,16.964222,1.66676e+02,8.85219e+00,19.783861,5.11591e+03,15.475589,1.712,4.308272,,,0,,,140190661103187253,1237660553301983819,,585043204,0.002973,0.057731,0.005523,16.938631,0.002963,3.15860e+03,0.049,2.1660,1.5576,0.2255
1.082976,66.185417,26.170556,79,042444.5+261014,IRAS04216+2603,,8.08,0.05,,7.57,0.05,,7.14,0.05,,6.32,0.05,,3.53,0.04,,0.16,0.22,,-2.47,0.22,yes,yes,yes,yes,yes,,1,IRAS04216+2603,yso,class II,II,M1,,3.4,-0.4,,0.29,,66.1854,26.1706,66.18575027116,26.17058813072,0.0011583,0.0006739,81.75,152000786688289664,66.18580740141,0.0536,26.17050937329,0.0252,6.2806,0.0588,106.8157,21.145,11.537,0.070,-17.720,0.043,394,13.0623,1025.86,0.293,1.784e+01,31,,,15,1.502,0,1.25448e+04,4.12132e+02,15.441211,2.25941e+03,2.88650e+02,16.953552,1.73665e+04,14.148614,1.564,2.804938,,,0,,,139400661857945199,1237660761071943731,,581042142,0.035776,0.138735,0.097585,15.441211,0.035776,1.25448e+04,0.113,1.1504,0.6873,0.1595
1.163934,66.1875,27.028889,80,042445.0+270144,J1-4423,,10.21,0.05,,10.15,0.05,,10.06,0.06,,10.11,0.06,>,9.49,,>,1.05,,,,,,,,no,no,,1,[HJS91] 4423,,star,III,M5,,0.1,-1.1,<,9.5E-4,,66.1875,27.0289,66.18777223866,27.02910283294,0.0005064,0.0003411,72.33,152118881108855680,66.18781424560,0.0244,27.02898385158,0.0141,7.7549,0.0257,302.1697,28.063,8.419,0.030,-26.771,0.022,313,1.5935,389.61,0.070,1.663e+00,31,,,17,1.064,0,2.86296e+04,2.47921e+01,14.545328,3.95345e+03,2.20439e+01,16.346100,3.90555e+04,13.268690,1.502,3.077410,,,0,,,140430661877855384,1237660553302048889,,586043317,0.002911,0.006666,0.004222,14.545328,0.002911,2.86296e+04,0.010,0.4935,0.3595,0.2284
0.724436,66.204167,26.719444,81,042449.0+264310,RXJ0424.8,,7.73,0.05,,7.7,0.05,,7.69,0.05,,7.65,0.05,,7.4,0.06,>,1.02,,,,,,no,no,no,no,,1,[WKS96] RX J0424.8+2643A,yso,star,III,K1,,1.2,0.4,<,6.1E-5,,66.2042,26.7194,66.20435535682,26.71955440116,0.0006926,0.0004528,73.64,152104381299305600,66.20440941935,0.0314,26.71947990764,0.0183,6.6228,0.0358,184.9026,19.975,10.865,0.042,-16.761,0.030,377,25.7164,2971.54,0.247,8.164e+01,31,,,17,2.077,0,8.83079e+05,1.12684e+03,10.822368,3.08328e+05,1.41310e+03,11.616009,8.63719e+05,9.906964,1.327,1.709045,,,0,,,140060662045764285,1237660553301917720,,584043555,0.003084,0.005705,0.005245,10.822368,0.003084,8.83079e+05,0.031,0.6767,0.4762,0.2305
1.224621,66.2375,27.198889,82,042457.0+271156,IP Tau,,7.77,0.05,,7.45,0.05,,7.24,0.05,,6.6,0.05,,3.48,0.04,,0.74,0.22,,,,yes,yes,yes,yes,yes,,1,IP Tau,yso,class II,II,M0,,1.9,-0.2,,0.1,,66.2375,27.1989,66.23784334110,27.19903887608,0.0003526,0.0002687,86.93,152226491513195648,66.23788485854,0.0162,27.19892091402,0.0108,7.7292,0.0172,448.5681,27.812,8.308,0.022,-26.541,0.017,272,6.6597,659.27,0.099,1.112e+01,31,,,16,1.300,0,2.02113e+05,9.25394e+02,12.423383,5.80041e+04,1.00375e+03,13.429895,2.17029e+05,11.406600,1.361,2.023295,,,0,,,140630662378569303,,,586043365,0.005684,0.018994,0.014406,12.423383,0.005684,2.02113e+05,0.023,0.3523,0.2689,0.0294
1.412513,66.323333,26.297222,83,042517.6+261750,J1-4872 AB,,8.21,0.05,,8.2,0.05,,8.08,0.05,,8.06,0.05,,7.77,0.07,>,1.1,,,,,,no,no,no,no,,1,[HJS91] 4872,yso,star,III,K7,,3.7,0.2,<,2.6E-5,,66.3233,26.2972,66.32376416709,26.29728932950,0.0006834,0.0003266,74.03,152009028728671744,66.32376416709,0.6631,26.29728932950,0.3660,,,,,,,,,370,553.0286,1146480.20,5.345,2.786e+04,3,,,17,,0,1.47642e+05,6.18651e+02,12.764345,3.02273e+04,3.58413e+02,14.137544,1.84138e+05,11.585034,1.452,2.552509,,,0,,,139550663237647319,1237660750334591047,,582042563,0.005319,0.013173,0.009231,12.764345,0.005319,1.47642e+05,0.038,0.6631,0.3660,0.3927
1.405004,66.622083,26.403611,84,042629.3+262413,KPNO-3,,11.41,0.05,,10.99,0.05,,10.49,0.06,,9.72,0.05,,6.86,0.05,>,1.09,,,,,,yes,yes-faint,yes,yes,,1,[BLH2002] KPNO-Tau 3,yso,class II,II,M6,,1.6,-1.7,,0.13,,66.6221,26.4036,66.62245723443,26.40381090413,0.0030431,0.0022580,86.73,151283870746458496,66.62251321142,0.1430,26.40373238439,0.0901,6.3554,0.1601,39.6944,20.961,11.281,0.191,-17.667,0.142,249,4.3750,484.09,0.731,7.645e+00,31,,,15,1.203,0,1.75398e+03,3.62106e+00,17.577309,1.12176e+02,1.06879e+01,20.213789,2.85281e+03,16.109715,1.690,4.104075,,,0,,,139680666224965099,1237660552764916062,,583043360,0.003552,0.103484,0.006480,17.577309,0.003552,1.75398e+03,0.056,3.0408,2.2610,0.0345
1.094816,66.627083,24.731944,85,042630.5+244355,J04263055+2443558,,12.57,0.05,,12.21,0.06,,11.76,0.06,,11.08,0.06,,8.87,0.15,>,1.09,,,,,,yes,no,no,yes,,1,2MASS J04263055+2443558,yso,class II,II,M8.75,,0.6,-2.4,,0.16,,66.6271,24.7319,66.62730572765,24.73217107246,0.0111482,0.0067154,68.74,149409920679460096,66.62733700747,0.4693,24.73207885524,0.2666,8.1096,0.5322,15.2370,21.711,6.392,0.665,-20.749,0.471,446,4.7036,635.74,1.916,4.234e+00,95,1.2757,0.0787,16,1.162,0,2.23907e+02,1.14249e+00,19.812199,2.94689e+01,7.63415e+00,21.665133,4.02721e+02,18.235384,1.930,3.429749,,,0,,,137670666273249077,1237660557597868127,,,0.006187,0.281282,0.028617,19.786608,0.006072,2.29247e+02,0.387,10.6710,7.4503,0.3366
0.567293,66.722917,26.115,86,042653.5+260654,FV Tau AB,<,6.62,,<,6.1,,,5.23,0.05,,4.56,0.05,,1.54,0.04,,-0.45,0.22,,,,yes,yes,yes,,,,1,FV Tau,,,II,K5,,8.7,0.6,,0.13,,66.7229,26.115,66.72307032327,26.11507667226,0.0047236,0.0033153,81.15,151262911306653056,66.72309226690,0.2048,26.11498060445,0.1480,7.3520,0.2318,31.7237,22.065,4.433,0.290,-21.615,0.208,235,45.3793,14048.25,1.726,9.640e+02,95,1.2439,0.0455,15,3.748,0,3.08666e+04,2.73150e+02,14.463645,4.28270e+03,1.16593e+02,16.259249,5.70818e+04,12.856652,1.988,3.402597,,,0,,,139330667230298640,1237660761072140391,,581042626,0.009995,0.029690,0.030103,14.447480,0.009859,3.13296e+04,0.448,4.6952,3.3554,0.1092
0.056483,66.726667,26.114167,87,042654.4+260651,FV Tau/c AB,,8.01,0.05,,7.58,0.05,,7.05,0.05,,6.29,0.05,,3.88,0.04,>,0.72,,>,-1.64,,,yes,yes,yes,yes,,1,CoKu FV Tau c,yso,class II,II,M3.5,,5.9,-0.2,,0.096,,66.7267,26.1142,66.72667055422,26.11415163824,0.0022417,0.0016069,80.72,151262941369626752,66.72669163406,0.1012,26.11406010365,0.0678,7.7236,0.1147,67.3500,21.031,4.259,0.138,-20.595,0.101,260,40.3509,6091.47,0.807,1.251e+02,31,,,16,3.242,0,1.79896e+04,3.69535e+01,15.049815,1.42610e+03,1.95685e+01,17.453165,2.86203e+04,13.606209,1.670,3.846956,,,0,,,139330667266987514,1237660761072140392,,581042628,0.003545,0.015157,0.006460,15.049815,0.003545,1.79896e+04,0.070,2.2275,1.6266,0.1073
0.399047,66.73875,26.107778,89,042657.3+260628,KPNO-13,,8.75,0.05,,8.33,0.05,,7.99,0.06,,7.35,0.05,,5.32,0.04,>,0.93,,>,-2.25,,,yes,yes,yes,yes,,1,[BLH2002] KPNO-Tau 13,yso,class II,II,M5,,4.3,-0.6,,0.078,,66.7387,26.1078,66.73881598503,26.10787168059,0.0013203,0.0008676,69.18,151262876946558976,66.73884365014,0.0553,26.10778020129,0.0359,7.6631,0.0567,135.0536,21.328,5.590,0.078,-20.583,0.058,244,-0.0715,581.45,0.308,1.104e+01,31,,,15,0.995,0,1.13558e+04,1.33422e+01,15.549321,6.59010e+02,1.41180e+01,18.291313,1.85060e+04,14.079617,1.688,4.211697,,,0,,,139320667388089984,1237660761072140394,,581042631,0.003036,0.023427,0.004932,15.549321,0.003036,1.13558e+04,0.038,1.2720,0.9369,0.2761
0.463166,66.761667,25.706111,91,042702.8+254222,DF Tau AB,<,6.62,,<,6.1,,,5.08,0.05,,4.5,0.05,,2.19,0.04,,0.7,0.22,,,,yes,yes,yes,,,,1,DF Tau,,,II,M3,,2.4,0.5,,0.11,,66.7617,25.7061,66.76163834170,25.70623703931,0.0091413,0.0064276,89.38,151179966897747840,66.76164922952,0.4483,25.70611944670,0.2724,5.6672,0.4998,11.3386,26.550,2.207,0.565,-26.458,0.403,255,229.2314,351172.60,3.468,1.407e+04,31,,,15,21.925,0,7.10269e+05,5.06697e+03,11.058810,1.98880e+05,6.89573e+03,12.092067,8.01317e+05,9.988384,1.408,2.103683,,,0,,,138840667618848263,1237660760535334919,,579042086,0.008221,0.037749,0.017638,11.058810,0.008221,7.10269e+05,0.059,9.1410,6.4280,0.0078
1.241410,66.769167,26.104444,92,042704.6+260616,DG Tau A,<,6.62,,<,6.1,,,4.67,0.05,,3.55,0.05,<,0.45,,<,-2.3,,<,-4.46,,,,,,,"b,c",1,DG Tau,,,II,K5e,-90.7,3.2,0.5,,0.2,"a,b",66.7692,26.1044,66.76955053162,26.10446115813,0.0022808,0.0016451,85.16,151262700852297728,66.76957782396,0.1040,26.10437014527,0.0673,7.9836,0.1182,67.5379,21.207,5.514,0.141,-20.478,0.102,247,86.5368,21951.61,0.845,9.158e+02,31,,,15,6.892,0,3.34489e+05,4.08982e+03,11.876411,9.76213e+04,4.21990e+03,12.864680,3.89894e+05,10.770530,1.457,2.094151,,,0,,,139320667694965843,1237660761072205829,,581042644,0.013558,0.047016,0.037789,11.876411,0.013558,3.34489e+05,0.109,2.2769,1.6505,0.0558
