angDist,_RAJ2000,_DEJ2000,recno,SST,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,M2,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.490509,64.050417,27.943889,22,041612.1+275638,J04161210+2756385,,9.38,0.05,,9.04,0.05,,8.71,0.05,,8.3,0.05,,5.37,0.04,,1.55,0.22,,,,yes,yes,yes,yes,yes,,1,2MASS J04161210+2756385,yso,class II,II,M4.75,,4.6,-0.9,,0.15,,64.0504,27.9439,64.05044998858,27.94402209937,0.0022353,0.0014123,94.60,164474986623118592,64.05049393378,0.0896,27.94391103431,0.0540,7.4260,0.0989,75.1231,26.472,8.735,0.139,-24.990,0.089,346,-3.1699,1581.31,0.687,4.188e+01,95,1.0529,0.0189,17,0.880,0,6.51205e+03,7.67035e+01,16.153072,4.14514e+02,1.58722e+01,18.794693,1.07275e+04,14.671646,1.711,4.123047,,,0,,,141530640504653310,1237660753019666500,,590042360,0.013082,0.041668,0.036075,16.127481,0.012791,6.66737e+03,0.074,2.2309,1.4192,-0.0758
0.857081,64.078333,27.870833,23,041618.8+275215,J04161885+2752155,,10.88,0.05,,10.78,0.05,,10.67,0.06,,10.68,0.06,>,9.95,,>,1.26,,,,,,,,no,no,,1,2MASS J04161885+2752155,,star,III,M6.25,,1.1,-1.5,<,0.002,,64.0783,27.8708,64.07857601086,27.87093562816,0.0024404,0.0015918,76.54,164470794735041152,64.07861799962,0.1016,27.87082705917,0.0605,7.4016,0.1135,65.1942,25.816,8.352,0.149,-24.428,0.104,357,4.0861,970.23,0.659,1.783e+01,95,1.1442,0.0203,18,1.157,0,3.20783e+03,4.27913e+00,16.921840,1.19068e+02,8.68132e+00,20.149055,5.59730e+03,15.377948,1.782,4.771108,,,0,,,141440640786275666,1237660753019601200,,590042385,0.003113,0.079211,0.005098,16.896249,0.003097,3.28433e+03,0.054,2.4021,1.6490,0.1955
0.736493,64.117083,28.126389,24,041628.1+280735,LkCa 4,,8.18,0.05,,8.17,0.05,,8.04,0.05,,8.05,0.05,,7.94,0.07,>,1.2,,,,,,no,no,no,no,,1,LkCa 4,yso,star,III,K7,,0.8,0.0,<,5.7E-5,,64.1171,28.1264,64.11711137428,28.12659204530,0.0004013,0.0002642,76.48,164666022471759232,64.11714710754,0.0176,28.12647713959,0.0104,7.7031,0.0190,406.0050,26.808,7.091,0.024,-25.854,0.017,421,10.3359,1582.41,0.136,3.112e+01,31,,,18,1.378,0,2.81041e+05,1.85889e+03,12.065443,7.54640e+04,1.97447e+03,13.144193,3.20482e+05,10.983386,1.409,2.160807,,,0,,,,1237660555450056709,,591041457,0.007692,0.028544,0.018258,12.065443,0.007692,2.81041e+05,0.051,0.3950,0.2734,0.1920
0.449172,64.162917,28.980278,25,041639.1+285849,J04163911+2858491,,10.5,0.05,,10.14,0.05,,9.86,0.05,,9.41,0.05,,7.22,0.05,>,1.24,,,,,,yes,yes,yes,yes,,1,2MASS J04163911+2858491,yso,class II,II,M5.5,,2.3,-1.4,,0.082,,64.1629,28.9803,64.16301415365,28.98036934812,0.0077510,0.0044278,85.69,164783811951433856,64.16306204416,0.3251,28.98029788517,0.1685,5.0902,0.3756,13.5514,18.638,9.426,0.480,-16.079,0.281,363,46.6316,6201.74,2.353,1.709e+02,31,,,16,3.177,0,2.61423e+03,1.34456e+01,17.144007,1.32137e+02,7.80508e+00,20.035978,4.97262e+03,15.506433,1.953,4.529546,,,0,,,142770641630346909,1237660555450384731,,595042354,0.006227,0.064193,0.007390,17.144007,0.006227,2.61423e+03,0.259,7.7362,4.4535,0.0881
0.894956,64.390417,28.346111,26,041733.7+282046,CY Tau,,7.87,0.05,,7.53,0.05,,7.27,0.05,,6.72,0.05,,4.42,0.04,,1.87,0.22,>,-1.41,,yes,yes,yes,yes,yes,,1,CY Tau,yso,class II,II,M1,,1.7,-0.2,,0.076,,64.3904,28.3461,64.39053541281,28.34633670046,0.0004311,0.0002916,83.68,164698634160139264,64.39058028815,0.0190,28.34622257359,0.0106,7.9158,0.0204,388.2325,27.173,8.886,0.027,-25.679,0.018,418,11.9284,1391.20,0.134,2.692e+01,31,,,17,1.442,0,1.91926e+05,1.10878e+03,12.479533,4.96148e+04,1.47164e+03,13.599514,2.20705e+05,11.388363,1.408,2.211151,,,0,,,142010643905886050,1237660752482926599,,592040581,0.006851,0.032325,0.015422,12.479533,0.006851,1.91926e+05,0.044,0.4297,0.2936,0.0874
0.829274,64.412083,28.55,27,041738.9+283300,LkCa 5,,8.93,0.05,,,,,8.8,0.05,,,,,8.66,0.09,>,1.61,,,,,,no,,,,,1,LkCa 5,,,III,M2,,0.2,-0.5,<,5.7E-5,,64.4121,28.55,64.41227090929,28.55016068075,0.0006286,0.0003822,73.28,164705368668853120,64.41231080814,0.0296,28.55004630030,0.0158,7.5636,0.0328,230.6905,26.917,7.886,0.038,-25.736,0.026,401,23.0027,2435.22,0.221,6.186e+01,31,,,16,1.919,0,1.60813e+05,1.82572e+02,12.671561,3.82927e+04,1.87874e+02,13.880753,1.86220e+05,11.572828,1.396,2.307924,,,0,,,142260644122640664,1237660752483057667,,593041431,0.003018,0.006013,0.004941,12.671561,0.003018,1.60813e+05,0.018,0.6120,0.4083,0.2746
1.073907,64.45625,28.225278,28,041749.5+281331,KPNO-10,,10.82,0.05,,10.36,0.05,,9.81,0.05,,8.89,0.05,,5.96,0.04,,1.92,0.22,,,,yes,yes,yes,yes,yes,,1,[BLH2002] KPNO-Tau 10,yso,class II,II,M5,,1.1,-1.2,,0.12,,64.4562,28.2253,64.45648625085,28.22549167532,0.0014308,0.0010151,71.51,164506116546058112,64.45653063771,0.0645,28.22537975369,0.0396,7.3634,0.0729,101.0322,26.676,8.800,0.087,-25.182,0.067,385,2.8499,554.01,0.279,4.555e+00,31,,,17,1.104,0,4.68234e+03,3.05481e+01,16.511210,5.39762e+02,2.19760e+01,18.508036,7.04292e+03,15.128514,1.619,3.379521,,,0,,,141870644564871091,1237660752482926609,,592040590,0.007600,0.044293,0.020137,16.511210,0.007600,4.68234e+03,0.083,1.3946,1.0643,0.2060
0.824080,64.456667,28.493333,29,041749.6+282936,V410 X-ray 1,,8.41,0.05,,7.85,0.05,,7.42,0.05,,6.47,0.05,,3.78,0.04,,2.95,0.22,,,,yes,yes,yes,yes,yes,,1,[SS94] V410 X-ray 1,yso,class II,II,M2,,5.5,-0.3,,0.12,,64.4567,28.4933,64.45690709641,28.49342173192,0.0007181,0.0004339,83.42,164702070133970944,64.45694247222,0.0306,28.49331429176,0.0152,7.6348,0.0328,232.6748,25.166,6.995,0.044,-24.174,0.028,447,6.2223,1041.24,0.186,1.524e+01,31,,,17,1.216,0,3.06404e+04,7.73590e+02,14.471631,3.60235e+03,2.66838e+02,16.447079,4.31008e+04,13.161683,1.524,3.285396,,,0,,,142190644569022574,1237660752482992152,,593041448,0.027550,0.080473,0.084639,14.471631,0.027550,3.06404e+04,0.001,0.7151,0.4388,0.1188
1.169343,64.532917,28.434167,30,041807.9+282603,V410 X-ray 3,,10.04,0.05,,9.94,0.05,,9.9,0.06,,9.8,0.05,,9.27,0.21,>,1.79,,,,,,yes,yes-faint,no,no,,1,[SS94] V410 X-ray 3,yso,star,III,M6,,0.8,-1.1,<,2.5E-4,,64.5329,28.4342,64.53322062065,28.43435198935,0.0018573,0.0011358,73.52,164513022853468160,64.53326213973,0.0842,28.43424395742,0.0455,8.0199,0.0904,88.6693,25.658,8.215,0.111,-24.307,0.076,440,14.7705,2521.72,0.656,6.001e+01,31,,,17,1.540,0,9.68256e+03,9.17552e+00,15.722392,5.64191e+02,7.89438e+00,18.459976,1.59856e+04,14.238570,1.709,4.221406,,,0,,,142120645332911726,1237660752482992138,,593041468,0.002941,0.015446,0.004454,15.722392,0.002941,9.68256e+03,0.058,1.8099,1.2099,0.2683
0.931435,64.57125,28.478056,31,041817.1+282841,V410 Anon 13,,10.23,0.05,,9.94,0.05,,9.49,0.05,,8.81,0.05,,6.04,0.04,,,,>,-0.57,,,yes,yes,yes,yes,,1,[SS94] V410 Anon 13,yso,class II,II,M5,,5.9,-1.1,,0.068,,64.5712,28.4781,64.57127892041,28.47831348011,0.0046476,0.0027182,91.79,164519276325850752,64.57131778826,0.2034,28.47820014386,0.1008,7.8499,0.2216,35.4312,26.634,7.687,0.286,-25.501,0.172,400,3.4151,750.94,1.074,1.166e+01,95,1.1074,0.0337,15,1.123,0,1.06866e+03,2.15391e+00,18.115269,5.94801e+01,8.02412e+00,20.902613,2.01240e+03,16.488611,1.939,4.414002,,,0,,,142170645712624425,1237660752482992211,,593041474,0.003519,0.146497,0.007386,18.089678,0.003487,1.09415e+03,0.261,4.6461,2.7208,-0.0352
0.655916,64.62625,27.722222,34,041830.3+274320,KPNO-11,,10.71,0.05,,10.59,0.05,,10.6,0.06,,10.5,0.06,>,10.01,,>,1.46,,,,,,,,no,no,,1,[BLH2002] KPNO-Tau 11,,star,III,M5.5,,0.0,-1.3,<,0.0018,,64.6262,27.7222,64.62625859859,27.72240403973,0.0009351,0.0006495,82.89,164409359522965120,64.62630277958,0.0401,27.72228595443,0.0239,7.8108,0.0433,180.3803,27.988,8.800,0.058,-26.569,0.041,412,0.9087,715.36,0.224,8.319e+00,31,,,17,1.031,0,1.15999e+04,7.27046e+00,15.526232,1.03198e+03,8.76249e+00,17.804367,1.74426e+04,14.143869,1.593,3.660498,,,0,,,141260646263007382,1237660554912989215,,589043053,0.002838,0.009632,0.004027,15.526232,0.002838,1.15999e+04,0.017,0.9314,0.6548,0.0912
0.191170,64.629583,28.454444,35,041831.1+282716,V410 Tau ABC,,7.36,0.05,,7.34,0.05,,7.34,0.05,,7.25,0.05,,7.14,0.06,>,1.65,,,,,,no,no,no,no,,1,V* V410 Tau,yso,star,III,K3,,1.1,0.4,<,6.5E-5,,64.6296,28.4544,64.62961720695,28.45448776548,0.0004116,0.0002457,80.21,164518589131083136,64.62966192675,0.0186,28.45437607931,0.0094,7.7303,0.0212,364.4309,26.641,8.846,0.025,-25.129,0.016,413,4.7978,1076.25,0.105,1.724e+01,31,,,15,1.172,0,1.38919e+06,3.90940e+03,10.330462,5.23507e+05,5.20755e+03,11.041237,1.26273e+06,9.494619,1.286,1.546618,11.30,4.88,14,4000.0,4.5,,1237660554913316867,,593041479,0.004114,0.011155,0.008799,10.330462,0.004114,1.38919e+06,0.010,0.4078,0.2521,0.1777
0.411453,64.629583,28.274722,36,041831.1+281629,DD Tau AB,<,6.62,,<,6.1,,,5.29,0.05,,4.48,0.05,,1.75,0.04,,-0.04,0.22,,,,yes,yes,yes,,,,1,DD Tau,,,II,M1,,4.3,0.1,,0.3,,64.6296,28.2747,64.62970393183,28.27476347129,0.0011767,0.0007926,78.16,164507353496637952,64.62974065976,0.0555,28.27465267878,0.0337,7.8924,0.0635,124.2747,25.969,7.278,0.073,-24.928,0.052,447,7.8663,6095.59,0.471,1.572e+02,95,1.2294,0.0098,17,1.275,0,5.34987e+04,8.65679e+02,13.866509,1.58459e+04,7.49824e+02,14.838752,9.47946e+04,12.305937,2.068,2.532815,,,0,,,141930646297200201,1237660554913251333,,592040614,0.017783,0.051453,0.040775,13.854104,0.017586,5.41134e+04,0.657,1.1631,0.8125,0.1607
1.196704,64.63125,28.282778,37,041831.5+281658,CZ Tau AB,,8.46,0.05,,7.63,0.05,,6.62,0.05,,5.0,0.05,,1.96,0.04,,1.45,0.22,,,,yes,yes,yes,yes,yes,,1,CZ Tau,yso,embedded,II,M1.5,,0.7,-0.6,,0.53,,64.6312,28.2828,64.63162452678,28.28281951154,0.0008708,0.0004080,69.32,164507594015344896,64.63162452678,0.8273,28.28281951154,0.4902,,,,,,,,,443,597.6091,1324383.50,7.124,3.145e+04,3,,,17,,0,4.82853e+04,2.70154e+02,13.977830,8.66242e+03,5.76581e+01,15.494445,7.71653e+04,12.529341,1.778,2.965104,,,0,,,141940646316430009,1237660554913251416,,592040615,0.006670,0.007747,0.005453,13.977830,0.006670,4.82853e+04,0.302,0.8273,0.4902,0.4820
0.586738,64.633333,28.520833,38,041832.0+283115,IRAS04154+2823,,7.57,0.05,,7.07,0.05,,6.12,0.05,,5.52,0.05,,1.91,0.04,,-0.38,0.22,,,,yes,yes,yes,yes,yes,,1,IRAS04154+2823,yso,class II,I,M2.5,,19.0,-0.6,,0.63,,64.6333,28.5208,64.63351829167,28.52082539425,0.0054672,0.0010032,79.48,164521097391597824,64.63351829167,5.3785,28.52082539425,1.4034,,,,,,,,,94,3.8017,149.02,4.466,1.872e+01,3,,,5,,0,9.10688e+01,2.36308e+00,20.788942,4.60957e+01,1.82589e+01,21.179390,2.25054e+02,18.867180,2.977,2.312210,,,0,,,142220646334985594,1237660554913317148,,,0.028307,0.430077,0.125787,20.788942,0.028307,9.10688e+01,1.598,5.3785,1.4034,0.6870
0.481329,64.6675,28.406667,40,041840.2+282424,V410 X-ray 4,,8.91,0.05,,8.64,0.05,,8.44,0.05,,8.43,0.05,,8.09,0.08,>,1.6,,>,-2.59,,,yes,no,no,no,,1,[SS94] V410 X-ray 4,yso,star,II,M4,,18.0,-0.1,<,6.3E-6,,64.6675,28.4067,64.66765093274,28.40668285265,0.0072311,0.0016138,48.65,164515256236723584,64.66765093274,5.5321,28.40668285265,4.9285,,,,,,,,,104,1.9243,127.83,5.000,1.849e+00,3,,,7,,0,7.50616e+01,1.19231e+00,20.998823,3.28949e+01,8.17506e+00,21.545721,1.69865e+02,19.172636,2.701,2.373085,,,0,,,142080646676458615,1237660554913251559,,,0.017465,0.269842,0.056983,20.998823,0.017465,7.50616e+01,1.313,5.5321,4.9285,0.9038
0.659605,64.669167,28.320833,41,041840.6+281915,V892 Tau,<,6.62,,<,6.1,,,3.61,0.05,<,3.52,,<,0.45,,<,-2.3,,<,-4.9,,,,,,,"c,d",1,V892 Tau,,,flat,A6,-12.7,14.3,2.0,,0.089,,64.6692,28.3208,64.66923234099,28.32100696080,0.0016527,0.0010691,73.50,164513602672978304,64.66925009729,0.0770,28.32087893316,0.0426,7.4352,0.0849,87.5323,29.020,3.517,0.100,-28.806,0.072,414,56.9694,12188.38,0.585,2.788e+02,31,,,17,3.551,0,7.78233e+04,4.57592e+01,13.459593,9.80286e+03,2.86750e+01,15.360161,1.14010e+05,12.105538,1.591,3.254623,,,0,,,141980646692255684,1237660554913251335,,592040617,0.002828,0.004227,0.004038,13.459593,0.002828,7.78233e+04,0.073,1.6135,1.1275,0.2378
0.923198,64.677083,28.313611,43,041842.5+281849,V410 X-ray 7,,8.73,0.05,,8.61,0.05,,8.35,0.05,,8.09,0.07,,5.15,0.01,>,-0.3,,>,-2.88,,,yes,yes,yes,no,,1,[SS94] V410 X-ray 7,yso,class II,II,M1,,10.3,-0.1,,0.0092,,64.6771,28.3136,64.67708688720,28.31386742111,0.0033130,0.0019985,67.39,164513400810646912,64.67714149055,0.1489,28.31375731939,0.0782,7.4314,0.1682,44.1850,27.031,10.816,0.195,-24.773,0.141,416,5.7043,989.35,0.861,1.607e+01,31,,,17,1.205,0,2.06207e+03,5.06078e+00,17.401608,9.31259e+01,8.28694e+00,20.415867,3.74028e+03,15.815636,1.859,4.600231,,,0,,,141970646771277067,1237660554913251336,,592040619,0.003833,0.096656,0.005344,17.401608,0.003833,2.06207e+03,0.155,3.1534,2.2419,0.3505
0.625271,64.695833,28.335278,45,041847.0+282007,Hubble 4,,7.09,0.05,,7.04,0.05,,6.95,0.05,,6.96,0.05,,6.78,0.01,>,0.18,,>,-4.19,,,no,no,no,no,,1,Hubble I 4,yso,star,III,K7,,2.5,0.4,<,6.0E-5,,64.6958,28.3353,64.69595466578,28.33541474460,0.0018200,0.0012657,76.45,164513538249595136,64.69599863317,0.0844,28.33530148854,0.0470,7.8497,0.0966,81.2778,26.929,8.707,0.112,-25.483,0.083,439,93.4619,43793.35,0.698,1.001e+03,31,,,17,5.496,0,4.10405e+05,4.44221e+02,11.654335,9.39543e+04,3.12681e+02,12.906251,4.81466e+05,10.541482,1.402,2.364769,12.69,1.08,18,4000.0,3.0,,1237660554913251334,,592040624,0.002995,0.004565,0.004469,11.654335,0.002995,4.10405e+05,0.015,1.7940,1.3022,0.1668
0.752243,64.712917,28.2425,46,041851.1+281433,KPNO-2,,12.25,0.05,,12.11,0.06,,12.02,0.06,,11.84,0.07,>,9.59,,>,1.59,,,,,,,,no,no,,1,[BLH2002] KPNO-Tau 2,,star,III,M7.5,,0.3,-2.1,,0.0096,,64.7129,28.2425,64.71313487104,28.24258260798,0.0043415,0.0025109,66.83,164495323291866624,64.71317766039,0.1876,28.24247288211,0.0969,7.7671,0.2164,35.8978,26.105,8.481,0.253,-24.688,0.180,417,-0.4165,528.33,0.537,2.395e+00,31,,,16,0.985,0,9.22792e+02,1.58214e+00,18.274607,6.47349e+01,8.66939e+00,20.810696,1.58161e+03,16.750143,1.784,4.060553,,,0,,,141890647131291544,1237660554913185974,,592040628,0.003325,0.145430,0.007790,18.274607,0.003325,9.22792e+02,0.156,4.1117,2.8718,0.3843
0.975636,64.714167,28.340556,47,041851.4+282026,CoKu Tau/1,,10.22,0.05,,9.02,0.05,,7.72,0.05,,5.87,0.05,,1.07,0.04,,-0.98,0.22,<,-2.55,,yes,yes,yes,yes,yes,c,1,NAME CoKu Tau 1,yso,embedded,I,K7,,6.5,-0.9,,0.72,,64.7142,28.3406,64.71445160870,28.34065943227,0.0131811,0.0080279,75.13,164513572609331456,64.71452937359,0.5820,28.34058231577,0.3030,8.6947,0.6451,13.4779,23.200,15.400,0.799,-17.351,0.534,415,37.5912,3649.66,4.228,9.548e+01,95,1.1847,0.0822,17,2.569,0,8.57753e+02,6.16909e+00,18.353960,3.10023e+02,8.87610e+00,19.110058,4.05612e+03,15.727617,5.090,3.382441,,,0,,,142000647146099269,1237660554913251337,,592040629,0.008281,0.031210,0.014691,18.328369,0.008109,8.78211e+02,3.553,12.9052,8.4642,0.2481
0.569783,64.742083,28.206389,48,041858.1+281223,IRAS04158+2805,,9.23,0.05,,8.54,0.05,,7.85,0.06,,6.84,0.05,,2.73,0.04,,-0.07,0.22,,-2.51,0.22,yes,yes,yes,yes,yes,,1,IRAS04158+2805,yso,class II,flat,M6,,7.0,-1.3,,0.76,,64.7421,28.2064,64.74222345630,28.20648763865,0.0117101,0.0067882,57.11,164494296796124416,64.74228321500,0.4656,28.20638249804,0.2871,7.7579,0.5336,14.5393,26.458,11.849,0.655,-23.657,0.544,437,18.5999,1400.70,2.753,2.736e+01,95,1.2541,0.0728,16,1.695,0,5.32759e+02,8.91973e+00,18.871040,1.80111e+02,1.18877e+01,19.699694,2.42401e+03,16.286558,4.888,3.413136,,,0,,,141840647422378391,1237660554913185949,,592040633,0.018386,0.071715,0.055917,18.845449,0.017967,5.45465e+02,3.347,10.5013,8.5399,0.4630
0.115071,64.754583,28.328333,49,041901.1+281942,V410 X-ray 6,,8.76,0.05,,8.67,0.05,,8.54,0.05,,8.26,0.05,,3.82,0.04,,0.69,0.22,,,,yes,yes,yes,yes,no,,1,[SS94] V410 X-ray 6,yso,star,II,M4.5,,2.7,-0.5,,0.082,,64.7546,28.3283,64.75460508532,28.32835837291,0.0014802,0.0009420,72.75,164502062096975744,64.75464431078,0.0699,28.32824417665,0.0369,7.8006,0.0787,99.1240,26.843,7.769,0.089,-25.694,0.063,403,10.8692,2813.06,0.510,7.368e+01,31,,,16,1.408,0,2.13472e+04,1.59411e+01,14.864015,1.21665e+03,9.46218e+00,17.625626,3.69980e+04,13.327450,1.790,4.298176,,,0,,,141990647546334489,1237660554913251419,,592040636,0.002872,0.008893,0.004275,14.864015,0.002872,2.13472e+04,0.129,1.4409,1.0010,0.2559
1.106459,64.755,28.046667,50,041901.2+280248,KPNO-12,,13.97,0.06,,13.61,0.06,,13.23,0.08,,12.75,0.08,>,10.13,,>,1.74,,>,-0.54,,,,,no,no,,1,[BLH2002] KPNO-Tau 12,,class II,II,M9,,1.4,-2.9,,0.12,,64.755,28.0467,64.75534551126,28.04670544296,0.0395634,0.0105528,80.50,164487734085116800,64.75534551126,39.0600,28.04670544296,12.2856,,,,,,,,,62,3.7341,105.88,6.702,2.296e+00,3,,,2,,0,6.91413e+01,1.56935e+00,21.088022,5.92017e+01,1.67587e+01,20.907707,9.16292e+01,19.842812,2.181,1.064896,,,0,,,141650647553166691,1237660554913121069,,,0.024797,0.307362,0.284654,21.088022,0.024797,6.91413e+01,0.959,39.0600,12.2856,0.4930
1.053221,64.757917,28.375833,51,041901.9+282233,V410 Tau X-ray 5a,,9.64,0.05,,9.55,0.05,,9.43,0.05,,9.39,0.05,,8.88,0.12,>,1.59,,>,-1.28,,,yes,yes,no,no,,1,[SS94] V410 X-ray 5a,yso,star,III,M5,,5.1,-0.8,<,1.5E-4,,64.7579,28.3758,64.75823833975,28.37590820474,0.0032580,0.0017907,78.29,164514053645658752,64.75828535176,0.1410,28.37579349284,0.0672,7.5664,0.1713,44.1731,27.437,9.307,0.197,-25.810,0.118,397,-1.4941,1039.06,0.725,2.163e+01,95,1.0764,0.0206,15,0.946,0,3.11101e+03,5.27976e+00,16.955112,1.42091e+02,1.19481e+01,19.957125,5.61627e+03,15.374276,1.851,4.582849,,,0,,,142050647582601475,1237660554913251436,,592040637,0.003315,0.091339,0.006663,16.929521,0.003291,3.18521e+03,0.149,3.2108,1.8740,0.2447
0.443127,64.803333,28.4925,52,041912.8+282933,FQ Tau AB,,8.78,0.05,,8.42,0.05,,8.12,0.05,,7.41,0.05,,4.85,0.04,,2.16,0.22,,,,yes,yes,yes,yes,yes,,1,FQ Tau,yso,class II,II,M2,,1.1,-0.6,,0.086,,64.8033,28.4925,64.80332277720,28.49237723743,0.0029765,0.0012155,87.20,164517317820762624,64.80332277720,2.9735,28.49237723743,1.2228,,,,,,,,,229,608.1130,1833378.00,13.475,7.304e+04,3,,,10,,0,3.29063e+04,6.56986e+02,14.394169,8.31804e+03,2.87317e+02,15.538490,7.15038e+04,12.612073,2.426,2.926417,,,0,,,,1237660554913316896,,,0.021852,0.037607,0.009251,14.394169,0.021852,3.29063e+04,0.956,2.9735,1.2228,0.0992
0.629006,64.803333,28.4925,52,041912.8+282933,FQ Tau AB,,8.78,0.05,,8.42,0.05,,8.12,0.05,,7.41,0.05,,4.85,0.04,,2.16,0.22,,,,yes,yes,yes,yes,yes,,1,FQ Tau,yso,class II,II,M2,,1.1,-0.6,,0.086,,64.8033,28.4925,64.80352475341,28.49245388384,0.0018605,0.0009197,77.11,164517313524721536,64.80352475341,1.8252,28.49245388384,0.9879,,,,,,,,,182,376.1522,520513.34,10.006,3.367e+04,3,,,9,,0,3.19151e+04,6.19926e+02,14.427377,7.07705e+03,1.66091e+02,15.713912,6.80419e+04,12.665955,2.354,3.047957,,,0,,,142190648033671509,1237660554913316896,,,0.021269,0.025633,0.010313,14.427377,0.021269,3.19151e+04,0.866,1.8252,0.9879,0.3155
1.029575,64.815833,29.107222,53,041915.8+290626,BP Tau,,7.27,0.05,,6.9,0.05,,6.65,0.05,,5.71,0.05,,2.52,0.04,,0.71,0.22,,,,yes,yes,yes,yes,yes,,1,BP Tau,yso,class II,II,K7,,2.1,0.2,,0.094,,64.8158,29.1072,64.81597492818,29.10747971097,0.0006535,0.0004558,79.32,164832740220756608,64.81602014751,0.0319,29.10736410572,0.0173,7.8494,0.0362,216.8032,27.488,8.889,0.040,-26.011,0.029,516,33.1380,6974.07,0.251,1.350e+02,31,,,16,2.198,0,4.91073e+05,1.91949e+03,11.459502,1.80775e+05,2.74278e+03,12.195696,4.73287e+05,10.560084,1.332,1.635612,,,0,,,142920648159999473,1237660751946383589,,596043759,0.005060,0.016708,0.010147,11.459502,0.005060,4.91073e+05,0.045,0.6477,0.4640,0.1329
0.926759,64.859167,28.437222,54,041926.2+282614,V819 Tau,,8.2,0.05,,8.29,0.05,,8.11,0.05,,8.06,0.05,,6.29,0.05,,,,,,,,yes,yes,no,no,,1,V819 Tau,yso,star,III,K7,,1.9,0.0,,0.0018,,64.8592,28.4372,64.85944796574,28.43729432652,0.0004746,0.0002725,85.40,164504467278644096,64.85948866244,0.0206,28.43718102288,0.0100,7.7342,0.0254,304.1720,26.735,8.052,0.029,-25.493,0.017,437,9.1689,1287.34,0.110,2.119e+01,31,,,15,1.327,0,2.47070e+05,1.43690e+03,12.205316,6.65780e+04,1.43911e+03,13.280216,2.74803e+05,11.150341,1.382,2.129875,15.48,1.34,13,4000.0,3.0,,1237660751946121287,,593041544,0.006889,0.023634,0.017081,12.205316,0.006889,2.47070e+05,0.029,0.4735,0.2743,0.0930
1.176902,64.8975,28.455833,55,041935.4+282721,FR Tau,,9.42,0.05,,8.93,0.05,,8.25,0.05,,7.27,0.05,,4.84,0.04,,3.14,0.22,,,,yes,yes,yes,yes,yes,,1,FR Tau,yso,class II,II,M5e,-58.9,0.0,-0.9,,0.17,b,64.8975,28.4558,64.89774689485,28.45607745292,0.0021537,0.0012316,79.62,164598303725828608,64.89779170741,0.0917,28.45596429330,0.0479,7.9061,0.1068,74.0026,26.960,8.865,0.131,-25.461,0.081,452,2.9664,4707.74,0.648,1.302e+02,95,1.1617,0.0142,16,1.100,0,2.07283e+04,2.81702e+01,14.895956,3.56200e+03,5.08770e+01,16.459309,4.54093e+04,13.105035,2.363,3.354274,,,0,,,142140648977727731,1237660751946121305,,593041581,0.003126,0.015757,0.004644,14.879791,0.003115,2.10392e+04,0.830,2.1300,1.2720,0.2042
0.930311,64.921667,27.83,56,041941.2+274948,LkCa 7 AB,,8.11,0.05,,8.11,0.05,,8.04,0.05,,7.99,0.05,,7.75,0.06,>,1.94,,,,,,no,no,no,no,,1,LkCa 7,yso,star,III,K7,,1.0,0.0,<,6.1E-5,,64.9217,27.83,64.92195544235,27.83004141127,0.0007764,0.0005234,79.40,164422961683000320,64.92200336630,0.0365,27.82993104458,0.0214,7.9870,0.0432,184.8605,26.600,9.536,0.048,-24.832,0.034,487,22.4119,7590.34,0.315,1.745e+02,95,1.3519,0.0059,17,1.803,0,3.42685e+05,2.10819e+03,11.850129,1.21823e+05,2.60797e+03,12.624219,4.46943e+05,10.622265,1.660,2.001954,13.96,4.28,20,4000.0,3.0,141390649223767078,1237660751945859135,,590043014,0.007225,0.023410,0.016232,11.850129,0.007225,3.42685e+05,0.325,0.7692,0.5339,0.1447
