angDist,_RAJ2000,_DEJ2000,recno,SST,M,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,Rank,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,Mmclass,Note2,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
1.050962,68.468333,26.215,93,043352.4+261254,M,J04335245+2612548,,13.24,0.06,,12.7,0.06,,12.24,0.06,,11.46,0.06,,8.44,0.11,>,1.07,,>,-0.75,,,yes-faint,no,no,yes,i,1,2MASS J04335245+2612548,A+,yso,class II,II,M8.5,,4.9,-2.4,,0.13,new member,f,68.4683,26.215,68.46862011458,26.21513739209,0.0076320,0.0018759,96.46,151127911893054464,68.46862011458,7.5865,26.21513739209,2.0523,,,,,,,,,51,2.0034,67.15,5.020,2.149e+00,3,,,4,,0,,,,,,,1.30637e+02,19.457731,,,,,0,,,139450684686038797,1237660761072861809,,,,,0.022083,,,,,7.5865,2.0523,-0.3929
1.579362,68.496667,29.61,94,043359.2+293636,w,,,7.16,0.05,,7.24,0.05,,7.05,0.05,,6.94,0.05,,6.38,0.05,>,0.84,,>,-1.17,,,yes,yes,no,no,,1,,B+,yso,star,III,M3 w/Av,0.0,5.5,0.4,<,8.0E-5,needs add'l followup,"b,k",68.4967,29.61,68.49707470820,29.61025850099,0.0008958,0.0007644,88.94,159044533053417728,68.49707609394,0.0445,29.61025389862,0.0310,0.1520,0.0496,3.0671,1.070,0.271,0.056,-1.036,0.048,227,3.9791,2047.83,0.343,6.721e+01,31,,,15,1.193,0,7.67822e+04,2.84479e+02,13.474216,4.14060e+03,9.85945e+01,16.295883,1.20976e+05,12.041151,1.629,4.254732,-33.89,1.40,8,4000.0,3.0,143530684970562892,,,599049910,0.004876,0.026003,0.012180,13.474216,0.004876,7.67822e+04,-0.026,0.8958,0.7644,0.0059
1.198850,68.58125,26.869444,95,043419.5+265210,w,,,11.84,0.05,,11.76,0.05,,11.68,0.06,,11.46,0.06,,8.88,0.14,>,0.95,,>,-0.6,,,yes,no,no,no,,1,,A,not yso,star,III,,,,,,,pending followup,c,68.5812,26.8694,68.58161560668,26.86951133505,0.0015019,0.0011918,78.10,151537819277065600,68.58161226393,0.0727,26.86950060822,0.0463,1.3025,0.0802,16.2423,2.505,-0.671,0.092,-2.414,0.075,262,-0.2443,271.62,0.000,0.000e+00,31,,,16,0.988,0,3.16607e+03,2.55067e+00,16.936064,4.47687e+02,8.69551e+00,18.711107,4.26715e+03,15.672549,1.489,3.038558,,,0,,,140240685815943980,,,585045125,0.002891,0.021272,0.006255,16.936064,0.002891,3.16607e+03,0.003,1.4901,1.2066,0.0938
1.321436,68.5825,23.446944,96,043419.8+232649,w,HD 284530,,8.22,0.05,,8.22,0.05,,8.18,0.05,,8.18,0.05,,7.46,0.06,>,0.67,,>,-0.97,,,no,yes,no,no,,1,HD 284530,B-,yso,star,III,B8,7.7,1.9,1.2,,3.8E-5,needs add'l followup,"b,m,n",68.5825,23.4469,68.58283682308,23.44714211462,0.0008372,0.0006106,95.34,146008242157540480,68.58289254666,0.0424,23.44708069314,0.0248,3.2327,0.0480,67.3878,17.980,11.503,0.052,-13.820,0.038,267,31.9524,3925.15,0.322,1.344e+02,31,,,14,2.681,0,1.94922e+06,9.74922e+02,9.962717,9.72822e+05,6.39684e+02,10.368459,1.42165e+06,9.365916,1.228,1.002543,,,0,,,136130685826586779,1237664089681231897,,568040266,0.002808,0.002880,0.003804,9.962717,0.002808,1.94922e+06,0.011,0.8355,0.6129,-0.0594
1.140597,68.6475,26.735,97,043435.4+264406,w,,<,6.62,,,6.64,0.05,,6.45,0.05,,6.22,0.05,,4.84,0.04,>,1.07,,>,-0.91,,,yes,yes,yes,,h,1,,B-,,,III,M3,1.4,5.8,0.6,,0.001,needs add'l followup,"b,e,k",68.6475,26.735,68.64785081354,26.73504711094,0.0013408,0.0010319,73.17,151532703971044352,68.64785343144,0.0613,26.73504487562,0.0417,0.2131,0.0667,3.1942,0.728,0.526,0.082,-0.503,0.066,248,4.9564,5249.72,0.503,1.898e+02,31,,,16,1.232,0,1.28436e+05,1.18651e+03,12.915649,6.13320e+03,3.31929e+02,15.869324,2.07922e+05,11.453143,1.667,4.416181,23.71,0.56,9,4000.0,3.0,140080686477262495,,,584045837,0.010402,0.058826,0.024521,12.915649,0.010402,1.28436e+05,-0.012,1.3177,1.0613,0.1453
0.780733,68.71875,24.045556,98,043452.5+240244,w,,,11.49,0.05,,11.46,0.05,,11.4,0.06,,11.05,0.06,,8.81,0.18,>,1.42,,>,-1.43,,,yes,no,yes-faint,no,,1,,B+,not yso,star,III,K2 w/ Av,1.6,4.4,-1.1,,0.0038,needs add'l followup,b,68.7187,24.0456,68.71874805851,24.04577286294,0.0013285,0.0009367,60.68,147579925309896448,68.71874573365,0.0542,24.04574188070,0.0372,0.9244,0.0599,15.4194,6.987,-0.478,0.077,-6.971,0.065,293,-0.5962,288.31,0.000,0.000e+00,31,,,16,0.974,0,4.14544e+03,3.65741e+00,16.643440,6.81651e+02,8.76140e+00,18.254637,5.32063e+03,15.432987,1.448,2.821650,,,0,,,136850687187945478,1237664090218234128,,571040835,0.002917,0.014231,0.005714,16.643440,0.002917,4.14544e+03,-0.007,1.2458,1.0442,0.2913
0.846181,68.737083,22.976389,99,043456.9+225835,M,2MASS J04345693+2258358,,9.05,0.05,,9.06,0.05,,8.95,0.05,,8.93,0.05,,8.31,0.08,>,1.26,,>,-0.89,,,no,yes,no,no,,1,2MASS J04345693+2258358,A+,yso,star,III,M0,-4.5,1.8,-0.5,,2.3E-4,new member,"b,f,g,i",68.7371,22.9764,68.73721489658,22.97659025284,0.0003184,0.0002267,93.35,145225596036660224,68.73727083265,0.0167,22.97651754360,0.0091,6.1457,0.0183,336.2452,20.047,11.587,0.020,-16.360,0.014,273,1.4810,281.50,0.000,0.000e+00,31,,,17,1.063,0,8.24166e+04,2.47568e+02,13.397330,1.79758e+04,1.94360e+02,14.701821,9.86318e+04,12.262854,1.415,2.438968,,,0,,,135570687372722382,1237664089144295564,,565038140,0.004269,0.012066,0.009128,13.397330,0.004269,8.24166e+04,0.017,0.3181,0.2270,-0.0404
0.788937,68.925,22.872778,101,043542.0+225222,M,2MASS J04354203+2252226,,9.69,0.05,,9.56,0.05,,9.5,0.05,,9.5,0.05,,8.98,0.12,>,1.07,,>,-0.55,,,yes,yes-faint,no,no,,1,2MASS J04354203+2252226,A+,yso,star,III,M5e,-18.6,2.1,-0.8,<,1.4E-4,new member,"b,f,g,i,k",68.925,22.8728,68.92514954795,22.87294841298,0.0010758,0.0007575,86.72,145212711134828672,68.92519786534,0.0539,22.87287332775,0.0316,6.0909,0.0574,106.0641,19.640,10.017,0.066,-16.894,0.047,252,1.3858,675.71,0.315,1.604e+01,31,,,16,1.062,0,1.41039e+04,1.89889e+01,15.314018,9.01369e+02,1.53822e+01,17.951284,2.23921e+04,13.872661,1.652,4.078624,,,0,,,135440689251798034,,,565038270,0.003119,0.018737,0.006080,15.314018,0.003119,1.41039e+04,0.021,1.0750,0.7588,0.0408
0.387326,68.99,22.899167,102,043557.6+225357,M,J04355760+2253574,,13.06,0.05,,12.87,0.06,,12.43,0.06,,12.35,0.08,,7.13,0.05,>,0.88,,>,-2.35,,,yes-faint,yes-faint,no,no,,1,2MASS J04355760+2253574,A+,yso,star,II,M5:e,-30.4,3.4,-2.3,,0.15,new member,"b,c,k",68.99,22.8992,68.99010612006,22.89921193696,0.0023599,0.0013173,71.89,145210267297932416,68.99010612006,2.2800,22.89921193696,1.4511,,,,,,,,,228,24.2598,1225.78,14.066,1.561e+02,3,,,13,,0,1.31420e+02,2.41435e+00,20.390709,4.01303e+01,6.30500e+00,21.329860,5.94444e+02,17.812618,4.829,3.517242,,,0,,,135470689900549658,,,565038299,0.020136,0.170606,0.021397,20.390709,0.020136,1.31420e+02,3.273,2.2800,1.4511,0.3424
1.426930,68.9975,22.641389,103,043559.4+223829,M,,,12.41,0.06,,11.72,0.06,,10.87,0.06,,9.57,0.06,,5.22,0.04,,2.22,0.22,>,2.35,,yes,yes,yes-faint,yes-faint,yes,,1,,A+,yso,class II,flat,K7-M0,-1.7,2.0,-2.0,,0.53,new member,b,68.9975,22.6414,68.99792824688,22.64141886248,0.0029097,0.0019631,93.80,145157937416226176,68.99797802843,0.1449,22.64134503013,0.0820,6.7667,0.1605,42.1651,19.566,10.338,0.180,-16.612,0.124,314,1.6197,368.29,0.055,2.642e-02,31,,,17,1.065,0,1.06347e+03,7.54695e+00,18.120554,2.12886e+02,1.22190e+01,19.518175,1.45971e+03,16.837227,1.573,2.680948,,,0,,,135170689979410174,1237664088607490054,,564037251,0.008183,0.062380,0.044243,18.120554,0.008183,1.06347e+03,0.139,2.9062,1.9682,-0.0534
1.245415,69.089167,27.32,104,043621.4+271912,p,,,12.62,0.05,,12.62,0.06,,12.56,0.06,,12.38,0.07,,8.11,0.08,>,0.79,,>,-0.87,,,yes,no,no,no,,1,,A-,yso,star,II,K2e,0.8,2.6,-1.5,,0.012,"possible,new member","b,n o",69.0892,27.32,69.08949256683,27.32018977274,0.0010059,0.0007541,68.68,151669043414022528,69.08950189359,0.0460,27.32016775807,0.0319,2.5216,0.0510,49.4182,5.293,1.864,0.060,-4.953,0.049,245,-0.1946,244.77,0.000,0.000e+00,31,,,16,0.990,0,6.65313e+03,3.79642e+00,16.129800,1.78991e+03,1.15903e+01,17.206463,7.13032e+03,15.115123,1.341,2.091340,,,0,,,140780690894584813,,,587046440,0.002824,0.007564,0.004393,16.129800,0.002824,6.65313e+03,-0.007,0.9763,0.7920,0.1940
0.653581,69.089583,23.854444,105,043621.5+235116,M,J04362151+2351165,,11.78,0.05,,11.53,0.05,,11.12,0.06,,10.55,0.06,,7.74,0.07,>,1.06,,>,-1.09,,,yes,no,yes-faint,yes,i,1,2MASS J04362151+2351165,A+,yso,class II,II,M5.25,,0.1,-1.8,,0.065,new member,"c,f",69.0896,23.8544,69.08963946177,23.85461805159,0.0014516,0.0010391,75.51,147546080967742720,69.08963499979,0.0715,23.85453261847,0.0455,8.7333,0.0765,114.1083,19.244,-0.918,0.088,-19.222,0.067,259,1.1512,346.55,0.250,2.676e+00,31,,,17,1.050,0,4.02543e+03,5.85057e+00,16.675335,4.26038e+02,1.34809e+01,18.764921,5.98505e+03,15.305225,1.593,3.459696,,,0,,,136620690896586025,,,570041331,0.003175,0.034468,0.006101,16.675335,0.003175,4.02543e+03,0.045,1.4293,1.0696,0.1628
1.036292,69.150417,26.986111,106,043636.1+265910,w,,,11.59,0.05,,11.64,0.05,,11.61,0.06,,10.87,0.06,>,10.6,,>,1.05,,>,-1.2,,,,,yes-faint,no,,1,,B,,star,III,K2,1.0,1.1,-1.4,,0.0078,needs add'l followup,b,69.1504,26.9861,69.15064022363,26.98631907296,0.0009741,0.0006744,77.52,151552044208328192,69.15079975072,0.0447,26.98617778226,0.0262,3.3515,0.0494,67.8877,45.096,31.985,0.060,-31.790,0.043,217,1.1779,243.64,0.110,1.358e+00,31,,,14,1.056,0,1.13233e+04,6.20890e+00,15.552437,2.61849e+03,1.31794e+01,16.793415,1.29795e+04,14.464753,1.378,2.328662,,,0,,,140380691506844073,,,585045512,0.002819,0.006136,0.004090,15.552437,0.002819,1.13233e+04,-0.004,0.9622,0.6913,0.1567
0.492407,69.336667,25.005278,108,043720.8+250019,w,,,9.73,0.05,,9.72,0.06,,9.66,0.05,,9.63,0.05,,8.84,0.15,>,1.01,,>,-0.23,,,no,yes-faint,no,no,,1,,B+,yso,star,III,G0,3.5,0.8,-0.3,,3.5E-4,needs add'l followup,b,69.3367,25.0053,69.33672217054,25.00540531371,0.0092750,0.0066038,63.45,147763234513728384,69.33676275767,0.4076,25.00535464438,0.2833,1.6593,0.4560,3.6389,14.088,8.276,0.551,-11.401,0.453,271,318.0754,379761.75,3.633,1.605e+04,31,,,16,32.541,0,2.05833e+05,2.36569e+02,12.403581,7.69761e+04,7.07790e+01,13.122653,1.96315e+05,11.515510,1.328,1.607143,-15.84,6.27,12,6000.0,3.5,138000693365587111,1237660558135787568,,576042771,0.003025,0.002963,0.003803,12.403581,0.003025,2.05833e+05,0.044,8.8062,7.2171,0.2669
1.066295,69.353333,27.155278,109,043724.8+270919,M,SV* SVS 1085,,9.45,0.05,,9.3,0.05,,9.07,0.05,,8.73,0.05,,7.32,0.05,>,1.01,,>,-1.38,,,yes,yes,yes,no,,1,SV* SVS 1085,B,yso,class II,III,B8e,-20.4,2.3,0.7,,5.6E-4,background Be,"b,c",69.3533,27.1553,69.35361237559,27.15543905268,0.0003485,0.0002649,74.88,151648702448907008,69.35361698645,0.0177,27.15542180968,0.0111,0.8967,0.0204,44.0541,3.988,0.923,0.021,-3.880,0.017,294,-1.7504,927.93,0.119,2.010e+01,31,,,16,0.927,0,6.01852e+05,2.85934e+02,11.238643,3.02088e+05,1.82430e+02,11.638210,4.33443e+05,10.655564,1.222,0.982646,,,0,,,,,,586045739,0.002803,0.002866,0.003803,11.238643,0.002803,6.01852e+05,0.007,0.3434,0.2714,0.1386
0.875942,69.48625,25.772778,110,043756.7+254622,M,ITG 1,,12.03,0.05,,11.42,0.05,,10.73,0.06,,9.83,0.05,,7.16,0.05,>,0.67,,>,-1.17,,,yes,yes-faint,yes-faint,yes,"g,i",1,ITG 1,A+,yso,class II,II,,,,,,,new member,"c,d,f",69.4862,25.7728,69.48631682949,25.77301375720,0.0019490,0.0014851,73.66,148369409017865984,69.48630112053,0.0785,25.77302322112,0.0499,0.9734,0.0877,11.1006,3.830,-3.183,0.119,2.129,0.095,276,1.3285,316.92,0.000,0.000e+00,31,,,16,1.056,0,2.40533e+03,3.44128e+01,17.234428,5.06410e+02,2.71320e+01,18.577286,2.89753e+03,16.092827,1.415,2.484459,,,0,,,138920694862158212,1237660760536383674,,579045055,0.015776,0.058238,0.052245,17.234428,0.015776,2.40533e+03,0.011,1.9163,1.5270,0.1470
0.512994,69.507917,25.323889,111,043801.9+251926,M,,,11.87,0.05,,11.76,0.05,,11.58,0.06,,10.98,0.06,,8.82,0.12,>,0.88,,>,-2.12,,,yes,no,yes-faint,no,,1,,A+,not yso,star,II,K8,-1.9,3.3,-1.6,,0.015,new member,"b,c",69.5079,25.3239,69.50802051768,25.32399647283,0.0034462,0.0020186,102.48,147963242551254144,69.50802984735,0.1369,25.32396681265,0.0684,2.8068,0.1434,19.5727,6.938,1.897,0.209,-6.674,0.131,218,-0.7805,215.27,0.000,0.000e+00,31,,,13,0.961,0,1.61368e+03,2.90007e+00,17.667822,2.04875e+02,1.47928e+01,19.559820,2.83403e+03,16.116886,1.883,3.442934,,,0,,,138380695078119283,1237660759999512821,,577044894,0.003376,0.078444,0.008463,17.667822,0.003376,1.61368e+03,0.338,3.3928,2.1070,-0.2303
1.379678,69.507917,25.323889,111,043801.9+251926,M,,,11.87,0.05,,11.76,0.05,,11.58,0.06,,10.98,0.06,,8.82,0.12,>,0.88,,>,-2.12,,,yes,no,yes-faint,no,,1,,A+,not yso,star,II,K8,-1.9,3.3,-1.6,,0.015,new member,"b,c",69.5079,25.3239,69.50801684731,25.32426146537,0.0091211,0.0057957,100.82,147963238259391232,69.50802562319,0.3797,25.32423354734,0.1907,2.3657,0.3818,6.1958,6.530,1.785,0.553,-6.282,0.368,235,-1.2239,262.43,0.552,5.894e-01,95,1.0242,0.0709,14,0.942,0,3.65373e+02,1.44874e+00,19.280525,,,,,,,,,,0,,,,,,,0.005111,,,19.280525,0.005111,3.65373e+02,,9.0247,5.9447,-0.1706
0.815649,69.515,22.206389,112,043803.6+221223,w,,,11.46,0.05,,11.47,0.05,,11.46,0.06,,10.81,0.06,,10.85,0.33,>,1.09,,>,0.43,,,no,no,yes-faint,no,,1,,C-,not yso,star,III,G0,3.2,0.3,-1.0,,0.002,needs add'l followup,"b,n",69.515,22.2064,69.51522448265,22.20647921781,0.0003081,0.0002122,66.27,144930548963437696,69.51519906163,0.0152,22.20646009751,0.0095,2.1146,0.0173,122.2669,6.823,-5.295,0.018,-4.302,0.014,274,1.3307,306.10,0.007,3.481e-02,31,,,17,1.057,0,9.23803e+04,3.27137e+01,13.273418,4.44192e+04,6.16023e+01,13.719615,6.89243e+04,12.651964,1.227,1.067651,-26.51,5.46,5,6000.0,3.5,134640695152268322,,,562037947,0.002782,0.003171,0.003876,13.273418,0.002782,9.23803e+04,0.004,0.2947,0.2305,0.2705
1.494718,69.56875,26.247222,113,043816.5+261450,w,,,9.45,0.05,,9.36,0.05,,9.17,0.05,,9.14,0.05,,9.0,0.14,>,0.67,,>,-0.3,,,yes,no,no,no,,1,,C-,yso,star,III,,,,,,,pending followup,c,69.5687,26.2472,69.56920981313,26.24727010121,0.0082830,0.0053704,65.43,148463211103036544,69.56921538200,0.3316,26.24724952793,0.1923,1.1667,0.3622,3.2209,4.763,1.124,0.489,-4.629,0.374,263,2.2063,425.68,1.356,4.918e+00,95,1.0044,0.0699,15,1.098,0,4.11525e+02,1.35705e+00,19.151377,3.72950e+01,7.01097e+00,21.409414,7.51157e+02,17.558569,1.916,3.850845,,,0,,,139490695691457241,1237660559746466024,,,0.004518,0.204123,0.014766,19.125786,0.004452,4.21340e+02,0.315,7.8569,5.9764,0.3203
1.261899,69.61125,26.916944,114,043826.7+265501,w,,,9.8,0.05,,9.81,0.05,,9.77,0.05,,9.78,0.05,,9.05,0.15,>,1.01,,>,1.08,,,no,yes-faint,no,no,,1,,B+,yso,star,III,G6-K2,1.8,1.0,-0.4,,1.9E-4,needs add'l followup,b,69.6112,26.9169,69.61160924300,26.91708634565,0.0003295,0.0002529,69.56,151582937909912576,69.61174920599,0.0147,26.91682079954,0.0102,6.5964,0.0167,395.8825,66.017,28.080,0.020,-59.748,0.016,243,2.3456,395.71,0.071,5.631e+00,31,,,16,1.108,0,2.03542e+05,3.76321e+01,12.415733,7.76846e+04,7.38361e+01,13.112704,1.81467e+05,11.600899,1.273,1.511806,-5.70,0.71,10,5500.0,4.5,140300696115630806,,,585045917,0.002763,0.002975,0.003807,12.415733,0.002763,2.03542e+05,0.002,0.3212,0.2635,0.1725
0.912577,69.771667,23.629167,115,043905.2+233745,M,J04390525+2337450,,10.6,0.06,,10.19,0.05,,9.75,0.05,,9.02,0.05,,3.51,0.04,>,0.25,,>,-1.03,,,yes,yes,yes,yes,i,1,2MASS J04390525+2337450,A+,yso,class II,flat,K5e,-28.2,4.1,-1.3,,0.39,new member,"b,c,f",69.7717,23.6292,69.77193196179,23.62909397389,0.0010414,0.0006204,88.67,146764946676068992,69.77193196179,1.0412,23.62909397389,0.6207,,,,,,,,,245,247.4182,148839.31,7.911,6.132e+03,3,,,16,,0,1.16606e+04,2.63867e+02,15.520569,6.08119e+03,3.13370e+02,15.878572,1.46124e+04,14.336092,1.775,1.542480,,,0,,,136350697719465523,1237664089144819786,,569042438,0.024723,0.056019,0.050106,15.520569,0.024723,1.16606e+04,0.499,1.0412,0.6207,0.0250
0.597336,69.89,23.989167,116,043933.6+235921,M,J04393364+2359212,,9.63,0.05,,9.22,0.05,,8.85,0.05,,7.88,0.05,,5.22,0.04,>,0.92,,>,-1.92,,,yes,yes,yes,yes,i,1,2MASS J04393364+2359212,A+,yso,class II,II,M5,,1.3,-1.0,,0.15,new member,f,69.89,23.9892,69.89016881996,23.98922817558,0.0009775,0.0005749,101.87,146881048231272192,69.89020663566,0.0413,23.98913430861,0.0240,7.8672,0.0473,166.2184,22.505,7.774,0.060,-21.120,0.037,241,2.3481,399.68,0.192,6.740e+00,31,,,16,1.109,0,1.92180e+04,1.40966e+02,14.978098,2.30769e+03,8.18713e+01,16.930600,2.67214e+04,13.680747,1.511,3.249852,,,0,,,136780698901977546,1237664089681821735,,570042155,0.008427,0.038620,0.025391,14.978098,0.008427,1.92180e+04,-0.007,0.9639,0.5974,-0.2184
0.901821,69.91625,25.342778,117,043939.9+252034,w,JH 225,,8.6,0.05,,8.6,0.05,,8.5,0.05,,8.53,0.05,,7.66,0.06,>,0.74,,>,-1.5,,,yes,yes,no,no,h,1,JH 225,B-,yso,star,III,B9 w/ Av,10.5,4.1,0.9,,5.0E-5,needs add'l followup,"b,e,n",69.9162,25.3428,69.91651894192,25.34283862303,0.0003432,0.0002359,91.06,148153698580075648,69.91649897748,0.0157,25.34282147946,0.0095,3.7106,0.0180,206.2177,5.600,-4.060,0.022,-3.857,0.015,310,3.3228,714.26,0.097,1.248e+01,31,,,16,1.136,0,2.57286e+05,6.83177e+01,12.161328,6.60800e+04,6.23932e+01,13.288366,2.86731e+05,11.104208,1.371,2.184158,,,0,,,,1237660759999709187,,577045135,0.002770,0.002973,0.003809,12.161328,0.002770,2.57286e+05,0.011,0.3431,0.2359,-0.0142
1.077757,69.9325,27.332222,118,043943.8+271956,w,,,11.19,0.05,,11.25,0.05,,11.14,0.06,,10.81,0.06,>,9.99,,,,,>,0.47,,,,,yes-faint,no,,1,,C,,star,III,K0-K2,1.2,2.5,-0.9,<,0.0014,needs add'l followup,b,69.9325,27.3322,69.93279654665,27.33236421816,0.0005176,0.0003692,68.77,151636229863976576,69.93280280448,0.0227,27.33235819395,0.0150,0.0960,0.0254,3.7858,1.844,1.251,0.031,-1.355,0.024,276,1.3593,296.92,0.000,0.000e+00,31,,,16,1.058,0,2.63627e+04,7.52502e+00,14.634891,7.73461e+03,1.48068e+01,15.617447,2.71811e+04,13.662230,1.324,1.955217,,,0,,,140790699327659400,,,587047668,0.002773,0.003479,0.003886,14.634891,0.002773,2.63627e+04,-0.004,0.5006,0.3919,0.2263
1.304392,69.936667,26.031111,119,043944.8+260152,M,ITG 15,,8.47,0.05,,8.13,0.05,,7.69,0.05,,7.04,0.05,,3.96,0.04,,1.32,0.22,>,-2.26,,yes,yes,yes,yes,yes,"g,i",1,ITG 15,A+,yso,class II,II,M5,,4.4,-0.3,,0.072,new member,"d,f,l",69.9367,26.0311,69.93700593165,26.03130730039,0.0011000,0.0007968,85.91,148400229703257856,69.93703900744,0.0514,26.03120974927,0.0320,7.1594,0.0571,125.3603,22.945,6.687,0.068,-21.949,0.050,266,0.5060,961.09,0.362,2.754e+01,31,,,17,1.021,0,1.90516e+04,5.50301e+01,14.987539,9.52156e+02,1.98232e+01,17.891771,3.09934e+04,13.519723,1.677,4.372048,,,0,,,139230699370378058,1237660761073451011,,581044998,0.004175,0.022776,0.009823,14.987539,0.004175,1.90516e+04,0.005,1.0986,0.7986,0.0466
0.984462,70.0025,23.9725,120,044000.6+235821,M,J04400067+2358211,,10.89,0.05,,10.64,0.05,,10.35,0.06,,9.7,0.06,,6.4,0.05,>,0.78,,>,1.15,,,yes,yes-faint,yes,yes,i,1,2MASS J04400067+2358211,A+,yso,class II,II,M6,,0.0,-1.5,,0.096,new member,f,70.0025,23.9725,70.00279804202,23.97252482019,0.0013859,0.0008947,97.02,146874275068113664,70.00283671431,0.0631,23.97243133530,0.0383,7.9145,0.0740,106.9167,22.487,7.951,0.086,-21.034,0.057,275,-0.9533,394.44,0.264,3.940e+00,31,,,16,0.958,0,5.54202e+03,8.99482e+00,16.328197,4.37538e+02,1.30031e+01,18.736004,8.84233e+03,14.881478,1.674,3.854526,,,0,,,136760700027967501,,,570042299,0.003271,0.032387,0.005844,16.328197,0.003271,5.54202e+03,0.073,1.3799,0.9040,-0.1089
1.099534,70.095,24.551944,121,044022.8+243307,M,,,13.06,0.06,,12.25,0.06,,11.43,0.06,,10.46,0.06,,6.52,0.05,>,0.83,,>,-0.91,,,no,no,yes-faint,yes,,1,,,yso,embedded,I,,,,,,,Xgal,c,70.095,24.5519,70.09513719545,24.55222276947,0.0401516,0.0225600,68.50,147679117579464064,70.09514390133,1.1328,24.55222456983,0.5618,0.2427,1.2550,0.1934,1.431,1.372,2.371,0.405,1.600,175,1.6502,213.97,2.632,1.955e+00,95,1.4338,0.2232,12,1.089,0,1.26176e+02,1.22695e+00,20.434923,5.57042e+01,9.66898e+00,20.973822,1.93168e+02,19.033058,1.972,1.940764,,,0,,,137460700951393257,1237664090218824582,,,0.010911,0.188480,0.047876,20.427123,0.010838,1.27086e+02,0.646,38.2622,25.6341,0.3835
0.513738,70.095833,25.950556,122,044023.0+255702,w,,,10.68,0.05,,10.63,0.05,,10.57,0.06,,10.43,0.06,,9.36,0.22,>,0.92,,>,-1.37,,,yes,no,no,no,,1,,B-,yso,star,III,G0,1.0,7.4,-0.5,,2.2E-4,needs add'l followup,l,70.0958,25.9506,70.09589173870,25.95068857135,0.0012072,0.0008518,83.06,148386657606601984,70.09589881674,0.0533,25.95068398540,0.0331,0.2459,0.0586,4.1997,1.765,1.432,0.075,-1.032,0.054,291,0.9870,366.05,0.088,4.491e-01,31,,,17,1.040,0,5.17369e+03,4.10880e+00,16.402864,5.88644e+02,6.19273e+00,18.413910,7.30295e+03,15.089150,1.525,3.324760,,,0,,,139140700958891373,1237660559209791527,,580045161,0.002887,0.011758,0.004781,16.402864,0.002887,5.17369e+03,-0.003,1.2027,0.8580,0.0850
1.379056,70.201667,23.661389,123,044048.4+233941,p,,,13.52,0.06,,,,,13.55,0.08,,,,,9.35,0.2,>,1.12,,>,-0.74,,,yes-faint,,,,,1,,A-,,,II,K0,0.8,2.1,-1.9,,0.012,"possible,new member","b,n",70.2017,23.6614,70.20202670876,23.66158443200,0.0015871,0.0010786,84.82,146810335889850112,70.20207007271,0.0795,23.66153586181,0.0434,1.3874,0.0886,15.6653,14.117,8.937,0.099,-10.928,0.068,229,-0.1229,231.39,0.000,0.000e+00,31,,,16,0.993,0,3.21864e+03,2.48963e+00,16.918186,9.34315e+02,9.57257e+00,17.912310,3.29247e+03,15.954090,1.313,1.958220,,,0,,,136390702020324422,1237664089144951269,,569042949,0.002880,0.011469,0.005826,16.918186,0.002880,3.21864e+03,-0.016,1.5836,1.0837,0.0710
