angDist,_RAJ2000,_DEJ2000,recno,SST,M,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,Rank,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,Mmclass,Note2,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
1.702973,64.9225,27.268611,23,041941.4+271607,P,HH390 star,,11.25,0.05,,10.42,0.05,,9.87,0.05,,9.32,0.05,,3.23,0.04,,-0.79,0.22,,-3.01,0.22,yes,yes,yes,yes,yes,,1,2MASS J04194148+2716070,A,yso,class II,I,<M0,,5.5,-1.7,,0.87,"probable,new member","c,l",64.9225,27.2686,64.92302145591,27.26851646565,0.0147118,0.0065581,70.74,152369363602979200,64.92302145591,14.0560,27.26851646565,7.8661,,,,,,,,,277,95.6722,14158.57,67.156,5.422e+02,3,,,11,,0,8.90423e+01,2.54818e+00,20.813377,1.14085e+02,1.02744e+01,20.195470,1.00693e+03,17.240396,12.590,2.955074,,,0,,,140720649229222844,,,587042711,0.031193,0.097821,0.025654,20.813377,0.031193,8.90423e+01,11.115,14.0560,7.8661,0.4884
0.552630,65.067083,28.358889,25,042016.1+282132,M,,,11.86,0.05,,11.48,0.05,,11.13,0.06,,10.57,0.06,,8.23,0.08,>,1.07,,>,-0.28,,,yes,no,yes-faint,yes,,1,,A+,yso,class II,II,M6e,-133.1,0.2,-2.1,,0.13,new member,"b,c,f,k",65.0671,28.3589,65.06714497613,28.35903249338,0.0036935,0.0020217,87.51,164593115404749440,65.06718826779,0.1391,28.35892031483,0.0719,7.6169,0.1562,48.7656,26.656,8.572,0.229,-25.240,0.128,551,3.1718,884.27,0.699,8.137e+00,95,1.1792,0.0238,15,1.097,0,1.33790e+03,2.95860e+00,17.871307,9.21400e+01,5.67118e+00,20.427422,2.29003e+03,16.348291,1.781,4.079130,,,0,,,142030650671531302,1237660554376381085,,592040786,0.003655,0.066885,0.008683,17.845716,0.003618,1.36981e+03,0.150,3.6910,2.0262,0.0555
0.959421,65.1075,28.323056,27,042025.8+281923,M,,,9.19,0.05,,8.52,0.05,,7.92,0.05,,7.12,0.05,,3.78,0.04,,1.92,0.22,>,-1.07,,yes,yes,yes,yes,yes,,1,,A+,yso,class II,flat,M4e,-102.2,11.2,-1.5,,0.71,new member,"b,c,f,k,l",65.1075,28.3231,65.10764966351,28.32328766380,0.0065459,0.0036229,88.26,164546038266077824,65.10769862890,0.2817,28.32317240347,0.1401,7.0505,0.3212,21.9497,27.688,9.698,0.402,-25.934,0.228,542,5.5240,762.10,0.971,3.496e+00,95,1.4938,0.0462,14,1.173,0,4.37841e+02,6.09687e+00,19.084076,1.00476e+02,6.03932e+00,20.333384,6.34030e+02,17.742622,1.678,2.590761,,,0,,,141980651076828400,1237660554376381051,,592040827,0.015368,0.065320,0.050045,19.064855,0.015107,4.45662e+02,0.257,6.5438,3.6266,0.0379
1.376252,65.1075,28.278056,28,042025.8+281641,w,,,9.45,0.05,,9.39,0.05,,9.31,0.05,,9.31,0.05,,8.81,0.09,>,1.13,,>,-0.54,,,no,yes,no,no,,1,,B,yso,star,III,G2:,3.1,1.0,-0.2,,1.6E-4,needs add'l followup,b,65.1075,28.2781,65.10787152263,28.27825373149,0.0003486,0.0002079,83.71,164545351071767168,65.10786786912,0.0161,28.27817730345,0.0076,5.9413,0.0182,325.8082,17.212,-0.724,0.021,-17.196,0.013,529,7.5953,1118.47,0.081,1.308e+01,31,,,15,1.243,0,2.34805e+05,6.10526e+01,12.260599,8.40357e+04,7.08568e+01,13.027383,2.19703e+05,11.393308,1.294,1.634075,6.85,0.90,24,5500.0,3.5,,1237660554376380452,,592040828,0.002770,0.002937,0.003823,12.260599,0.002770,2.34805e+05,0.007,0.3473,0.2101,0.1169
1.368547,65.108333,28.068889,29,042026.0+280408,M,,,9.4,0.05,,9.03,0.05,,8.61,0.05,,7.02,0.05,,3.26,0.04,,0.85,0.22,>,0.42,,yes,yes,yes,yes,yes,,1,,A+,yso,class II,II,M2,-5.3,0.0,-0.7,,0.26,new member,"b,c,f,k,l",65.1083,28.0689,65.10860992365,28.06918021714,0.0003621,0.0002322,74.16,164445437248152832,65.10865183708,0.0167,28.06906506380,0.0088,7.8110,0.0187,417.1575,27.213,8.321,0.022,-25.910,0.015,515,5.4629,669.93,0.062,3.899e+00,31,,,17,1.175,0,7.83614e+04,5.52598e+01,13.452111,1.48925e+04,4.07407e+01,14.906120,9.81713e+04,12.267935,1.443,2.638186,,,0,,,141680651085523457,1237660554376249457,,591042121,0.002860,0.004075,0.004107,13.452111,0.002860,7.83614e+04,0.016,0.3540,0.2443,0.2343
0.908522,65.28875,27.843333,30,042109.3+275036,M,,,9.96,0.05,,9.78,0.05,,9.6,0.05,,9.22,0.05,,7.17,0.05,>,1.53,,>,-1.65,,,yes,yes,yes,yes,,1,,A+,yso,class II,III,M3-4e,-17.6,0.0,-1.0,,0.02,new member,"b,c,f,k,l",65.2887,27.8433,65.28896570049,27.84349826317,0.0009114,0.0005607,79.70,152416436443721728,65.28900585646,0.0408,27.84337955292,0.0202,7.6770,0.0450,170.6899,27.879,7.989,0.056,-26.710,0.036,531,14.4356,1322.64,0.265,2.010e+01,31,,,17,1.476,0,1.83750e+04,1.37128e+01,15.026796,2.57628e+03,3.44331e+01,16.811058,3.34461e+04,13.437032,1.960,3.374026,,,0,,,141410652889612731,1237660554376184040,,590043441,0.002872,0.014777,0.004585,15.026796,0.002872,1.83750e+04,0.425,0.9023,0.5753,0.1750
1.021461,65.28875,27.843333,30,042109.3+275036,M,,,9.96,0.05,,9.78,0.05,,9.6,0.05,,9.22,0.05,,7.17,0.05,>,1.53,,>,-1.65,,,yes,yes,yes,yes,,1,,A+,yso,class II,III,M3-4e,-17.6,0.0,-1.0,,0.02,new member,"b,c,f,k,l",65.2887,27.8433,65.28891566296,27.84357600312,0.0002853,0.0000879,60.46,152416436441091584,65.28891566296,0.2519,27.84357600312,0.1601,,,,,,,,,391,19.8802,1242.29,0.699,2.808e+01,3,,,8,,0,4.53505e+03,1.88442e+01,16.545912,,,,,,,,,,0,,,,1237660554376184040,,,0.005286,,,16.545912,0.005286,4.53505e+03,,0.2519,0.1601,0.7834
1.534682,65.295417,25.883056,31,042110.9+255259,w,V412 Tau,<,6.62,,<,6.1,,,5.37,0.05,,5.17,0.05,,4.33,0.04,>,1.21,,>,0.02,,,yes,yes,,,,1,V412 Tau,B,,,III,A1,9.2,8.3,2.1,,7.1E-5,needs add'l followup,"b,l",65.2954,25.8831,65.29579944256,25.88330767913,0.0015741,0.0010572,77.34,150529811929875328,65.29580477961,0.0705,25.88329763738,0.0390,0.6991,0.0729,9.5895,2.504,1.080,0.096,-2.259,0.068,406,7.2471,19862.40,0.581,5.566e+02,31,,,17,1.266,0,4.69173e+05,3.22082e+03,11.509034,1.78721e+04,5.45374e+02,14.708104,7.90781e+05,10.002755,1.724,4.705349,,,0,,,139060652957970551,,,580040641,0.007946,0.033249,0.017781,11.509034,0.007946,4.69173e+05,0.005,1.5532,1.0877,0.1722
0.635796,65.398333,25.643056,32,042135.6+253835,p,,,12.22,0.05,,12.18,0.06,,12.15,0.06,,11.5,0.06,,9.44,0.25,>,1.01,,>,-0.28,,,yes,no,no,no,,1,,B,not yso,star,III,F6-G0,3.1,1.2,-1.2,,0.0043,"possible,new member","b,n",65.3983,25.6431,65.39837280401,25.64322892626,0.0006115,0.0003940,94.62,150474870708253568,65.39837789386,0.0250,25.64319753549,0.0145,0.6728,0.0280,24.0140,7.138,1.032,0.038,-7.063,0.025,365,4.8625,512.65,0.105,4.959e+00,31,,,16,1.186,0,3.45029e+04,6.81036e+00,14.342729,1.56127e+04,1.46496e+01,14.854849,2.75779e+04,13.646492,1.252,1.208357,,,0,,,138770653983892411,1237660751408005438,,579040528,0.002764,0.002970,0.003851,14.342729,0.002764,3.45029e+04,0.014,0.6104,0.3958,-0.0727
0.172382,65.442917,24.418056,33,042146.3+242505,w,,,7.73,0.05,,7.8,0.05,,7.57,0.05,,7.43,0.05,,6.71,0.05,>,1.19,,>,1.12,,,yes,yes,no,no,,1,,B+,yso,star,III,M3,0.0,2.9,0.1,<,2.3E-4,needs add'l followup,"b,k",65.4429,24.4181,65.44289818328,24.41810071353,0.0007428,0.0004459,96.14,149492147830467968,65.44290227555,0.0302,24.41810269977,0.0163,0.2284,0.0343,6.6565,0.950,0.838,0.046,0.447,0.028,377,4.1542,2637.78,0.230,6.334e+01,31,,,17,1.155,0,1.46153e+05,4.00268e+02,12.775344,1.64073e+04,3.22553e+02,14.800948,2.07860e+05,11.453467,1.534,3.347481,-26.28,0.59,15,4000.0,3.0,137300654429102295,1237660758924197917,,573039010,0.004054,0.021526,0.009124,12.775344,0.004054,1.46153e+05,0.003,0.7400,0.4504,-0.1125
0.785404,65.50375,23.908333,35,042200.9+235430,w,,,7.74,0.05,,7.85,0.05,,7.66,0.05,,7.53,0.05,,7.01,0.05,>,1.24,,>,0.68,,,no,yes,no,no,,1,,B+,yso,star,III,M3,0.0,3.7,0.2,<,4.6E-5,needs add'l followup,"b,k,l",65.5037,23.9083,65.50398742336,23.90835504510,0.0005103,0.0003292,69.02,149271283433272320,65.50398878671,0.0229,23.90834808099,0.0134,0.1968,0.0261,7.5335,1.592,0.280,0.030,-1.567,0.023,400,1.3711,1773.72,0.174,4.454e+01,31,,,18,1.048,0,2.16720e+05,1.03678e+03,12.347617,3.17432e+04,7.76136e+02,14.084416,2.88178e+05,11.098743,1.476,2.985673,-12.61,1.00,12,4000.0,3.0,,1237660751407284294,,570037689,0.005880,0.026693,0.013413,12.347617,0.005880,2.16720e+05,-0.003,0.4908,0.3576,0.2896
1.195963,65.55375,25.783056,36,042212.9+254659,w,,,12.58,0.05,,11.84,0.05,,11.2,0.06,,10.36,0.06,,7.24,0.05,>,1.21,,>,-0.14,,,no,no,yes-faint,yes,,1,,B-,yso,class II,flat,,,,,,,pending followup,"e,l",65.5537,25.7831,65.55401401801,25.78328804999,0.0094994,0.0052655,70.39,150477683908962048,65.55401584092,0.3831,25.78328981911,0.2153,0.2211,0.4118,0.5370,0.543,0.369,0.564,0.398,0.370,399,3.9001,543.14,1.549,4.415e+00,95,1.3438,0.0703,16,1.141,0,3.17258e+02,2.61917e+00,19.433834,1.19297e+02,8.10190e+00,20.146970,4.76329e+02,18.053127,1.877,2.093844,,,0,,,138940655540210504,1237660760534811648,,579040717,0.009377,0.073789,0.023265,19.423385,0.009295,3.20326e+02,0.529,9.1212,5.8965,0.3675
1.207952,65.565,26.951667,37,042215.6+265706,M,2MASS J04221568+2657060,,11.12,0.05,,10.55,0.05,,10.2,0.06,,9.75,0.05,,3.81,0.04,,-0.51,0.22,>,-1.95,,yes,yes,yes-faint,yes,yes,,1,2MASS J04221568+2657060,A+,yso,class II,I,K8-M0,-7.8,4.5,-1.5,,0.65,new member,"b,c,f,g,h,i,l",65.565,26.9517,65.56536887732,26.95173386126,0.0109470,0.0066576,94.36,152293359861143040,65.56542705251,0.4798,26.95164042001,0.2536,3.3268,0.5278,6.3026,24.045,11.668,0.685,-21.024,0.426,486,88.5659,12281.33,3.686,2.833e+02,95,1.4416,0.0682,16,4.952,0,1.81976e+03,8.92060e+00,17.537329,7.00636e+02,1.15598e+01,18.224812,4.22181e+03,15.684148,2.705,2.540664,,,0,,,140340655654012537,1237660553838919985,,585042647,0.005993,0.018130,0.006937,17.518968,0.005914,1.85080e+03,1.292,10.9270,6.6902,-0.0782
0.755363,65.587083,26.713333,38,042220.9+264248,w,,,13.63,0.06,,12.59,0.06,,11.64,0.06,,10.56,0.06,,6.95,0.05,>,1.51,,>,-3.74,,,no,no,yes-faint,no,,1,,A,yso,embedded,I,,,,,,,pending followup,,65.5871,26.7133,65.58704823358,26.71354051217,0.0127773,0.0076217,89.10,152092729051743872,65.58705614528,0.5150,26.71354271360,0.2581,-0.3906,0.6040,-0.6467,1.665,1.590,0.795,0.495,0.483,528,0.6967,568.90,0.000,0.000e+00,95,1.4182,0.0812,15,1.021,0,1.94757e+02,7.17690e-01,19.963633,7.52772e+01,5.43414e+00,20.646885,1.83259e+02,19.090230,1.327,1.556654,,,0,,,140050655870316795,1237660553838789037,,,0.004858,0.078427,0.045358,19.961779,0.004852,1.95090e+02,0.050,12.7762,7.6234,0.0169
1.082141,65.699167,26.764722,39,042247.8+264553,M,IRAS04196+2638,,8.07,0.05,,7.55,0.05,,7.14,0.05,,6.28,0.05,,3.23,0.04,,0.96,0.22,>,-0.49,,yes,yes,yes,yes,yes,"g,i",1,IRAS F04196+2638,A+,yso,class II,II,M1,,6.9,-0.4,,0.24,new member,"d,f,l",65.6992,26.7647,65.69950137604,26.76468701631,0.0013006,0.0008196,77.24,152098299625634816,65.69955909286,0.0581,26.76460968539,0.0317,6.4448,0.0629,102.3914,20.909,11.595,0.079,-17.399,0.054,487,6.2313,901.59,0.309,1.103e+01,31,,,17,1.207,0,7.85112e+03,6.20161e+01,15.950038,9.50051e+02,3.46350e+01,17.894175,1.15282e+04,14.593493,1.589,3.300681,,,0,,,140110656995238133,1237660553838788867,,584043272,0.009008,0.039680,0.024122,15.950038,0.009008,7.85112e+03,0.064,1.2814,0.8494,0.2018
0.362247,65.7275,28.398333,40,042254.6+282354,P,NSV 1577,,7.39,0.05,,7.38,0.05,,7.32,0.05,,7.23,0.05,,4.81,0.04,,0.96,0.22,>,-1.02,,yes,yes,yes,no,no,,1,NSV 1577,A,yso,star,II,A0,10.0,1.5,1.4,,6.0E-4,"probable,new member","b,m",65.7275,28.3983,65.72761004609,28.39836046522,0.0004465,0.0002989,72.34,164559030544339584,65.72753224548,0.0208,28.39833675794,0.0122,5.4460,0.0215,253.3101,16.296,-15.399,0.027,-5.334,0.020,338,2.3627,903.81,0.117,1.380e+01,31,,,17,1.092,0,7.97289e+06,1.63299e+03,8.433328,4.63089e+06,1.41458e+03,8.674381,4.90068e+06,8.022254,1.195,0.652127,,,0,,,,1237660553839509647,,592041591,0.002764,0.002810,0.003795,8.433328,0.002764,7.97289e+06,0.007,0.4350,0.3154,0.2319
1.184797,65.775,28.021944,41,042306.0+280119,M,J04230607+2801194,,10.62,0.05,,10.31,0.05,,9.94,0.06,,9.34,0.05,,6.43,0.05,>,0.64,,>,0.31,,,yes,yes,yes,yes,i,1,2MASS J04230607+2801194,A+,yso,class II,II,M6,,0.0,-1.5,,0.1,new member,"f,l",65.775,28.0219,65.77533016441,28.02209685839,0.0017990,0.0011368,97.21,152516079683687680,65.77537447009,0.0752,28.02197987319,0.0394,7.7184,0.0821,94.0169,27.754,8.800,0.113,-26.322,0.073,282,0.8612,513.16,0.348,8.971e+00,31,,,16,1.036,0,6.34386e+03,1.44439e+01,16.181484,4.82678e+02,2.20822e+01,18.629398,1.01637e+04,14.730261,1.678,3.899138,,,0,,,141620657753036966,1237660750872183017,,591043002,0.003702,0.049750,0.006248,16.181484,0.003702,6.34386e+03,0.071,1.7904,1.1502,-0.1175
0.766857,65.825833,26.6875,42,042318.2+264115,M,J04231822+2641156,,9.47,0.05,,9.15,0.05,,8.81,0.05,,8.1,0.05,,4.56,0.04,,1.82,0.22,>,-1.38,,yes,yes,yes,yes,yes,i,1,2MASS J04231822+2641156,A+,yso,class II,II,M3.5,,8.7,-0.6,,0.081,new member,f,65.8258,26.6875,65.82605282233,26.68758246872,0.0008113,0.0003706,79.14,152082219268562432,65.82605282233,0.7998,26.68758246872,0.3948,,,,,,,,,477,137.1916,29674.97,6.592,4.614e+02,3,,,17,,0,9.84153e+02,5.54749e+00,18.204710,6.35316e+01,6.90573e+00,20.831068,2.11684e+03,16.433676,2.215,4.397392,,,0,,,140020658260085701,1237660750871593121,,584043347,0.006712,0.118050,0.007990,18.204710,0.006712,9.84153e+02,0.540,0.7998,0.3948,0.3052
1.446572,65.897083,25.050556,44,042335.3+250302,M,FU Tau,,8.4,0.05,,7.92,0.05,,7.36,0.05,,6.71,0.05,,4.6,0.04,,2.39,0.22,>,-1.56,,yes,yes,yes,yes,yes,i,1,FU Tau,A+,yso,class II,II,M5e,-88.4,1.9,-0.7,,0.18,new member,"b,f,k,l",65.8971,25.0506,65.89746340108,25.05076264505,0.0014906,0.0009073,81.65,149629483705467008,65.89749725526,0.0657,25.05066819065,0.0343,7.8354,0.0754,103.9835,22.345,6.901,0.091,-21.252,0.058,441,4.4124,2092.25,0.482,4.909e+01,31,,,15,1.152,0,1.54273e+04,2.95973e+01,15.216642,8.36007e+02,1.06346e+01,18.033018,2.58142e+04,13.718248,1.727,4.314770,,,0,,,138060658975051370,1237660750870872136,,576039302,0.003454,0.014090,0.007237,15.216642,0.003454,1.54273e+04,0.064,1.4807,0.9234,0.1470
0.912350,65.95875,26.668333,46,042350.1+264006,w,FS 116,,10.69,0.05,,10.58,0.05,,10.47,0.06,,10.16,0.06,>,9.96,,>,1.14,,>,-1.04,,,,,yes,no,,1,FS 116,C,,star,III,G6-K2 w/Av,1.6,8.2,-0.6,<,0.0011,needs add'l followup,"b,o",65.9587,26.6683,65.95880497160,26.66858162401,0.0021129,0.0013787,85.44,152082803383627904,65.95884101694,0.0946,26.66858529597,0.0512,0.6931,0.1009,6.8681,7.294,7.247,0.131,0.826,0.087,438,0.9708,550.49,0.326,2.847e+00,31,,,17,1.032,0,2.20191e+03,2.10709e+00,17.330368,2.19718e+02,9.11917e+00,19.483881,3.25755e+03,15.965667,1.579,3.518214,,,0,,,140000659588512860,1237660750871593069,,584043391,0.002945,0.045149,0.006875,17.330368,0.002945,2.20191e+03,0.023,2.1091,1.3846,0.0695
0.939031,65.983333,24.451389,47,042356.0+242705,w,HD 283663,,9.42,0.05,,9.39,0.05,,9.34,0.05,,9.32,0.05,,8.3,0.09,>,1.09,,>,-0.71,,,yes,yes,no,no,,1,HD 283663,B,yso,star,III,A1,6.0,1.6,0.3,,1.2E-4,needs add'l followup,"b,n",65.9833,24.4514,65.98361706839,24.45142319348,0.0004149,0.0002780,78.67,149319318347334272,65.98363055273,0.0175,24.45138806647,0.0102,3.7639,0.0190,197.6809,8.372,2.762,0.025,-7.904,0.018,422,8.0490,1620.46,0.125,2.871e+01,31,,,17,1.290,0,8.40209e+05,3.57757e+02,10.876399,4.39493e+05,5.61271e+02,11.231162,5.79668e+05,10.339948,1.213,0.891214,31.33,7.79,16,6750.0,4.5,137340659834402293,1237660758924394627,,573039570,0.002794,0.003116,0.003899,10.876399,0.002794,8.40209e+05,0.006,0.4105,0.2845,0.1565
0.392366,65.994167,24.795,48,042358.6+244742,w,,,10.91,0.05,,10.88,0.05,,10.86,0.06,,10.24,0.06,>,9.92,,>,1.28,,>,0.82,,,,,yes,no,,1,,B-,,star,III,K2,2.5,0.0,-1.0,,0.0052,needs add'l followup,b,65.9942,24.795,65.99413788998,24.79510573818,0.0074906,0.0051932,87.03,149609623776702464,65.99419447906,0.3460,24.79506375635,0.2027,0.5899,0.4086,1.4436,14.928,11.559,0.466,-9.446,0.329,418,313.5974,228634.45,3.116,7.412e+03,31,,,17,23.799,0,7.12414e+04,1.85157e+02,13.555536,3.01390e+04,2.93239e+01,14.140718,6.98884e+04,12.636883,1.404,1.503836,,,0,,,137750659942194649,1237660750870806693,,574039646,0.003944,0.002983,0.003799,13.555536,0.003944,7.12414e+04,0.133,7.4854,5.2007,0.0387
0.070213,66.087083,26.514167,49,042420.9+263051,M,J04242090+2630511,,11.83,0.05,,11.45,0.05,,11.0,0.06,,10.4,0.06,,7.46,0.06,>,1.13,,>,-3.45,,,yes,no,yes-faint,yes,i,1,2MASS J04242090+2630511,A+,yso,class II,II,M6.5,,0.3,-1.9,,0.12,new member,"f,l",66.0871,26.5142,66.08707232495,26.51418400419,0.0031016,0.0018559,70.73,152029992465874560,66.08712011529,0.1260,26.51406309032,0.0667,7.7868,0.1350,57.6855,28.857,9.622,0.185,-27.206,0.128,392,0.6787,549.02,0.399,3.075e+00,31,,,17,1.024,0,1.71395e+03,6.53259e+00,17.602370,1.41392e+02,9.23317e+00,19.962480,2.74561e+03,16.151297,1.684,3.811184,,,0,,,139810660871287492,1237660553301852363,,583042983,0.004972,0.070956,0.016315,17.602370,0.004972,1.71395e+03,0.089,2.9912,2.0290,0.3170
0.390972,66.096667,26.835556,50,042423.2+265008,p,,,9.46,0.05,,9.4,0.05,,9.32,0.05,,9.21,0.05,,7.87,0.07,>,0.82,,>,-0.57,,,yes,yes,no,no,,1,,A,yso,star,III,M3,-4.7,1.3,-0.7,,0.0019,"possible,new member","b,k,l",66.0967,26.8356,66.09671776940,26.83565470373,0.0010582,0.0007421,78.21,152109054223716480,66.09677518406,0.0471,26.83557460507,0.0266,6.5049,0.0512,126.9603,21.393,11.527,0.065,-18.022,0.048,413,35.6780,2759.39,0.377,7.556e+01,31,,,17,2.480,0,4.09120e+04,1.26489e+02,14.157740,6.04258e+03,9.55104e+01,15.885487,5.55143e+04,12.886884,1.505,2.998603,,,0,,,140200660967823292,1237660553301983557,,585043191,0.004343,0.017387,0.010172,14.157740,0.004343,4.09120e+04,0.024,1.0469,0.7580,0.1435
0.556500,66.314583,28.490833,51,042515.5+282927,M,,,9.89,0.05,,9.79,0.05,,9.71,0.05,,9.71,0.05,,9.31,0.2,>,0.81,,>,-0.24,,,yes,no,no,no,,1,,A+,yso,star,III,M6e,-23.5,0.0,-1.1,<,1.9E-4,new member,"b,k,l",66.3146,28.4908,66.31462139501,28.49098385528,0.0014546,0.0010787,69.88,152917298349085824,66.31467674263,0.0647,28.49087173184,0.0444,7.2018,0.0739,97.4503,27.500,10.945,0.088,-25.228,0.071,256,7.9120,1267.24,0.488,3.888e+01,31,,,16,1.372,0,1.52983e+04,1.95393e+01,15.225758,9.96539e+02,1.11608e+01,17.842306,2.43780e+04,13.780402,1.659,4.061904,,,0,,,142180663146409665,1237660750335509023,,593043353,0.003085,0.012476,0.005425,15.225758,0.003085,1.52983e+04,0.030,1.4153,1.1298,0.1924
1.366148,66.3275,25.926389,52,042518.6+255535,w,,<,6.62,,,6.61,0.05,,6.39,0.05,,6.24,0.05,,5.62,0.04,>,1.05,,>,0.28,,,yes,yes,no,,h,1,,B,,,III,M5,0.0,3.7,0.5,<,1.3E-4,needs add'l followup,"b,e,k",66.3275,25.9264,66.32775779180,25.92668942723,0.0009220,0.0006095,71.54,151243356318466816,66.32776085955,0.0426,25.92668553298,0.0234,0.3740,0.0482,7.7621,1.074,0.621,0.056,-0.876,0.041,393,-2.6167,5208.36,0.330,1.596e+02,31,,,16,0.907,0,2.33287e+05,1.92057e+03,12.267640,1.37654e+04,6.61798e+02,14.991569,3.77181e+05,10.806522,1.676,4.185046,,,0,,,139110663276302452,1237660750334394505,,580041844,0.009354,0.052273,0.023624,12.267640,0.009354,2.33287e+05,0.030,0.8956,0.6477,0.2478
1.258301,66.329583,23.787778,53,042519.1+234716,w,HD 27923,,7.64,0.05,,7.63,0.05,,7.64,0.05,,7.65,0.05,,7.01,0.05,>,1.03,,>,-1.61,,,no,yes,no,no,,1,HD 27923,B-,yso,star,III,B9,8.6,0.1,1.2,,4.0E-5,needs add'l followup,"b,m,n",66.3296,23.7878,66.32985751328,23.78802104810,0.0012687,0.0008425,85.50,149222458245146112,66.32988097182,0.0546,23.78797392899,0.0306,4.6961,0.0596,78.7637,11.650,4.830,0.079,-10.602,0.053,443,26.7454,5669.15,0.468,1.575e+02,31,,,17,2.028,1,1.12308e+07,2.70577e+03,8.061336,7.50432e+06,3.48930e+03,8.150264,5.69800e+06,7.858589,1.176,0.291675,,,0,,,,1237660750333476947,,569038538,0.002768,0.002835,0.003798,8.061336,0.002768,1.12308e+07,0.009,1.2665,0.8458,0.0657
0.955717,66.495,27.616944,54,042558.8+273701,w,HD 283637,,9.13,0.05,,9.11,0.05,,9.04,0.05,,9.06,0.05,,8.43,0.1,>,1.01,,>,-2.68,,,no,yes,no,no,,1,HD 283637,B-,yso,star,III,B9,7.0,2.1,0.6,,3.5E-5,needs add'l followup,"b,n",66.495,27.6169,66.49527399316,27.61705141414,0.0004530,0.0002962,101.53,152266078227690752,66.49527043908,0.0177,27.61702221952,0.0108,2.3317,0.0189,123.0785,6.607,-0.709,0.028,-6.569,0.019,265,0.2067,715.17,0.105,1.386e+01,95,1.4956,0.0035,15,1.008,0,7.46218e+05,1.96275e+02,11.005203,3.52235e+05,2.01003e+02,11.471461,5.72736e+05,10.353009,1.240,1.118452,,,0,,,,1237660552765440127,,589044878,0.002770,0.002858,0.003793,11.005203,0.002770,7.46218e+05,0.011,0.4478,0.3040,-0.1691
0.104572,66.8375,24.141389,56,042721.0+240829,w,,,13.3,0.14,,13.08,0.06,,13.11,0.08,,12.64,0.09,>,9.71,,>,1.0,,>,0.59,,,,,no,yes,,1,,C-,,star,III,G6,2.8,0.2,-1.8,,0.0042,needs add'l followup,"b,j,n",66.8375,24.1414,66.83751473881,24.14141474649,0.0008308,0.0005625,74.39,149326190294201088,66.83753372681,0.0349,24.14139386900,0.0197,0.5809,0.0408,14.2395,6.105,3.899,0.050,-4.697,0.037,462,-0.6119,488.01,0.000,0.000e+00,95,1.4274,0.0063,17,0.979,0,1.01326e+04,2.97611e+00,15.673065,4.16813e+03,9.59762e+00,16.288689,8.70461e+03,14.898522,1.270,1.390166,,,0,,,136970668375330277,,,571039523,0.002774,0.003746,0.004460,15.673315,0.002774,1.01303e+04,0.013,0.8144,0.5861,0.2030
0.466428,66.867083,26.389722,57,042728.1+262323,w,,,12.75,0.08,,12.58,0.06,,12.51,0.06,,11.83,0.2,,10.17,0.26,>,0.92,,>,-2.33,,,yes,no,no,yes,,1,,C+,not yso,star,III,K1 w/ Av,1.3,0.0,-1.6,,0.007,needs add'l followup,"b,n",66.8671,26.3897,66.86720875584,26.38978600334,0.0007116,0.0005061,62.01,151286482086624256,66.86721258687,0.0330,26.38976276286,0.0213,0.6309,0.0378,16.6875,5.286,0.772,0.042,-5.229,0.035,245,-1.2321,218.68,0.000,0.000e+00,31,,,15,0.943,0,1.46074e+04,5.27703e+00,15.275937,5.37890e+03,1.55483e+01,16.011808,1.34283e+04,14.427845,1.288,1.583963,,,0,,,139660668671678363,1237660559745417235,,582042980,0.002783,0.004199,0.003932,15.275937,0.002783,1.46074e+04,0.007,0.6718,0.5579,0.2767
