angDist,_RAJ2000,_DEJ2000,recno,SST,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,M2,_RA,_DE,Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
0.925171,68.2775,24.165,137,043306.6+240954,V807 Tau AB,<,6.62,,,6.21,0.05,,5.96,0.05,,5.57,0.05,,2.96,0.04,,0.36,0.22,,,,yes,yes,yes,yes,,,1,V807 Tau,,,II,K7,,1.3,0.5,,0.05,,68.2775,24.165,147778490237623808,68.27767765862,24.16519942822,202.38714600,175.27876300,237.22796600,193.23510700,165.65226700,233.58337400,10033
0.386620,68.2825,26.268333,138,043307.8+261606,KPNO-14,,9.78,0.05,,9.67,0.06,,9.6,0.05,,9.58,0.05,,9.04,0.12,>,1.44,,>,-1.91,,,yes,yes-faint,no,no,,1,[BLH2002] KPNO-Tau 14,yso,star,III,M6,,4.1,-0.9,<,1.2E-4,,68.2825,26.2683,151130591952773632,68.28258020437,26.26841275489,149.56117200,146.20800800,152.96055600,,,,10000
1.100169,68.289167,22.78,139,043309.4+224648,CFHT-12,,10.86,0.05,,10.63,0.05,,10.34,0.06,,9.95,0.06,,8.25,0.07,>,1.16,,,,,,yes,yes-faint,yes,yes,,1,[MDM2001] CFHT-BD-Tau 12,yso,class II,II,M6.5,,3.2,-1.5,,0.036,,68.2892,22.78,145947077527182848,68.28948068776,22.78009871633,175.77742000,166.69838000,185.15710400,,,,10000
0.530078,68.291667,24.561944,140,043310.0+243343,V830 Tau,,8.41,0.05,,8.41,0.05,,8.37,0.05,,8.32,0.05,,8.14,0.08,>,1.03,,,,,,no,no,no,no,,1,V830 Tau,yso,star,III,K7,,0.7,-0.1,<,4.5E-5,,68.2917,24.5619,147831571737487488,68.29182694074,24.56192120150,129.96978800,129.72543300,130.24836700,130.01519800,129.77290300,130.26565600,10033
0.974257,68.309583,26.239722,141,043314.3+261423,IRAS04301+2608,,12.05,0.05,,11.72,0.05,,11.29,0.06,,9.54,0.05,,3.28,0.04,,1.12,0.22,>,-0.95,,yes,yes,yes-faint,yes-faint,yes,,1,IRAS S04301+2608,yso,contam.,flat,M0,,6.5,-1.6,,0.62,c,68.3096,26.2397,151130317074279552,68.30987893300,26.23977474315,181.57487500,165.16914400,201.46817000,195.11480700,174.10017400,218.79103100,10033
1.213030,68.329167,22.776111,143,043319.0+224634,IRAS04303+2240,<,6.62,,<,6.1,,,4.77,0.05,,3.73,0.05,,1.43,0.04,,-0.11,0.22,,,,yes,yes,yes,,,,1,IRAS04303+2240,,,II,M0.5,,10.8,0.2,,0.45,,68.3292,22.7761,145196527698016512,68.32953015454,22.77607330225,129.65168800,126.02434500,133.26852400,128.82768200,124.71755200,132.09579500,10033
0.960300,68.391667,24.354722,144,043334.0+242117,GI Tau,,6.87,0.05,,6.31,0.05,,5.79,0.05,,5.12,0.05,,2.15,0.04,,,,,,,,yes,yes,yes,yes,,1,GI Tau,yso,class II,II,K6,,2.7,0.2,,0.19,,68.3917,24.3547,147790202612482560,68.39194882908,24.35464964391,129.32012900,128.89549300,129.66716000,129.23306300,128.89006000,129.52441400,10033
1.112947,68.39375,24.351389,145,043334.5+242105,GK Tau,<,6.62,,<,6.1,,,5.79,0.05,,5.14,0.05,,1.7,0.04,,-0.23,0.22,,,,yes,yes,yes,,,,1,GK Tau,,,II,K7,,2.7,0.3,,0.16,,68.3937,24.3514,147790206908395776,68.39404895696,24.35153527035,128.92230200,128.63291900,129.17356900,128.89698800,128.55683900,129.18478400,10033
1.413805,68.402917,26.163611,146,043336.7+260949,IS Tau AB,,7.85,0.05,,7.46,0.05,,6.94,0.05,,6.03,0.05,,3.65,0.04,,2.08,0.22,>,-0.83,,yes,yes,yes,yes,yes,,1,IS Tau,yso,class II,II,K7,,3.5,-0.2,,0.15,,68.4029,26.1636,151125919028356352,68.40334992596,26.16355401908,144.51628100,140.48356600,148.83303800,145.94068900,141.82225000,151.41168200,10033
1.204605,68.4125,25.343889,147,043339.0+252038,DL Tau,,6.95,0.05,,6.37,0.05,,5.92,0.05,,5.13,0.05,,2.19,0.04,,-0.25,0.22,,-2.44,0.22,yes,yes,yes,yes,yes,,1,DL Tau,yso,class II,II,K7,,2.8,0.0,,0.26,,68.4125,25.3439,148010281032823552,68.41286536515,25.34383484270,159.74943500,159.29835500,160.34559600,159.69982900,159.22369400,160.18206800,10033
0.650651,68.42875,25.446389,148,043342.9+252647,J04334291+2526470,,12.76,0.06,,12.63,0.06,,12.52,0.07,,12.47,0.07,>,11.05,,>,1.43,,,,,,,,no,no,,1,2MASS J04334291+2526470,,star,III,M8.75,,1.2,-2.3,<,0.0042,,68.4287,25.4464,148017561002336384,68.42886974314,25.44624417502,144.48407000,134.24781800,154.18675200,142.78024300,134.98483300,149.97995000,10033
0.385740,68.466667,22.841667,149,043352.0+225030,CI Tau,,6.99,0.05,,6.53,0.05,,6.17,0.05,,5.33,0.05,,2.37,0.04,,-0.8,0.22,,,,yes,yes,yes,yes,yes,,1,CI Tau,yso,class II,II,K7,,3.6,0.2,,0.14,,68.4667,22.8417,145203159127518336,68.46676977321,22.84161689590,160.20466600,159.76588400,160.67489600,160.05139200,159.52330000,160.66738900,10033
0.370506,68.477917,26.224167,151,043354.7+261327,IT Tau AB,,7.35,0.05,,6.98,0.05,,6.63,0.05,,6.05,0.05,,3.53,0.04,,0.83,0.22,>,-1.28,,yes,yes,yes,yes,yes,,1,IT Tau,yso,class II,II,K2,,13.4,0.9,,0.0082,,68.4779,26.2242,151127907597788672,68.47801207202,26.22422460575,158.90741000,158.43518100,159.33468600,158.90028400,158.39494300,159.34994500,10033
2.073753,68.477917,26.224167,151,043354.7+261327,IT Tau AB,,7.35,0.05,,6.98,0.05,,6.63,0.05,,6.05,0.05,,3.53,0.04,,0.83,0.22,>,-1.28,,yes,yes,yes,yes,yes,,1,IT Tau,yso,class II,II,K2,,13.4,0.9,,0.0082,,68.4779,26.2242,151127907599718528,68.47747600488,26.22374828574,168.66252100,166.79078700,170.54615800,168.56616200,166.97726400,169.91183500,10033
1.449699,68.545417,22.862222,152,043410.9+225144,JH108,,9.3,0.05,,9.27,0.05,,9.19,0.05,,9.17,0.05,,8.88,0.12,>,1.15,,,,,,no,no,no,no,,1,JH108,yso,star,III,M1,,1.7,-0.5,<,6.8E-5,,68.5454,22.8622,145203811962545152,68.54585246097,22.86225605233,160.86990400,160.39251700,161.43533300,160.95735200,160.41630600,161.58097800,10033
1.339666,68.563333,22.841667,153,043415.2+225030,CFHT-1,,11.23,0.05,,11.1,0.05,,10.98,0.06,,11.02,0.06,>,9.94,,>,1.0,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 1,,star,II,,,,,,,,68.5633,22.8417,145203704587705088,68.56370464481,22.84181251152,164.89491300,155.16914400,176.72891200,156.02485700,148.40016200,165.29022200,10022
0.292231,68.663333,25.016944,154,043439.2+250101,Wa Tau 1,,7.83,0.05,,7.79,0.05,,7.75,0.05,,7.73,0.05,,7.67,0.07,>,0.85,,,,,,no,no,no,no,,1,Wa Tau 1,star,star,III,K0,,0.3,0.3,<,3.4E-5,,68.6633,25.0169,147940663906992512,68.66340786629,25.01689942653,84.88703160,84.76313780,85.03176880,84.85336300,84.71051030,84.98306270,10033
0.468576,68.730833,24.481389,155,043455.4+242853,AA Tau,,7.29,0.05,,6.84,0.05,,6.44,0.05,,5.65,0.05,,2.81,0.04,,-0.14,0.22,,-2.47,0.22,yes,yes,yes,yes,yes,,1,AA Tau,yso,class II,II,K7,,2.2,0.1,,0.15,,68.7308,24.4814,147818450613367424,68.73094345637,24.48130631876,133.69725000,132.09840400,134.96981800,133.26170300,131.88826000,135.58671600,10033
0.639045,68.785417,23.194167,156,043508.5+231139,CFHT-11,,11.19,0.05,,11.12,0.05,,11.04,0.06,,10.99,0.06,,10.23,0.2,>,0.37,,,,,,yes,no,no,no,,1,[MDM2001] CFHT-BD-Tau 11,not yso,star,III,M6.75,,0.0,-1.6,,5.1E-4,,68.7854,23.1942,145238687096970496,68.78551260561,23.19432123402,127.50289900,126.40158100,128.64715600,128.06652800,127.07443200,129.25434900,10022
0.418407,68.834167,22.537222,157,043520.2+223214,HO Tau,,8.9,0.05,,8.52,0.05,,8.38,0.05,,7.73,0.05,,4.85,0.04,,2.43,0.22,,,,yes,yes,yes,yes,yes,,1,HO Tau,yso,class II,II,M0.5,,2.6,-0.7,,0.11,,68.8342,22.5372,145132927822383616,68.83425717830,22.53730305904,163.24226400,162.63632200,163.91914400,163.25680500,162.58885200,164.10427900,10033
1.606211,68.836667,22.906667,158,043520.8+225424,FF Tau AB,,8.45,0.05,,8.44,0.05,,8.42,0.05,,8.36,0.05,,8.15,0.09,>,1.26,,,,,,no,no,no,no,,1,FF Tau,yso,star,III,K7,0.0,1.9,-0.1,<,6.3E-5,,68.8367,22.9067,145213875069914496,68.83715085443,22.90664648243,160.58142100,159.66564900,161.29226700,160.55845600,159.80331400,161.34584000,10033
1.294740,68.86375,24.249444,159,043527.3+241458,DN Tau,,7.47,0.05,,7.16,0.05,,6.78,0.05,,6.03,0.05,,3.04,0.04,,0.44,0.22,>,0.04,,yes,yes,yes,yes,yes,,1,DN Tau,yso,class II,II,M0,,1.1,0.0,,0.095,,68.8637,24.2494,147606657186323712,68.86410294975,24.24960458689,128.19628900,127.84450500,128.52578700,128.20155300,127.87968400,128.47476200,10033
0.951618,68.920417,24.185556,161,043540.9+241108,CoKu Tau/3 AB,,7.43,0.05,,6.95,0.05,,6.48,0.05,,5.64,0.05,,3.31,0.04,,1.33,0.22,>,-2.14,,yes,yes,yes,yes,yes,,1,NAME CoKu Tau 3,yso,class II,II,M1,,7.7,0.1,,0.11,,68.9204,24.1856,147605282796916992,68.92065390336,24.18570822262,125.88757300,124.88835900,126.81871800,125.72550200,124.77240000,126.61471600,10033
1.834157,68.920417,24.185556,161,043540.9+241108,CoKu Tau/3 AB,,7.43,0.05,,6.95,0.05,,6.48,0.05,,5.64,0.05,,3.31,0.04,,1.33,0.22,>,-2.14,,yes,yes,yes,yes,yes,,1,NAME CoKu Tau 3,yso,class II,II,M1,,7.7,0.1,,0.11,,68.9204,24.1856,147605278502447744,68.92071317780,24.18512405060,125.24181400,122.92659000,128.22312900,,,,10099
0.776676,68.924167,22.569722,162,043541.8+223411,KPNO-8,,11.64,0.05,,11.54,0.05,,11.43,0.06,,11.46,0.06,>,10.71,,>,1.12,,,,,,,,no,no,,1,[BLH2002] KPNO-Tau 8,,star,III,M5.75,,0.0,-1.7,<,0.002,,68.9242,22.5697,145133786815830784,68.92438138750,22.56980775417,153.03857400,151.00982700,154.77377300,152.83166500,151.08671600,154.80142200,10022
1.249284,68.938333,27.620278,163,043545.2+273713,J04354526+2737130,,13.18,0.06,,13.11,0.06,,12.93,0.07,,13.07,0.11,>,10.62,,>,1.47,,,,,,,,no,no,,1,2MASS J04354526+2737130,,star,III,M9.25,,1.0,-2.5,<,0.0021,,68.9383,27.6203,151870352825256576,68.93871360602,27.62019614886,133.79051200,122.16458900,149.09115600,135.63758900,122.22197000,153.25566100,10033
0.770374,68.947083,22.839167,164,043547.3+225021,HQ Tau,<,6.62,,<,6.1,,,5.61,0.05,,4.47,0.05,,1.65,0.04,,-0.18,0.22,,,,yes,yes,yes,,,,1,HQ Tau,,,II,K2,-1.2,3.8,0.6,,0.098,"b,c",68.9471,22.8392,145209618758377856,68.94728462696,22.83927313311,160.63208000,154.72380100,168.15084800,161.18089300,155.22316000,166.44633500,10033
1.492154,68.9625,22.877778,165,043551.0+225240,KPNO-15,,9.79,0.05,,9.72,0.05,,9.66,0.05,,9.65,0.05,,9.71,0.11,>,0.72,,,,,,no,no,no,no,,1,[BLH2002] KPNO-Tau 15,star,star,III,M1.5,,2.7,-0.7,<,2.2E-5,,68.9625,22.8778,145210099794710272,68.96293446165,22.87767043015,159.10388200,158.38317900,159.94384800,159.06475800,158.25950600,159.96508800,10033
0.828655,68.964167,22.819722,166,043551.4+224911,KPNO-9,,13.63,0.06,,13.52,0.06,,13.7,0.12,,13.41,0.17,>,10.93,,>,0.86,,,,,,,,no,no,,1,[BLH2002] KPNO-Tau 9,,star,III,M8.5,,1.4,-2.6,<,0.004,,68.9642,22.8197,145209339585095424,68.96433535434,22.81989201123,182.62303200,147.23184200,242.89286800,777.36669900,624.78021200,921.51257300,20033
1.674353,68.966667,22.9175,167,043552.0+225503,2MASS J04355209+2255039,,9.56,0.05,,9.52,0.05,,9.39,0.05,,9.35,0.06,,,,>,0.5,,,,,,,,no,no,,1,2MASS J04355209+2255039,,star,III,,,,,,,,68.9667,22.9175,145213295250374016,68.96709847026,22.91774161835,159.43054200,157.93129000,160.81134000,159.43200700,157.67666600,161.00822400,10022
1.279089,68.969583,22.906389,168,043552.7+225423,HP Tau AB,<,6.62,,,6.2,0.05,,5.65,0.05,,4.88,0.05,,1.49,0.04,,-1.93,0.22,,-4.48,0.34,yes,yes,yes,yes,,,1,HP Tau,,,II,K3,-11.2,4.8,0.3,,0.24,d,68.9696,22.9064,145213187879627776,68.96996821974,22.90637091669,170.04580700,168.59944200,171.61146500,170.13073700,168.65823400,171.82595800,10033
1.135777,68.97,22.849444,169,043552.8+225058,2MASS J04355286+2250585,,9.46,0.05,,9.36,0.05,,9.28,0.05,,9.29,0.05,,9.1,0.13,>,0.93,,,,,,no,no,no,no,,1,2MASS J04355286+2250585,yso,star,III,,,,,,,,68.97,22.8494,145209442664192896,68.97033421694,22.84951239784,160.74795500,159.17030300,162.08302300,160.55308500,159.65199300,161.62767000,10022
1.705217,68.9725,22.902222,170,043553.4+225408,HP Tau/G3 AB,,8.62,0.05,,8.6,0.05,,8.51,0.05,,8.47,0.06,,,,>,-0.03,,>,-2.19,,,,,no,no,,1,CoKu HP Tau G3,,star,III,K7,,2.2,-0.2,<,0.0011,,68.9725,22.9022,145213192171160064,68.97296810585,22.90241802787,158.00524900,157.07069400,158.92515600,157.94209300,156.93359400,158.86837800,10033
0.984390,68.975417,22.903611,171,043554.1+225413,HP Tau/G2,,7.19,0.05,,7.17,0.05,,7.11,0.05,,7.02,0.05,,,,>,-0.03,,>,-2.35,,,,,no,no,,1,CoKu HP Tau G2,,star,III,G0,,2.6,0.8,<,5.9E-4,,68.9754,22.9036,145213192171159552,68.97570454070,22.90367892339,166.31251500,164.83355700,168.08250400,165.81269800,164.40966800,167.33656300,10033
0.927681,68.986667,22.91,172,043556.8+225436,Haro 6-28 AB,,8.61,0.05,,8.18,0.05,,7.85,0.05,,7.14,0.05,,4.39,0.04,>,0.7,,>,-2.24,,,yes,yes,yes,yes,,1,Haro 6-28,yso,class II,II,M5,,4.1,-0.6,,0.11,,68.9867,22.91,145213226530896896,68.98694132624,22.90994947220,148.31617700,143.61610400,155.20163000,149.57318100,144.41685500,156.60455300,10033
0.604191,68.995417,22.643056,173,043558.9+223835,2MASS J04355892+2238353,,8.15,0.05,,8.19,0.05,,8.1,0.05,,8.06,0.05,,,,>,1.12,,,,,,,,no,no,,1,2MASS J04355892+2238353,,star,III,,,,,,,,68.9954,22.6431,145157941711889536,68.99559884742,22.64305597919,166.05317700,165.13530000,167.05905200,166.13134800,165.28645300,167.06941200,10033
0.236294,69.042917,21.993333,174,043610.3+215936,J04361030+2159364,,13.02,0.06,,12.74,0.06,,12.41,0.06,,11.74,0.06,,9.01,0.18,>,1.07,,,,,,yes-faint,no,no,yes,,1,2MASS J04361030+2159364,not yso,class II,II,M8.5,,0.8,-2.4,,0.096,,69.0429,21.9933,144911784251503616,69.04298110278,21.99336084594,119.11480700,113.20959500,125.71245600,118.20667300,112.46675900,124.50673700,10033
1.352892,69.042917,22.998889,175,043610.3+225956,CFHT-2,,11.63,0.05,,11.43,0.05,,11.34,0.06,,11.32,0.06,>,10.61,,>,1.48,,>,-3.51,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 2,,star,II,M7.5,,3.0,-1.8,<,0.0024,,69.0429,22.9989,145220064117853696,69.04331806803,22.99881879928,166.85766600,159.25798000,176.69450400,156.92387400,138.72972100,168.66717500,10122
1.613708,69.079167,25.716111,176,043619.0+254258,LkCa 14,,8.52,0.05,,8.54,0.05,,8.51,0.05,,8.45,0.05,,8.24,0.1,>,0.99,,>,-0.98,,,no,no,no,no,,1,LkCa 14,yso,star,III,M0,,0.0,-0.2,<,4.5E-5,,69.0792,25.7161,148037764527442944,69.07963351684,25.71626678549,127.83174100,127.37953900,128.18086200,127.81086700,127.34765600,128.23989900,10033
0.808975,69.162083,22.969722,177,043638.9+225811,CFHT-3,,11.79,0.05,,11.69,0.05,,11.59,0.06,,11.57,0.06,>,8.55,,>,1.12,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 3,,star,III,M7.75,,1.8,-1.9,<,0.0025,,69.1621,22.9697,145217379763796992,69.16224966214,22.96988616703,181.26661700,174.57177700,187.85607900,180.08346600,174.64819300,186.63586400,10101
1.204712,69.204583,24.216111,178,043649.1+241258,HD 283759,,8.32,0.05,,8.25,0.05,,8.3,0.05,,8.2,0.05,,6.64,0.05,,1.1,0.22,>,0.51,,yes,yes,yes,no,no,,1,HD 283759,yso,star,II,F2,5.5,0.4,0.4,,0.0037,b,69.2046,24.2161,147562470562750720,69.20488944124,24.21629506160,161.93286100,161.45704700,162.41253700,161.82702600,161.31999200,162.33052100,10033
0.993872,69.503333,25.9825,179,043800.8+255857,ITG 2,,9.6,0.05,,9.47,0.05,,9.37,0.05,,9.31,0.05,,9.17,0.19,>,0.96,,>,-2.05,,,no,no,no,no,,1,ITG 2,yso,star,III,M7.25,,2.3,-0.9,<,8.9E-5,,69.5033,25.9825,148420639387738112,69.50363896330,25.98247609844,146.32524100,143.76756300,148.87478600,146.94006300,144.42393500,162.88896200,10011
1.329230,69.561667,26.194167,180,043814.8+261139,J04381486+2611399,,10.8,0.05,,10.21,0.05,,9.64,0.05,,8.92,0.05,,4.98,0.04,>,0.8,,>,-1.11,,,yes,yes,yes,yes,,1,2MASS J04381486+2611399,yso,class II,I,M7.25,,3.5,-2.3,,0.75,,69.5617,26.1942,148450875956969344,69.56203406964,26.19433386773,141.70538300,132.26277200,150.71101400,136.82258600,128.39723200,155.31512500,10033
