angDist,_RAJ2000,_DEJ2000,recno,Seq,Cloud,ID,Av,alpha,Tbol,Lbol,alpha0,Tbol0,Lbol0,AGB?,Core?,F1.25,e_F1.25,F1.65,e_F1.65,F2.17,e_F2.17,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,F24,e_F24,F70,e_F70,F0.36,e_F0.36,F0.44,e_F0.44,F0.55,e_F0.55,F0.64,e_F0.64,F0.665,e_F0.665,F0.79,e_F0.79,F0.914,e_F0.914,F0.96,e_F0.96,F3.4,e_F3.4,F5.0,e_F5.0,F6.7,e_F6.7,F12,e_F12,F14,e_F14,F22,e_F22,F160,e_F160,F350,e_F350,F450,e_F450,F850,e_F850,F1100,e_F1100,F1200,e_F1200,F1300,e_F1300,SED,SimbadName,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
1.003957,276.960417,-3.866667,188,188,Aquila,J182750.5-035200,13.0,-0.76,1000.0,0.15,-0.98,1500.0,0.46,N,-,3.0,0.09,13.0,0.29,25.0,0.54,44.0,2.2,54.0,2.6,63.0,3.0,69.0,3.3,42.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1827505-035200,276.9604,-3.8667,276.96069523916,-3.86669359530,0.0012867,0.0007395,39.71,4257576788196066432,276.96069523916,0.9998,-3.86669359530,1.0968,,,,,,,,,108,0.7025,112.71,0.000,0.000e+00,3,,,8,,0,1.16689e+02,1.39303e+00,20.519793,3.33482e+01,1.02423e+01,21.530863,2.08197e+02,18.951708,2.070,2.579155,,,0,,,103362769606350374,,,,0.013251,0.333475,0.093939,20.519793,0.013251,1.16689e+02,0.652,0.9998,1.0968,0.4970
1.653700,276.96125,-4.095,189,189,Aquila,J182750.7-040542,8.1,-1.79,1600.0,1.1,-2.19,1900.0,3.0,N,-,110.0,2.1,270.0,18.0,370.0,7.6,270.0,14.0,180.0,9.3,160.0,7.7,120.0,5.6,65.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.6,,,84.0,2.6,,,,,,,,,,,,,,,SED,SSTgbs J1827507-040542,276.9612,-4.095,276.96165148273,-4.09522504727,0.0038291,0.0023413,43.89,4257556795123964160,276.96163313184,0.1609,-4.09524158711,0.1689,0.4529,0.1761,2.5711,5.551,-4.118,0.193,-3.721,0.194,168,3.0293,1013.13,1.070,4.395e+01,95,1.0314,0.0458,14,1.171,0,,,,,,,8.81309e+03,14.885075,,,,,0,,,103082769616966071,,274962350,430247321,,,0.022763,,,,,3.1456,3.2014,0.4555
0.970647,276.972917,-3.901389,190,190,Aquila,J182753.5-035405,7.7,-1.16,1200.0,0.11,-1.2,1600.0,0.23,N,-,6.4,0.24,15.0,0.7,21.0,0.75,34.0,1.7,34.0,1.6,34.0,1.6,32.0,1.5,17.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.64,,,34.0,2.5,,,,,,,,,,,,,,,SED,SSTgbs J1827535-035405,276.9729,-3.9014,276.97317989148,-3.90145149160,0.0032689,0.0019629,50.85,4257575723039259008,276.97318854545,0.1353,-3.90149329252,0.1262,2.4958,0.1439,17.3387,9.604,1.943,0.175,-9.405,0.157,196,1.3401,322.91,0.634,5.737e+00,95,1.1643,0.0377,14,1.068,0,1.60730e+03,3.49148e+01,17.672127,1.46427e+02,1.34406e+01,19.924488,2.85788e+03,16.107786,1.869,3.816702,,,0,,,103312769731948611,,274971064,431241285,0.023746,0.099699,0.081584,17.646536,0.023200,1.64563e+03,0.273,2.8217,2.5645,0.4623
0.779371,276.9775,-2.017778,191,191,Aquila,J182754.6-020104,6.8,-2.07,1800.0,0.8,-2.46,2000.0,1.9,N,-,95.0,2.1,240.0,5.2,270.0,5.7,160.0,7.9,94.0,4.6,82.0,3.9,53.0,2.5,24.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.69,,,28.0,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1827546-020104,276.9775,-2.0178,276.97766794846,-2.01791473706,0.0026906,0.0017093,45.74,4270425410494117632,276.97765546287,0.1110,-2.01793376407,0.1125,0.1935,0.1267,1.5267,5.120,-2.808,0.140,-4.281,0.138,228,9.0161,2327.63,1.028,9.553e+01,95,1.1346,0.0289,16,1.455,0,7.81286e+03,4.90148e+01,15.955342,8.46418e+01,1.40998e+01,20.519580,1.50068e+04,14.307175,1.932,6.212406,,,0,,,105572769776478868,,275848379,440244731,0.007348,0.180886,0.018892,15.939177,0.007254,7.93005e+03,0.001,2.2664,2.2416,0.4248
0.826196,276.989167,-3.928056,195,195,Aquila,J182757.4-035541,6.9,-1.65,1700.0,0.046,-2.11,2000.0,0.11,N,-,5.1,0.12,13.0,0.25,15.0,0.31,9.5,0.47,6.6,0.32,6.2,0.31,6.7,0.32,1.6,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1827574-035541,276.9892,-3.9281,276.98921783400,-3.92827982538,0.0051867,0.0040647,60.32,4257563529631173632,276.98921714520,0.2349,-3.92829794616,0.2145,0.0648,0.2711,0.2389,4.080,-0.155,0.306,-4.077,0.268,184,-1.9720,219.13,0.808,1.822e+00,95,0.9371,0.0688,15,0.896,0,5.14542e+02,6.92564e+00,18.908815,4.00757e+01,1.09523e+01,21.331339,9.65077e+02,17.286490,1.953,4.044849,,,0,,,103282769892386386,,274971057,431241291,0.014871,0.296735,0.012360,18.883224,0.014537,5.26813e+02,0.327,4.9353,4.3665,0.2072
0.990423,276.9975,-1.831944,196,196,Aquila,J182759.4-014955,6.9,-2.05,1700.0,0.79,-2.42,2000.0,1.9,N,-,93.0,1.8,220.0,4.4,270.0,5.2,170.0,8.5,99.0,4.9,85.0,4.0,58.0,2.7,25.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,47.0,0.74,,,31.0,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1827594-014955,276.9975,-1.8319,276.99770947220,-1.83212248233,0.0027268,0.0020346,64.62,4270432591679485184,276.99769999362,0.1310,-1.83215152263,0.1425,-0.4540,0.1717,-2.6439,6.873,-2.132,0.164,-6.534,0.133,211,9.4335,1670.97,1.023,4.916e+01,95,1.1050,0.0323,15,1.499,0,4.75377e+03,3.08003e+01,16.494770,6.78008e+01,8.75206e+00,20.760456,9.57323e+03,14.795249,2.028,5.965207,,,0,,,105802769976831849,,275853061,441252769,0.007555,0.140180,0.016814,16.469179,0.007403,4.86715e+03,0.132,2.6134,2.1783,0.2242
1.010051,277.001667,-4.142222,197,197,Aquila,J182800.4-040832,8.9,-2.16,1700.0,0.95,-2.42,2000.0,2.8,Y,-,77.0,1.6,250.0,6.0,320.0,7.6,230.0,12.0,160.0,7.9,130.0,6.4,85.0,4.0,21.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,45.0,0.75,,,21.0,1.7,,,,,,,,,,,,,,,SED,SSTgbs J1828004-040832,277.0017,-4.1422,277.00188448398,-4.14239995211,0.0026966,0.0021825,54.53,4257555656951795712,277.00186254298,0.1280,-4.14242429988,0.1278,0.1167,0.1528,0.7635,7.366,-4.924,0.157,-5.478,0.145,171,1.2163,627.14,0.888,1.978e+01,31,,,15,1.065,0,3.53551e+03,2.00833e+01,16.816236,4.00516e+01,7.89424e+00,21.331993,7.19414e+03,15.105448,2.046,6.226545,,,0,,,103022770019369546,,274961758,430247429,0.006755,0.214019,0.017962,16.816236,0.006755,3.53551e+03,0.114,2.5351,2.3681,0.1975
1.003521,277.01,-3.735,198,198,Aquila,J182802.4-034406,17.6,-1.89,1400.0,1.7,-2.53,1900.0,12.0,N,-,35.0,0.77,250.0,5.8,640.0,12.0,530.0,26.0,390.0,20.0,370.0,18.0,260.0,13.0,79.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,160.0,2.2,,,110.0,2.7,,,,,,,,,,,,,,,SED,SSTgbs J1828024-034406,277.01,-3.735,277.01027815962,-3.73502569713,0.0285031,0.0164950,67.43,4257586791174232960,277.01025283022,0.9624,-3.73505984511,0.8866,0.6848,1.2333,0.5552,9.559,-5.687,1.685,-7.683,1.142,127,4.2233,223.24,3.303,3.550e+00,95,0.5145,0.2766,11,1.280,0,1.55281e+02,6.63477e+00,20.209574,2.58219e+01,6.89914e+00,21.808570,3.57303e+02,18.365305,2.467,3.443266,,,0,,,103512770102528410,,274971812,,0.046473,0.290102,0.132184,20.183983,0.045394,1.58984e+02,0.922,27.0709,18.7532,0.3772
0.693806,277.010417,-2.820556,199,199,Aquila,J182802.5-024914,13.5,-1.49,1300.0,0.42,-1.87,1800.0,1.7,N,-,13.0,0.35,63.0,1.6,120.0,2.7,140.0,6.8,110.0,5.3,110.0,5.1,88.0,4.3,42.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,72.0,1.0,,,51.0,1.8,,,,,,,,,,,,,,,SED,SSTgbs J1828025-024914,277.0104,-2.8206,277.01056225560,-2.82068286371,0.0283168,0.0228742,89.36,4270086142436464384,277.01054790820,1.5189,-2.82069564812,1.9821,-0.7419,2.7220,-0.2726,4.321,-3.224,1.751,-2.876,1.421,125,4.8800,227.29,6.000,5.882e+00,95,0.3357,0.3960,12,1.329,0,1.11144e+02,1.56984e+00,20.572649,2.68154e+01,9.53100e+00,21.767580,2.64368e+02,18.692373,2.620,3.075207,,,0,,,104612770105655581,,275769580,,0.015581,0.385913,0.062838,20.547058,0.015229,1.13795e+02,1.128,28.3162,22.8750,0.0048
1.069034,277.012917,-4.125833,200,200,Aquila,J182803.1-040733,9.6,-1.78,1600.0,0.22,-2.31,2000.0,0.7,N,-,17.0,0.55,55.0,1.5,78.0,1.9,54.0,2.6,32.0,1.5,29.0,1.5,20.0,0.97,15.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.46,,,13.0,1.7,,,,,,,,,,,,,,,SED,SSTgbs J1828031-040733,277.0129,-4.1258,277.01320477944,-4.12590911374,0.0063037,0.0046285,53.01,4257555798687420672,277.01319106323,0.3026,-4.12592769747,0.3421,0.8135,0.4060,2.0035,5.192,-3.078,0.356,-4.181,0.322,185,2.8558,344.31,1.615,6.551e+00,95,0.9691,0.0803,15,1.153,0,4.83736e+02,3.77883e+00,18.975845,1.69754e+01,2.94135e+00,22.263994,1.04829e+03,17.196690,2.202,5.067305,,,0,,,103042770132499347,,,,0.008918,0.188148,0.019900,18.950254,0.008730,4.95273e+02,0.432,5.7537,5.2965,0.2888
0.749734,277.030833,-2.976389,204,204,Aquila,J182807.4-025835,8.4,-2.0,1500.0,0.72,-1.91,1800.0,1.8,Y,-,50.0,1.1,140.0,3.2,190.0,4.4,240.0,12.0,180.0,9.1,160.0,8.1,110.0,5.4,21.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,49.0,0.76,,,24.0,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1828074-025835,277.0308,-2.9764,277.03098197700,-2.97653473141,0.0025378,0.0018282,67.87,4270080954115630592,277.03096412265,0.1311,-2.97656793861,0.1127,0.1508,0.1524,0.9898,8.481,-4.012,0.149,-7.472,0.118,189,1.8581,1038.39,0.812,3.125e+01,95,1.0561,0.0329,14,1.097,0,4.74657e+03,7.34002e+01,16.496416,8.28586e+01,1.20129e+01,20.542698,9.31880e+03,14.824495,1.981,5.718203,,,0,,,104422770309808546,,,436228157,0.017014,0.157436,0.045598,16.470825,0.016628,4.85978e+03,0.120,2.4496,1.9448,0.2269
1.458387,277.0375,-1.386944,205,205,Aquila,J182809.0-012313,11.1,-2.02,1600.0,0.34,-2.36,1900.0,1.2,N,-,19.0,0.35,76.0,1.6,110.0,2.3,96.0,4.6,62.0,3.0,54.0,2.5,38.0,1.8,12.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.44,,,16.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1828090-012313,277.0375,-1.3869,277.03780849413,-1.38720667698,0.0052287,0.0043864,81.93,4270531307204092928,277.03778887263,0.2700,-1.38723450602,0.2610,-0.0930,0.3241,-0.2869,7.661,-4.414,0.322,-6.262,0.269,243,1.2931,394.55,1.539,7.079e+00,95,0.8673,0.0659,17,1.059,0,5.20324e+02,3.60285e+00,18.896683,5.82905e+01,1.91026e+01,20.924547,1.08816e+03,17.156164,2.203,3.768383,,,0,,,106332770377145812,,276130615,,0.008007,0.355821,0.025349,18.871092,0.007843,5.32733e+02,0.613,5.2134,4.4045,0.0490
1.665762,277.039167,-2.441944,206,206,Aquila,J182809.4-022631,12.4,-0.11,1200.0,0.17,-1.15,2000.0,0.68,N,-,15.0,0.36,29.0,0.67,30.0,0.69,22.0,1.1,23.0,1.1,26.0,1.3,54.0,2.6,150.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,89.0,1.2,,,180.0,3.9,,,,,,,,,,,,,,,SED,SSTgbs J1828094-022631,277.0392,-2.4419,277.03955393887,-2.44219826826,0.0015064,0.0011872,77.01,4270115623092193920,277.03954459944,0.0708,-2.44221957664,0.0621,0.0867,0.0667,1.2995,5.234,-2.099,0.091,-4.794,0.073,193,0.0461,246.30,0.236,2.161e+00,31,,,13,1.001,0,4.49368e+03,4.75200e+00,16.555862,3.88059e+02,8.37875e+00,18.866299,6.64710e+03,15.191315,1.566,3.674984,,,0,,,105062770395659752,,275825201,438247425,0.002985,0.023608,0.004568,16.555862,0.002985,4.49368e+03,-0.012,1.4919,1.2054,0.1047
1.388498,277.041667,-3.959167,207,207,Aquila,J182810.0-035733,10.0,-2.2,1600.0,0.42,-2.51,2000.0,1.4,Y,-,30.0,0.66,110.0,2.4,150.0,3.1,110.0,5.2,68.0,3.3,57.0,2.7,37.0,1.7,9.4,0.89,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.44,,,11.0,1.1,,,,,,,,,,,,,,,SED,SSTgbs J1828100-035733,277.0417,-3.9592,277.04205156374,-3.95920669187,0.0044218,0.0031037,52.92,4257562803777656960,277.04203249822,0.1897,-3.95923334526,0.1827,-0.1206,0.2244,-0.5373,7.367,-4.280,0.251,-5.997,0.225,188,5.3716,500.01,1.234,1.461e+01,95,1.1001,0.0522,14,1.292,0,1.28650e+03,8.15440e+00,17.913840,4.56192e+01,1.25942e+01,21.190672,2.63183e+03,16.197252,2.081,4.993420,,,0,,,103242770420119257,,274971115,431241315,0.007413,0.299754,0.019403,17.888249,0.007264,1.31719e+03,0.322,3.9933,3.6385,0.3284
0.700803,277.043333,-2.466111,208,208,Aquila,J182810.4-022758,5.1,-1.82,1800.0,1.4,-2.22,2000.0,2.6,N,-,210.0,4.4,420.0,16.0,440.0,10.0,230.0,12.0,160.0,8.2,140.0,7.0,110.0,5.5,54.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,98.0,1.4,,,71.0,2.0,,,,,,,,,,,,,,,SED,SSTgbs J1828104-022758,277.0433,-2.4661,277.04349585206,-2.46621788185,0.0009577,0.0007911,81.35,4270114828520554880,277.04346716718,0.0469,-2.46625028764,0.0433,0.0977,0.0533,1.8339,9.734,-6.448,0.059,-7.291,0.049,237,4.9481,1872.71,0.401,5.748e+01,31,,,16,1.237,0,4.31161e+04,1.84227e+02,14.100767,1.98876e+03,5.43119e+01,17.092087,6.95482e+04,12.642181,1.659,4.449905,,,0,,,105042770434930934,,275825202,438247459,0.005396,0.029782,0.012875,14.100767,0.005396,4.31161e+04,-0.024,0.9542,0.7952,0.0571
1.425241,277.045833,-4.218056,209,209,Aquila,J182811.0-041305,8.5,-2.1,1700.0,0.43,-2.4,2000.0,1.2,Y,-,40.0,0.84,110.0,2.7,150.0,3.1,91.0,4.5,75.0,3.7,63.0,3.0,44.0,2.1,9.4,0.89,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.47,,,6.3,1.2,,,,,,,,,,,,,,,SED,SSTgbs J1828110-041305,277.0458,-4.2181,277.04622753729,-4.21809981158,0.0028301,0.0024772,95.74,4257484605309456000,277.04622492773,0.1506,-4.21811832672,0.1677,0.2084,0.2062,1.0106,4.207,-0.586,0.176,-4.166,0.151,197,7.0602,678.68,1.122,2.195e+01,95,1.1125,0.0372,16,1.380,0,2.05094e+03,5.09887e+01,17.407486,3.70109e+01,7.11026e+00,21.417717,4.39060e+03,15.641585,2.159,5.776132,,,0,,,102932770461928650,,274960194,429246893,0.027133,0.208602,0.083033,17.381895,0.026508,2.09985e+03,0.289,2.8267,2.4809,-0.0266
0.724066,277.05,-3.581667,210,210,Aquila,J182812.0-033454,11.8,-2.05,1600.0,1.0,-2.46,2000.0,4.1,N,-,54.0,1.1,220.0,5.1,370.0,9.1,290.0,17.0,190.0,9.4,160.0,7.8,110.0,5.2,34.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,68.0,1.0,,,43.0,1.6,,,,,,,,,,,,,,,SED,SSTgbs J1828120-033454,277.05,-3.5817,277.05014311273,-3.58180860423,0.0036228,0.0029588,75.46,4257965779086125952,277.05012299302,0.1880,-3.58184188268,0.1731,-0.0929,0.2090,-0.4444,8.745,-4.518,0.221,-7.488,0.185,234,6.5400,673.87,1.313,1.750e+01,95,1.0855,0.0508,16,1.320,0,1.26014e+03,3.48106e+00,17.936323,5.48172e+01,1.26454e+01,20.991251,2.69919e+03,16.169813,2.185,4.821438,,,0,,,103702770501042208,,274971974,,0.004073,0.250477,0.010025,17.910732,0.004022,1.29019e+03,0.450,3.5846,3.0050,0.0986
0.692021,277.073333,-2.11,211,211,Aquila,J182817.6-020636,8.0,-2.26,1700.0,2.6,-2.63,2000.0,7.1,Y,-,270.0,5.0,730.0,22.0,940.0,21.0,580.0,29.0,290.0,15.0,270.0,13.0,170.0,7.9,54.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.5,,,67.0,2.1,,,,,,,,,,,,,,,SED,SSTgbs J1828176-020636,277.0733,-2.11,277.07348312872,-2.11012018138,0.0023306,0.0019192,57.33,4270411907117313024,277.07348835748,0.1102,-2.11014398949,0.1081,0.0856,0.1246,0.6871,5.484,1.176,0.137,-5.357,0.126,253,9.2545,5953.81,1.120,2.321e+02,95,1.1163,0.0316,16,1.443,0,1.48083e+04,5.55477e+01,15.261103,1.34891e+02,1.49700e+01,20.013588,2.85761e+04,13.607888,1.939,6.405700,,,0,,,105462770734928247,,275847743,440245222,0.004917,0.120526,0.015404,15.244938,0.004867,1.50304e+04,-0.019,2.2186,2.0476,0.1749
0.826685,277.08375,-3.541111,212,212,Aquila,J182820.1-033228,11.5,-2.17,1600.0,0.18,-2.58,2000.0,0.72,Y,-,10.0,0.22,44.0,1.0,66.0,1.3,45.0,2.2,31.0,1.5,26.0,1.2,17.0,0.81,4.2,0.42,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.31,,,3.1,0.94,,,,,,,,,,,,,,,SED,SSTgbs J1828201-033228,277.0837,-3.5411,277.08380114014,-3.54133489018,0.0092041,0.0060413,51.77,4257966328841940864,277.08378633926,0.4757,-3.54135321808,0.5003,0.7420,0.5846,1.2692,5.297,-3.324,0.508,-4.124,0.460,229,3.1705,362.59,2.430,6.418e+00,95,1.0012,0.1278,16,1.152,0,2.52868e+02,2.07279e+00,19.680134,4.26650e+01,7.65824e+00,21.263363,5.55795e+02,17.885609,2.367,3.377754,,,0,,,103752770837690793,,275756691,,0.009317,0.194906,0.021609,19.654543,0.009119,2.58899e+02,0.831,8.1395,7.4135,0.3884
1.523316,277.08625,-4.090833,214,214,Aquila,J182820.7-040527,7.9,-1.58,1500.0,3.1,-1.83,1800.0,7.5,N,-,260.0,5.1,630.0,23.0,900.0,14.0,820.0,43.0,650.0,35.0,600.0,29.0,550.0,26.0,210.0,20.0,77,17.0,,,,,,,,,,,,,,,,,,,,,,,390.0,5.0,,,280.0,5.3,,,,,,,,,,,,,,,SED,SSTgbs J1828207-040527,277.0862,-4.0908,277.08662317560,-4.09103424346,0.0030821,0.0025344,79.64,4257556314086086784,277.08661900713,0.1538,-4.09105442349,0.1596,-0.3237,0.1917,-1.6888,4.636,-0.936,0.192,-4.541,0.157,200,15.4397,6943.78,1.329,2.657e+02,95,0.9557,0.0380,15,1.877,0,9.20251e+03,5.33519e+02,15.777601,1.43825e+02,2.68052e+01,19.943954,1.74905e+04,14.140891,1.916,5.803063,,,0,,,103092770866391144,,274962665,430247728,0.063006,0.202371,0.182686,15.761436,0.062077,9.34055e+03,0.043,3.0659,2.5540,0.0695
1.170277,277.087083,-3.991111,215,215,Aquila,J182820.9-035928,7.5,-2.06,1700.0,0.79,-2.42,2000.0,2.0,N,-,84.0,1.8,220.0,5.1,270.0,5.6,170.0,8.3,110.0,5.3,90.0,4.3,62.0,2.9,23.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,47.0,0.73,,,28.0,1.9,,,,,,,,,,,,,,,SED,SSTgbs J1828209-035928,277.0871,-3.9911,277.08729234985,-3.99136011830,0.0025758,0.0018856,54.99,4257559509541947136,277.08726796881,0.1221,-3.99138607992,0.1201,0.3952,0.1315,3.0063,8.004,-5.472,0.147,-5.841,0.130,191,2.7742,1640.25,0.966,6.688e+01,95,1.0699,0.0344,15,1.146,0,7.55035e+03,5.93730e+01,15.992450,1.03403e+02,1.27429e+01,20.302208,1.42501e+04,14.363352,1.901,5.938856,,,0,,,103212770872700733,,274963029,431241354,0.008971,0.133830,0.026662,15.976285,0.008851,7.66360e+03,0.009,2.3710,2.1375,0.2855
0.899554,277.088333,-3.348611,216,216,Aquila,J182821.2-032055,10.4,-2.1,1600.0,0.35,-2.41,2000.0,1.2,Y,-,23.0,0.54,85.0,2.0,120.0,2.8,92.0,4.6,64.0,3.1,54.0,2.5,37.0,1.7,9.2,0.87,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.43,,,6.7,1.5,,,,,,,,,,,,,,,SED,SSTgbs J1828212-032055,277.0883,-3.3486,277.08857365481,-3.34867970905,0.0051764,0.0030705,49.57,4269982784044836992,277.08855314875,0.2250,-3.34871355759,0.2337,-0.0304,0.2601,-0.1171,8.900,-4.606,0.272,-7.616,0.249,209,2.8173,434.32,1.245,8.594e+00,95,1.0051,0.0631,16,1.141,0,6.84310e+02,5.05152e+00,18.599234,2.81575e+01,6.77686e+00,21.714558,1.48395e+03,16.819350,2.210,4.895208,,,0,,,103982770885521991,,275757026,,0.008475,0.261327,0.025368,18.573643,0.008299,7.00631e+02,0.464,4.4148,4.0906,0.4747
0.541334,277.089167,-3.317222,217,217,Aquila,J182821.4-031902,9.4,-2.11,1700.0,0.31,-2.47,2000.0,0.96,N,-,24.0,0.51,80.0,1.9,110.0,2.2,73.0,3.5,49.0,2.3,39.0,1.9,26.0,1.2,8.7,0.82,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.4,,,8.3,1.4,,,,,,,,,,,,,,,SED,SSTgbs J1828214-031902,277.0892,-3.3172,277.08928964837,-3.31730928707,0.0039790,0.0029605,58.09,4269988934438005376,277.08927870661,0.1900,-3.31733466268,0.1889,0.0670,0.2415,0.2773,6.216,-2.458,0.232,-5.710,0.201,225,9.2146,682.47,1.405,1.784e+01,95,1.1230,0.0561,17,1.469,0,1.01623e+03,9.01313e+00,18.169886,4.84511e+01,1.28922e+01,21.125282,2.06791e+03,16.459068,2.083,4.666214,,,0,,,104012770893769619,,275758409,434236016,0.010016,0.288914,0.026835,18.144295,0.009801,1.04047e+03,0.369,3.7226,3.2771,0.2600
0.931890,277.089583,-3.623889,218,218,Aquila,J182821.5-033726,5.3,-2.13,1800.0,0.032,-2.39,2000.0,0.062,N,-,4.7,0.13,8.9,0.25,10.0,0.28,6.3,0.33,4.6,0.23,3.4,0.17,2.1,0.11,1.3,0.24,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.17,,,,,,,,,,,,,,,,,,,SED,SSTgbs J1828215-033726,277.0896,-3.6239,277.08981216066,-3.62401025542,0.0050656,0.0040058,58.78,4257964675276328960,277.08980257681,0.2308,-3.62401576409,0.2059,0.4569,0.2348,1.9460,2.483,-2.152,0.295,-1.239,0.265,221,0.0915,288.25,0.964,3.141e+00,95,1.0880,0.0671,15,1.003,0,5.39858e+02,1.51206e+00,18.856668,2.65799e+01,3.98846e+00,21.777159,9.38161e+02,17.317202,1.787,4.459957,,,0,,,103652770897821558,,274971951,432241130,0.004104,0.162945,0.010968,18.831077,0.004051,5.52734e+02,0.103,4.8039,4.3162,0.2055
1.429767,277.10625,-4.056667,220,220,Aquila,J182825.5-040324,7.4,-2.31,1700.0,0.36,-2.58,2000.0,0.89,Y,-,40.0,0.84,100.0,2.3,120.0,2.5,77.0,3.7,46.0,2.2,38.0,1.8,24.0,1.2,5.9,0.57,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.46,,,4.7,1.3,,,,,,,,,,,,,,,SED,SSTgbs J1828255-040324,277.1062,-4.0567,277.10661254952,-4.05683116400,0.0028060,0.0020882,72.08,4257557997713269888,277.10659459482,0.1383,-4.05685353106,0.1423,-0.0432,0.1753,-0.2465,6.447,-4.030,0.173,-5.033,0.133,173,2.5413,865.65,0.974,2.999e+01,95,1.0547,0.0364,14,1.140,0,3.78481e+03,5.34605e+01,16.742258,8.22143e+01,6.83085e+00,20.551174,7.27924e+03,15.092680,1.945,5.458494,,,0,,,103132771065852188,,274962790,430247816,0.015582,0.090253,0.044385,16.716667,0.015230,3.87507e+03,0.120,2.7461,2.1663,0.1729
1.288611,277.107083,-1.513611,221,221,Aquila,J182825.7-013049,8.4,-2.0,1700.0,10.0,-2.37,2000.0,29.0,N,-,990.0,27.0,2600.0,100.0,3700.0,72.0,2100.0,130.0,1700.0,91.0,1500.0,78.0,1100.0,51.0,290.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,830.0,11.0,,,420.0,9.3,,,,,,,,,,,,,,,SED,SSTgbs J1828257-013049,277.1071,-1.5136,277.10741358374,-1.51374853903,0.0032530,0.0028812,50.37,4270516841753973248,277.10740466329,0.1625,-1.51374851315,0.1785,0.7165,0.2246,3.1901,2.006,-2.006,0.193,0.006,0.189,203,12.8554,13298.96,1.430,4.222e+02,95,1.0710,0.0440,15,1.711,0,2.21348e+04,6.14298e+02,14.824677,6.94715e+01,1.07451e+01,20.734026,4.82941e+04,13.038160,2.185,7.695866,,,0,,,106182771074033879,,276129716,443252278,0.030258,0.167953,0.086839,14.808512,0.029814,2.24668e+04,0.046,3.1071,3.0379,0.1187
