angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.469398,84.45625,-6.9409167,738,05 37 49.50,-06 56 27.3,12.0,0.03,11.1,0.03,10.66,0.03,10.2,0.01,10.03,0.01,9.92,0.01,9.46,0.01,6.8,0.03,0.15,-2.01,D,2M,Simbad,84.45638130623,-6.94092010276,0.0008773,0.0007678,77.38,3016862067540466432,84.45638130623,0.8724,-6.94092010276,0.7734,,,,,,,,,450,446.1285,587302.70,11.175,2.108e+04,3,,,23,,0,1.27814e+04,1.00141e+02,15.420921,2.42424e+03,3.01484e+01,16.877102,2.02171e+04,13.983601,1.771,2.893501,,,0,,,99670844563941270,1237667727514599539,27361774,416013488,0.008942,0.013788,0.006111,15.420921,0.008942,1.27814e+04,0.306,0.8724,0.7734,0.0569
0.209570,83.83875,-6.9401111,739,05 35 21.30,-06 56 24.4,13.71,0.03,12.74,0.03,12.25,0.02,11.21,0.01,10.72,0.01,10.57,0.01,9.97,0.01,7.3,0.03,0.21,-1.49,D,2M,Simbad,83.83880862810,-6.94010975903,0.0006299,0.0005617,109.42,3016542659412930432,83.83881491244,0.0306,-6.94011363369,0.0291,2.6794,0.0460,58.2309,1.652,1.404,0.039,-0.872,0.035,391,2.4048,475.09,0.063,3.788e-01,31,,,23,1.087,0,6.70299e+03,8.14564e+01,16.121696,1.46048e+03,4.88360e+01,17.427305,8.33166e+03,14.946067,1.461,2.481238,,,0,,,99670838387952272,1237671558085476530,27361025,416013405,0.013479,0.036412,0.037171,16.121696,0.013479,6.70299e+03,0.057,0.6227,0.5696,-0.0719
0.265927,84.7291667,-6.9385,740,05 38 55.00,-06 56 18.6,16.08,0.1,14.69,0.06,13.43,0.04,11.42,0.01,10.51,0.01,9.67,0.01,8.76,0.01,5.39,0.01,0.17,0.21,P,2M,Simbad,84.72923014844,-6.93846140421,0.0047166,0.0037708,48.50,3016109413174984448,84.72922962784,0.2041,-6.93846174574,0.2101,0.3013,0.3081,0.9782,0.139,-0.116,0.268,-0.077,0.256,400,0.5293,443.97,0.487,5.309e-01,95,1.2670,0.0559,22,1.018,0,3.58397e+02,1.30584e+00,19.301455,7.62661e+01,6.51918e+00,20.632713,4.88374e+02,18.026014,1.575,2.606699,,,0,,,99670847292414199,1237671559159218418,27374588,,0.004821,0.092850,0.017395,19.281962,0.004763,3.64890e+02,0.153,4.3269,4.2123,0.2186
0.468995,84.3776667,-6.9351111,741,05 37 30.64,-06 56 06.4,12.33,0.02,11.63,0.03,11.38,0.03,10.93,0.01,10.57,0.01,10.24,0.01,9.3,0.01,6.85,0.03,0.04,-0.99,D,2M,Simbad,84.37778495973,-6.93505461581,0.0015228,0.0011048,63.99,3016857085377607552,84.37778495973,1.4518,-6.93505461581,1.1965,,,,,,,,,311,403.7055,512867.88,12.970,2.163e+04,3,,,20,,1,8.31131e+03,1.21752e+02,15.888193,2.18915e+03,2.84340e+01,16.987852,1.74650e+04,14.142474,2.365,2.845378,,,0,,,99670843777298273,1237671558622347310,27361680,416013479,0.016142,0.014376,0.006486,15.888193,0.016142,8.31131e+03,0.907,1.4518,1.1965,0.2492
0.221171,83.7164583,-6.9302222,742,05 34 51.95,-06 55 48.8,16.84,0.14,16.06,0.19,14.95,0.1,13.35,0.01,12.55,0.01,11.82,0.02,10.58,0.01,6.89,0.02,0.0,0.32,P,2M,Simbad,83.71646222447,-6.93028351271,0.0051275,0.0039732,118.77,3016539803258802048,83.71646155493,0.2488,-6.93028261035,0.2256,-0.3110,0.3406,-0.9131,0.252,-0.150,0.301,0.203,0.258,387,1.3786,435.66,0.488,4.304e-01,95,1.4813,0.0649,22,1.049,0,3.20547e+02,1.82415e+00,19.422638,2.14053e+02,7.08826e+00,19.512241,4.17845e+02,18.195358,1.971,1.316883,,,0,,,99680837164514023,1237667726440857923,27356678,,0.006765,0.036062,0.025682,19.423664,0.006770,3.20244e+02,0.722,4.8844,4.2685,-0.2126
0.221103,84.61525,-6.9149167,744,05 38 27.66,-06 54 53.7,11.31,0.02,10.53,0.02,10.11,0.02,9.44,0.01,9.15,0.01,8.85,0.01,7.98,0.01,4.7,0.01,0.0,-1.17,D,2M,Simbad,84.61529839311,-6.91487843550,0.0002270,0.0002008,106.15,3016860173458220544,84.61530402000,0.0112,-6.91487636764,0.0110,2.5693,0.0163,157.7048,1.340,1.257,0.014,0.465,0.012,421,6.9573,623.58,0.069,4.215e+00,31,,,23,1.250,0,8.61785e+04,2.46656e+02,13.348869,3.08200e+04,3.13610e+02,14.116462,8.16664e+04,12.467788,1.305,1.648674,,,0,,,99700846152892507,1237667727514599452,27361846,416013513,0.004153,0.011395,0.008165,13.348869,0.004153,8.61785e+04,0.017,0.2251,0.2030,-0.0656
0.334508,84.3422917,-6.9126111,745,05 37 22.15,-06 54 45.4,13.1,0.03,12.56,0.03,12.24,0.03,11.66,0.01,11.39,0.01,11.01,0.01,9.96,0.01,6.33,0.02,0.0,-0.89,D,2M,Simbad,84.34236288795,-6.91255077076,0.0009229,0.0007447,88.75,3016857394616051072,84.34236318078,0.0440,-6.91255216892,0.0388,2.5064,0.0585,42.8628,0.321,0.065,0.057,-0.315,0.046,403,1.3659,519.69,0.230,3.166e+00,31,,,22,1.048,0,4.37797e+03,1.00374e+01,16.584185,4.39486e+02,1.04067e+01,18.731180,6.30136e+03,15.249310,1.540,3.481871,,,0,,,99700843423655288,1237671558622347306,27361687,416013478,0.003713,0.025860,0.012636,16.584185,0.003713,4.37797e+03,-0.011,0.9228,0.7448,0.0094
0.181771,84.7376667,-6.8830556,746,05 38 57.04,-06 52 59.0,13.49,0.03,12.75,0.03,12.33,0.02,11.66,0.01,11.18,0.01,11.06,0.01,10.22,0.02,7.55,0.04,0.0,-1.27,D,2M,Simbad,84.73767179786,-6.88310583752,0.0007181,0.0006257,65.00,3016133366208916480,84.73767307560,0.0334,-6.88310341826,0.0340,2.6958,0.0496,54.3163,0.615,0.285,0.043,0.544,0.039,446,0.6493,479.42,0.051,1.966e-01,31,,,23,1.021,0,5.32048e+03,3.27546e+01,16.372490,1.18813e+03,2.55398e+01,17.651384,6.61510e+03,15.196553,1.467,2.454831,,,0,,,99740847376850616,1237671559159152796,27374605,416013529,0.007230,0.023505,0.020408,16.372490,0.007230,5.32048e+03,0.067,0.7025,0.6432,0.1052
0.136337,84.1290417,-6.8780278,747,05 36 30.97,-06 52 40.9,16.45,0.11,15.5,0.11,15.0,0.1,14.08,0.01,13.3,0.01,12.53,0.03,11.21,0.02,7.34,0.03,0.17,0.43,FP,2M,Simbad,84.12907273732,-6.87804981678,0.0073902,0.0062274,71.43,3016871683971239168,84.12907351819,0.3467,-6.87805103595,0.3337,2.8730,0.4742,6.0585,0.325,0.174,0.447,-0.274,0.388,384,4.0844,524.15,1.417,1.950e+00,95,1.5856,0.0969,22,1.151,0,1.93965e+02,2.51319e+00,19.968060,7.73818e+01,7.02561e+00,20.616945,2.58414e+02,18.717104,1.731,1.899841,,,0,,,99740841290146708,1237667726977728687,27361271,,0.014335,0.098615,0.061502,19.960949,0.014245,1.95239e+02,0.410,7.2807,6.3550,0.1033
0.251346,84.6331667,-6.8774722,748,05 38 31.96,-06 52 38.9,12.46,0.03,11.57,0.02,11.18,0.02,10.72,0.01,10.4,0.01,9.98,0.01,9.37,0.01,7.16,0.03,0.2,-1.26,D,2M,Simbad,84.63323345854,-6.87749414977,0.0013876,0.0011983,99.03,3016861071108045952,84.63323519077,0.0706,-6.87749732165,0.0652,2.7311,0.1047,26.0776,0.812,0.387,0.086,-0.714,0.074,421,47.2501,3991.06,0.856,9.234e+01,31,,,21,3.025,0,8.82572e+03,4.93387e+01,15.822991,1.36809e+03,3.74479e+01,17.498257,1.18032e+04,14.567900,1.492,2.930357,,,0,,,99740846332537381,1237667727514599517,27361855,416013516,0.006666,0.029850,0.016591,15.822991,0.006666,8.82572e+03,0.022,1.3833,1.2033,-0.0456
0.225949,84.3380833,-6.8766944,749,05 37 21.14,-06 52 36.1,15.66,0.07,15.18,0.11,14.63,0.13,14.21,0.01,13.9,0.01,13.53,0.07,12.92,0.07,,,0.0,-1.35,D,2M,Simbad,84.33814168544,-6.87671846808,0.0054250,0.0046088,112.41,3016869347508982912,84.33814675735,0.2465,-6.87671580320,0.2459,2.4778,0.3460,7.1609,1.282,1.133,0.328,0.600,0.289,364,0.2495,409.09,0.823,1.118e+00,95,1.1983,0.0752,21,1.008,0,2.84144e+02,1.06854e+00,19.553520,7.05829e+01,1.65527e+01,20.716793,4.61652e+02,18.087109,1.873,2.629684,,,0,,,99740843381388279,1237671558622281947,27361689,,0.004926,0.254637,0.018909,19.533639,0.004864,2.89395e+02,0.447,5.3142,4.7361,-0.1147
0.382726,84.1021667,-6.8761944,750,05 36 24.52,-06 52 34.3,13.5,0.03,12.85,0.03,12.53,0.02,12.03,0.01,11.72,0.01,11.46,0.01,10.86,0.01,8.15,0.06,0.0,-1.51,D,2M,Simbad,84.10226755897,-6.87615868286,0.0012012,0.0010257,107.35,3016872066224258816,84.10227332844,0.0576,-6.87615773077,0.0525,2.5483,0.0791,32.2071,1.306,1.289,0.073,0.214,0.064,417,7.9325,765.18,0.443,8.148e+00,31,,,23,1.288,0,3.37844e+03,7.18360e+00,16.865578,4.82549e+02,1.57702e+01,18.629688,4.81225e+03,15.542027,1.567,3.087662,,,0,,,99740841022589003,1237667726977728598,27361268,416013455,0.003595,0.035592,0.009516,16.865578,0.003595,3.37844e+03,0.073,1.1866,1.0425,-0.0899
0.138148,84.4555833,-6.8603889,751,05 37 49.34,-06 51 37.4,12.86,0.03,12.05,0.03,11.77,0.03,11.51,0.01,11.43,0.01,11.32,0.01,10.68,0.02,6.61,0.03,0.17,-1.9,D,2M,Simbad,84.45560600888,-6.86035784731,0.0006739,0.0005785,101.21,3016863716807904640,84.45560611594,0.0326,-6.86035694065,0.0304,2.5166,0.0438,57.4393,0.205,0.024,0.041,0.204,0.035,416,-0.3253,444.42,0.000,0.000e+00,31,,,23,0.988,0,6.22114e+03,1.27772e+01,16.202692,8.28887e+02,1.03106e+01,18.042305,8.60895e+03,14.910520,1.517,3.131785,,,0,,,99760844556237957,1237667727514599510,27361985,416013486,0.003545,0.013791,0.007010,16.202692,0.003545,6.22114e+03,0.017,0.6705,0.5824,-0.0583
0.267670,84.5522917,-6.8509444,752,05 38 12.55,-06 51 03.4,13.85,0.02,12.57,0.03,12.06,0.03,11.5,0.01,11.21,0.01,10.89,0.01,9.96,0.01,7.89,0.05,0.6,-1.08,D,2M,Simbad,84.55236485321,-6.85092849084,0.0023790,0.0020822,70.35,3016864296627236992,84.55236550576,0.1172,-6.85093212865,0.1098,2.4078,0.1579,15.2447,0.831,0.146,0.146,-0.819,0.129,404,-0.1836,537.66,0.601,3.170e+00,95,1.1268,0.0308,22,0.993,0,8.64816e+02,2.65286e+00,18.345058,6.55780e+01,6.81270e+00,20.796646,1.44347e+03,16.849377,1.745,3.947269,,,0,,,99770845523829273,1237667727514599440,27362013,,0.004323,0.112828,0.008387,18.319467,0.004263,8.85442e+02,0.132,2.3473,2.1178,0.0844
0.331626,84.6115417,-6.8486667,753,05 38 26.77,-06 50 55.2,13.32,0.03,12.4,0.03,12.01,0.03,11.3,0.01,10.97,0.01,10.62,0.01,9.91,0.01,7.3,0.03,0.23,-1.25,D,2M,Simbad,84.61163417994,-6.84867410563,0.0008142,0.0007244,95.19,3016861723943073664,84.61163364395,0.0411,-6.84867767123,0.0385,2.4933,0.0602,41.3819,0.811,-0.120,0.051,-0.802,0.044,433,-0.5526,449.14,0.000,1.943e-15,31,,,22,0.980,0,3.77517e+03,6.77228e+00,16.745026,5.31365e+02,9.96278e+00,18.525060,5.12710e+03,15.473216,1.499,3.051845,,,0,,,99780846116551963,1237667727514599504,27362022,416013512,0.003374,0.020547,0.006663,16.745026,0.003374,3.77517e+03,0.010,0.8135,0.7252,-0.0211
0.259662,83.9590833,-6.8445,754,05 35 50.18,-06 50 40.2,13.01,0.02,11.82,0.03,10.86,0.02,9.52,0.01,8.95,0.01,8.32,0.01,7.56,0.01,4.83,0.01,0.14,-0.57,D,2M,Simbad,83.95915256579,-6.84452174622,0.0046460,0.0037566,60.92,3016544927156226688,83.95915256579,4.4519,-6.84452174622,3.9847,,,,,,,,,341,1163.1210,9924371.00,50.273,2.304e+05,3,,,19,,0,6.86548e+03,1.46089e+02,16.095690,4.01996e+03,2.16300e+02,16.327986,1.31082e+04,14.454041,2.495,1.873945,,,0,,,99780839591176979,1237671558085411163,27361348,416013437,0.023267,0.058486,0.052151,16.095690,0.023267,6.86548e+03,1.177,4.4519,3.9847,0.1789
0.360119,83.9590833,-6.8445,754,05 35 50.18,-06 50 40.2,13.01,0.02,11.82,0.03,10.86,0.02,9.52,0.01,8.95,0.01,8.32,0.01,7.56,0.01,4.83,0.01,0.14,-0.57,D,2M,Simbad,83.95915703743,-6.84443183392,0.0446682,0.0312169,103.98,3016544922859877248,83.95915703743,43.9963,-6.84443183392,32.1569,,,,,,,,,53,495.9212,2012221.40,81.746,2.054e+05,3,,,5,,0,6.60992e+03,3.64474e+02,16.136877,5.16093e+03,6.42027e+02,16.056723,1.66317e+04,14.195554,3.297,1.861169,,,0,,,99780839591176979,1237671558085411163,27361348,416013437,0.059931,0.135096,0.101891,16.136877,0.059931,6.60992e+03,1.981,43.9963,32.1569,-0.1691
0.403587,84.43525,-6.8435556,755,05 37 44.46,-06 50 36.8,12.28,0.02,11.47,0.03,11.21,0.03,10.88,0.01,10.51,0.01,10.03,0.01,9.02,0.01,5.8,0.02,0.17,-0.7,D,2M,Simbad,84.43534112808,-6.84348940584,0.0003796,0.0003208,111.50,3016863991685811840,84.43534097381,0.0180,-6.84348938393,0.0169,2.5163,0.0243,103.5484,0.035,-0.034,0.023,0.005,0.020,437,2.2260,500.38,0.055,8.610e-01,31,,,23,1.076,0,1.92056e+04,8.69065e+01,14.978797,5.29935e+03,1.11638e+02,16.027987,2.17309e+04,13.905203,1.407,2.122784,,,0,,,99780844353538186,1237671558622281743,27361988,416013483,0.005633,0.023042,0.012732,14.978797,0.005633,1.92056e+04,0.055,0.3722,0.3293,-0.1144
0.280779,83.878875,-6.8430278,756,05 35 30.93,-06 50 34.9,14.75,0.03,14.15,0.04,13.87,0.05,13.4,0.01,13.1,0.01,12.76,0.02,12.07,0.03,9.17,0.13,0.0,-1.32,D,2M,Simbad,83.87879824188,-6.84304438123,0.0018094,0.0015243,120.81,3016547710294461312,83.87880308329,0.0871,-6.84304483705,0.0821,2.6810,0.1239,21.6428,1.086,1.082,0.107,-0.103,0.098,401,-0.9700,394.79,0.000,0.000e+00,31,,,21,0.965,0,1.19645e+03,5.20239e+00,17.992630,1.96480e+02,1.23053e+01,19.605247,1.56731e+03,16.760010,1.474,2.845238,,,0,,,99780838787828738,1237671558085411225,27361327,,0.005466,0.068056,0.013842,17.992630,0.005466,1.19645e+03,0.016,1.7391,1.6040,-0.1498
0.540434,83.8000833,-6.8317778,757,05 35 12.02,-06 49 54.4,13.07,0.03,12.47,0.03,12.19,0.02,11.83,0.01,11.65,0.01,11.44,0.01,10.67,0.01,7.32,0.04,0.0,-1.51,D,2M,Simbad,83.80023439479,-6.83177235667,0.0077435,0.0054900,50.82,3016548638006813952,83.80023439479,6.9326,-6.83177235667,6.4839,,,,,,,,,281,843.3843,4276586.50,69.215,1.791e+05,3,,,19,,1,3.66358e+03,2.72721e+01,16.777603,9.73007e+02,1.17130e+01,17.868252,8.93045e+03,14.870711,2.703,2.997541,,,0,,,99800838002042241,1237667726440857747,27361286,416013397,0.008539,0.013365,0.005900,16.777603,0.008539,3.66358e+03,1.223,6.9326,6.4839,0.3249
0.412106,84.5386667,-6.8213333,760,05 38 09.28,-06 49 16.8,9.94,0.02,8.97,0.03,7.98,0.03,6.36,0.01,5.8,0.01,5.26,0.01,3.91,0.01,1.11,0.01,0.0,-0.05,D,2M,Simbad,84.53876673829,-6.82127639858,0.0002221,0.0002018,104.36,3016864678880575616,84.53876814654,0.0111,-6.82127939134,0.0105,2.5092,0.0155,162.3898,0.743,0.315,0.014,-0.673,0.012,432,5.0170,803.18,0.088,8.862e+00,31,,,23,1.176,0,1.18050e+05,7.08361e+01,13.007200,2.90425e+04,5.27541e+01,14.180956,1.36915e+05,11.906770,1.406,2.274186,,,0,,,99810845387674846,1237667727514599430,27362018,416013507,0.002831,0.003417,0.004083,13.007200,0.002831,1.18050e+05,0.032,0.2209,0.2031,-0.0460
0.231230,84.483375,-6.81525,761,05 37 56.01,-06 48 54.9,13.87,0.03,12.11,0.03,10.99,0.03,9.91,0.01,9.44,0.01,9.01,0.01,8.41,0.01,4.58,0.01,0.76,-1.12,D,2M,Simbad,84.48343700529,-6.81526830419,0.0023715,0.0021660,93.90,3016865567937559680,84.48344346787,0.1169,-6.81527100619,0.1103,2.2744,0.1609,14.1344,1.567,1.444,0.146,-0.608,0.132,420,-0.5549,453.75,0.368,9.884e-01,31,,,23,0.980,0,7.94735e+02,4.31487e+00,18.436811,7.38607e+01,5.21454e+00,20.667510,1.24381e+03,17.011011,1.658,3.656498,,,0,,,99820844834552063,1237667727514599569,27362007,,0.006507,0.076703,0.019131,18.436811,0.006507,7.94735e+02,0.083,2.3706,2.1670,-0.0123
0.490754,84.0344167,-6.8100833,762,05 36 08.26,-06 48 36.3,12.08,0.02,11.13,0.03,10.63,0.02,9.41,0.01,8.77,0.01,8.07,0.01,7.12,0.01,4.09,0.01,0.18,-0.2,D,2M,Simbad,84.03455287718,-6.81010061599,0.0005028,0.0004321,103.93,3016920066778758528,84.03455422776,0.0245,-6.81009865663,0.0228,2.5168,0.0351,71.6032,0.534,0.302,0.031,0.441,0.027,405,4.9777,572.38,0.121,2.769e+00,31,,,22,1.180,0,1.22405e+04,7.75299e+01,15.467871,2.34817e+03,5.72120e+01,16.911716,1.60193e+04,14.236286,1.501,2.675430,,,0,,,99820840345408276,1237667726977728571,27361486,416013449,0.007408,0.026600,0.021671,15.467871,0.007408,1.22405e+04,0.068,0.4990,0.4365,-0.0710
0.351723,83.8064167,-6.8009444,764,05 35 13.54,-06 48 03.4,14.09,0.03,13.5,0.03,13.23,0.03,12.78,0.01,12.53,0.01,12.28,0.02,11.71,0.02,8.73,0.09,0.0,-1.61,D,2M,Simbad,83.80648157465,-6.80087094407,0.0014206,0.0012072,108.46,3016549046032159232,83.80648674800,0.0698,-6.80087047397,0.0649,2.5621,0.1004,25.5261,1.161,1.156,0.087,0.106,0.075,325,0.7474,384.68,0.013,3.204e-03,31,,,21,1.029,0,1.91959e+03,2.58463e+00,17.479347,2.03281e+02,1.01162e+01,19.568298,2.71655e+03,16.162851,1.521,3.405447,,,0,,,99830838064629338,1237667726440792281,27361302,416013400,0.003119,0.054103,0.005901,17.479347,0.003119,1.91959e+03,-0.019,1.4007,1.2303,-0.0977
0.102963,84.6063333,-6.7993056,765,05 38 25.52,-06 47 57.5,14.48,0.03,13.07,0.02,12.07,0.02,10.79,0.01,10.39,0.01,10.22,0.01,9.82,0.01,7.37,0.03,0.4,-1.76,D,2M,Simbad,84.60635889180,-6.79931872460,0.0005704,0.0004978,108.33,3016864953758477568,84.60636358366,0.0271,-6.79931633870,0.0266,2.7746,0.0397,69.9080,1.178,1.048,0.035,0.537,0.031,452,2.2340,536.28,0.078,6.966e-01,31,,,22,1.075,0,6.70196e+03,1.13689e+02,16.121862,2.23429e+03,1.50650e+02,16.965694,7.16284e+03,15.110183,1.402,1.855512,,,0,,,99840846063831203,1237653749539733518,27362034,417013225,0.018623,0.073260,0.044588,16.121862,0.018623,6.70196e+03,0.087,0.5636,0.5054,-0.0813
0.107677,83.854625,-6.7990278,766,05 35 25.11,-06 47 56.5,11.37,0.03,10.47,0.03,9.97,0.02,9.42,0.01,8.9,0.01,8.64,0.01,7.78,0.01,5.03,0.02,0.12,-1.02,D,2M,Simbad,83.85465440285,-6.79903429771,0.0002781,0.0002404,103.23,3016548431848965888,83.85465625220,0.0138,-6.79903426526,0.0124,2.5582,0.0194,131.8990,0.413,0.413,0.017,0.007,0.015,392,5.6257,553.16,0.067,2.992e+00,31,,,21,1.208,0,5.00539e+04,5.22126e+02,13.938772,1.96906e+04,8.48040e+02,14.602893,4.67970e+04,13.072351,1.328,1.530542,,,0,,,99840838546251557,1237671558085410897,27361309,417013126,0.011656,0.046844,0.026088,13.938772,0.011656,5.00539e+04,0.054,0.2762,0.2426,-0.0648
1.268661,84.1068333,-6.7878889,770,05 36 25.64,-06 47 16.4,14.76,0.07,14.26,0.1,14.65,0.13,,,,,,,10.79,0.04,5.31,0.01,0.0,,P,2M,Simbad,84.10710525729,-6.78811531179,0.0046914,0.0033161,115.78,3016921441167040256,84.10710525729,4.4639,-6.78811531179,3.6166,,,,,,,,,199,220.0795,116942.87,35.256,6.259e+03,3,,,14,,0,1.36326e+03,4.72809e+01,17.850920,8.91297e+03,1.07965e+02,15.463486,1.23015e+04,14.523004,15.562,0.940482,,,0,,,,,,,0.037756,0.013445,0.012729,17.850920,0.037756,1.36326e+03,14.350,4.4639,3.6166,-0.2672
1.798583,84.1068333,-6.7878889,770,05 36 25.64,-06 47 16.4,14.76,0.07,14.26,0.1,14.65,0.13,,,,,,,10.79,0.04,5.31,0.01,0.0,,P,2M,Simbad,84.10730026083,-6.78807491204,0.0142104,0.0037630,135.70,3016921436873078272,84.10730026083,10.2829,-6.78807491204,10.5051,,,,,,,,,71,47.0929,3422.98,24.975,8.515e+02,3,,,8,,0,7.53114e+02,4.91391e+01,18.495216,8.67979e+03,4.75516e+02,15.492270,1.18222e+04,14.566153,27.223,0.926117,,,0,,,,,,,0.070896,0.059547,0.055081,18.495216,0.070896,7.53114e+02,26.013,10.2829,10.5051,-0.8689
1.932979,84.1068333,-6.7878889,770,05 36 25.64,-06 47 16.4,14.76,0.07,14.26,0.1,14.65,0.13,,,,,,,10.79,0.04,5.31,0.01,0.0,,P,2M,Simbad,84.10723160716,-6.78752576003,0.0054595,0.0044795,115.59,3016921441168289536,84.10723160716,5.2905,-6.78752576003,4.6780,,,,,,,,,138,29.0823,1391.41,32.392,7.111e+01,3,,,10,,0,1.45650e+02,8.03208e+00,20.279089,3.83183e+03,1.18789e+03,16.380026,5.09840e+03,15.479311,61.313,0.900715,,,0,,,,,,,0.059938,0.336595,0.288736,20.279089,0.059938,1.45650e+02,60.105,5.2905,4.6780,-0.1533
0.311323,83.862875,-6.7633889,775,05 35 27.09,-06 45 48.2,13.21,0.02,12.33,0.03,11.96,0.02,11.46,0.01,11.19,0.01,10.91,0.01,10.34,0.01,7.35,0.03,0.18,-1.56,D,2M,Simbad,83.86292697562,-6.76345828698,0.0012821,0.0009939,112.34,3016549389625896192,83.86292078692,0.0593,-6.76345897264,0.0526,2.4638,0.0830,29.6701,1.391,-1.383,0.077,-0.154,0.063,405,0.1172,526.53,0.264,2.387e+00,31,,,21,1.003,0,2.73690e+03,1.10202e+01,17.094220,2.25459e+02,8.16720e+00,19.455872,4.19172e+03,15.691914,1.614,3.763958,,,0,,,99880838629074243,1237671558085411202,27361320,417013127,0.005168,0.039429,0.013976,17.094220,0.005168,2.73690e+03,0.024,1.2446,1.0405,-0.1781
0.099967,84.0891667,-6.7602222,776,05 36 21.40,-06 45 36.8,10.85,0.02,9.27,0.03,8.16,0.02,6.91,0.01,6.38,0.01,5.87,0.01,5.08,0.01,2.42,0.01,0.54,-0.75,D,2M,Simbad,84.08918499670,-6.76020120089,0.0011218,0.0008335,61.20,3016921750406034432,84.08918499670,1.0619,-6.76020120089,0.9086,,,,,,,,,416,451.0089,622900.40,12.497,2.175e+04,3,,,21,,0,9.14019e+03,9.55669e+01,15.784978,1.12146e+03,2.49295e+01,17.714080,1.66706e+04,14.193015,1.947,3.521066,,,0,,,99880840891648142,1237667726977663098,27361496,417013160,0.011682,0.024296,0.022201,15.784978,0.011682,9.14019e+03,0.390,1.0619,0.9086,0.2467
0.348424,83.8792917,-6.7550556,778,05 35 31.03,-06 45 18.2,11.55,0.02,10.85,0.03,10.52,0.02,10.03,0.01,9.64,0.01,9.19,0.01,8.32,0.01,5.23,0.01,0.0,-0.88,D,2M,Simbad,83.87938756838,-6.75503817458,0.0025746,0.0020666,65.91,3016924739703181184,83.87938756838,2.4972,-6.75503817458,2.1596,,,,,,,,,429,1158.8184,8845607.00,30.011,2.686e+05,3,,,22,,0,2.80117e+04,3.35096e+02,14.569017,9.41641e+03,2.72277e+02,15.403829,3.94969e+04,13.256489,1.746,2.147340,,,0,,,99890838793654349,1237671558085410864,27361422,417013131,0.013277,0.031518,0.012106,14.569017,0.013277,2.80117e+04,0.391,2.4972,2.1596,0.1629
0.227503,83.6463333,-6.7480833,779,05 34 35.12,-06 44 53.1,13.74,0.03,13.05,0.03,12.75,0.03,12.34,0.01,12.15,0.01,11.89,0.02,11.17,0.02,8.96,0.12,0.0,-1.5,D,2M,Simbad,83.64635550779,-6.74814252215,0.0009467,0.0008669,111.20,3016563515774031360,83.64636047140,0.0468,-6.74814143459,0.0410,2.7055,0.0683,39.6137,1.136,1.109,0.058,0.245,0.053,408,0.6010,446.34,0.000,2.002e-15,31,,,21,1.020,0,3.75317e+03,5.17049e+00,16.751371,5.73063e+02,1.13409e+01,18.443037,4.98161e+03,15.504472,1.480,2.938565,,,0,,,99900836463572604,1237667726440792157,27357361,417013091,0.003135,0.021667,0.005417,16.751371,0.003135,3.75317e+03,0.008,0.9366,0.8777,-0.0594
0.522683,84.345125,-6.7462778,780,05 37 22.83,-06 44 46.6,12.58,0.02,11.68,0.02,11.28,0.02,10.55,0.01,10.32,0.01,10.1,0.01,9.61,0.01,7.33,0.03,0.18,-1.77,D,2M,Simbad,84.34526308415,-6.74623009301,0.0004797,0.0004083,75.36,3016880175122582016,84.34526374520,0.0230,-6.74623088341,0.0215,2.5220,0.0312,80.7178,0.231,0.148,0.029,-0.178,0.025,405,4.0235,534.46,0.092,1.710e+00,31,,,23,1.145,0,1.39599e+04,8.52968e+01,15.325157,3.21495e+03,7.07095e+01,16.570608,1.64232e+04,14.209253,1.407,2.361355,,,0,,,99900843452714871,1237671558622281759,27361967,417013190,0.007183,0.024042,0.018492,15.325157,0.007183,1.39599e+04,0.020,0.4755,0.4133,0.0789
